pqif,seed,nloop,sigma2,tau_rec,tau_div,tau_con,tau_chn,sim,vrest,gain
0.0,49,15,10.25697581892322,-0.0039673628761078,0.0005712719800364,-0.0047191523675908,0.0001584345308254,1,-8.5,14.44
0.25,0,15,12.027977562255929,-0.0139211530506806,-2.815081885936473e-05,-0.0047061328818059,0.0001403483821114,1,-8.5,14.44
0.25,1,15,11.81350027059379,-0.0234349536338165,0.0009263205206922,-0.0048486821401911,0.0005863232773166,1,-8.5,14.44
0.25,2,15,11.149374837866064,-0.0225325229855238,0.0011837493367705,-0.0047625422095502,0.0006911464373325,1,-8.5,14.44
0.25,3,15,11.50753719902818,-0.0019127044070521,-0.000757941929335,-0.0046858509909464,-5.9118444183768616e-05,1,-8.5,14.44
0.25,4,15,13.248149410472609,-0.0403977462108726,-0.0002848700002714,-0.0047968063121428,-7.445296962211671e-05,1,-8.5,14.44
0.25,5,15,12.121845262963616,-0.0203332936592173,-0.0014355925736378,-0.0048046789331161,0.0002372488861661,1,-8.5,14.44
0.25,6,15,11.65079276456907,-0.0182342882206953,0.0020842237632436,-0.0047535199694078,0.0001286420304489,1,-8.5,14.44
0.25,7,15,11.422513364734897,-0.0175139078893195,-0.0001177865475768,-0.0047107204403982,-0.0001659865371872,1,-8.5,14.44
0.25,8,15,11.372111474735204,-0.0377324846180373,-0.0004871178547965,-0.0047296812926437,0.001148867933658,1,-8.5,14.44
0.25,9,15,11.827624148542622,0.0012522805435039,-0.0006657413532457,-0.0046508673854164,6.281664740332096e-05,1,-8.5,14.44
0.25,10,15,10.490290451912188,-0.0165197991982898,-0.000879325881096,-0.0047474484660279,0.0003878637767128,1,-8.5,14.44
0.25,11,15,13.10451923650736,-0.0191178688254576,0.0008967532532102,-0.004700682964401,0.0007811698924209,1,-8.5,14.44
0.25,12,15,12.370482540829787,-0.0178424638414512,-0.0004254529935384,-0.00464654673742,0.0001786236303768,1,-8.5,14.44
0.25,13,15,11.098599293779795,-0.0214864576775764,0.0008536210701453,-0.0047790909365701,0.0004400483185666,1,-8.5,14.44
0.25,14,15,11.157979454696193,-0.0243735015459236,-0.0008382605695738,-0.0047197950754685,-0.000286586358,1,-8.5,14.44
0.25,15,15,11.582551575552738,-0.0267263508479452,-0.0010014007326265,-0.004769017013971,0.0004015707568301,1,-8.5,14.44
0.25,16,15,11.956331193970804,-0.0130081400745301,0.0009652117997479,-0.0046767566180683,0.0003664248791866,1,-8.5,14.44
0.25,17,15,11.652636505350609,-0.0205345052347289,0.0006270832054416,-0.0047198289762998,-0.0004036387832538,1,-8.5,14.44
0.25,18,15,11.05040241644647,-0.0005047413085522,-0.00162557489371,-0.0047395595045689,8.930244757432315e-06,1,-8.5,14.44
0.25,19,15,11.459224319776467,-0.0245074580085417,-0.0007037920545995,-0.0047516813605085,0.0004346806225116,1,-8.5,14.44
0.25,20,15,11.734031292177455,-0.0395650877868146,0.0011366369479135,-0.0047752721251687,0.0006480442443941,1,-8.5,14.44
0.25,21,15,12.29153190121689,0.0010573146535542,0.0001093745072582,-0.0047937224480894,-1.819758220959294e-05,1,-8.5,14.44
0.25,22,15,11.759701451567066,-0.0100587816309371,-0.0009059504776045,-0.0047568054773183,0.0002865736456588,1,-8.5,14.44
0.25,23,15,11.844409319781107,-0.0122312157257748,-0.000657570071087,-0.0047321389630082,0.0001559442362014,1,-8.5,14.44
0.25,24,15,12.584198964809838,-0.0243020781782753,-0.0011676590055965,-0.0048461681181848,0.0001015951230403,1,-8.5,14.44
0.25,25,15,10.835701499467646,-0.0266614944291644,0.0052099078893364,-0.0047764624277088,-0.0008373050200593,1,-8.5,14.44
0.25,26,15,12.121986816727023,-0.0101120635493215,-0.0016373981975398,-0.0047850927191955,-1.756290418670535e-06,1,-8.5,14.44
0.25,27,15,12.45955471721802,-0.0117376945226884,-0.000430027267685,-0.0045904161795305,0.0003314312854919,1,-8.5,14.44
0.25,28,15,11.92651324785608,-0.0268080724296573,0.0006823448117858,-0.0047600533103283,0.0004618436532203,1,-8.5,14.44
0.25,29,15,11.074709037248686,-0.0340501002090697,5.071571921485912e-05,-0.0047313080733044,4.770899308652196e-05,1,-8.5,14.44
