simulationID,dynamic,simulation,vrest,slope,pqif,seed,mean,std_pop,std_sample,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations_1_0.5_32,oscillations,1,-8.5,14.44,0.5,32,0.0006407697269125565,0.44925923850609545,0.4492780339977261,28048,11952,0.70
oscillations_1_0.5_33,oscillations,1,-8.5,14.44,0.5,33,0.0006673501387804313,0.4503363267669726,0.45035518783651646,28061,11939,0.70
oscillations_1_0.5_34,oscillations,1,-8.5,14.44,0.5,34,0.0010130336036352741,0.48289248752960323,0.4829127172058874,28064,11936,0.70
oscillations_1_0.5_35,oscillations,1,-8.5,14.44,0.5,35,-0.0010097163358354542,0.4653194449731423,0.46533892867230187,28058,11942,0.70
oscillations_1_0.5_36,oscillations,1,-8.5,14.44,0.5,36,-0.0024492181165581737,0.46280251228487573,0.46282190521213123,28067,11933,0.70
oscillations_1_0.5_37,oscillations,1,-8.5,14.44,0.5,37,0.0002523921135316138,0.47790692897210707,0.4779269380545322,28057,11943,0.70
oscillations_1_0.5_38,oscillations,1,-8.5,14.44,0.5,38,0.0014483760097402335,0.4624103855756953,0.46242976044782896,28066,11934,0.70
oscillations_1_0.5_39,oscillations,1,-8.5,14.44,0.5,39,0.0003807339479868344,0.4710739709997143,0.47109369399878087,28057,11943,0.70
oscillations_1_0.5_40,oscillations,1,-8.5,14.44,0.5,40,-0.0003651220522529338,0.4494761655052913,0.4494949858199862,28058,11942,0.70
oscillations_1_0.5_41,oscillations,1,-8.5,14.44,0.5,41,6.150101432198605e-05,0.4434724438260515,0.4434910298759675,28069,11931,0.70
oscillations_1_0.5_42,oscillations,1,-8.5,14.44,0.5,42,0.0015038185447329329,0.48059707193308804,0.4806172037614321,28063,11937,0.70
oscillations_1_0.5_43,oscillations,1,-8.5,14.44,0.5,43,0.0006251953265757565,0.4789596617006157,0.47897973166486846,28067,11933,0.70
oscillations_1_0.5_44,oscillations,1,-8.5,14.44,0.5,44,-0.0009112907725144567,0.43027271867301864,0.4302907288745156,28054,11946,0.70
oscillations_1_0.5_45,oscillations,1,-8.5,14.44,0.5,45,-0.0013631616852209133,0.4565623960623485,0.45658150988799323,28056,11944,0.70
oscillations_1_0.5_46,oscillations,1,-8.5,14.44,0.5,46,0.0018046027263559719,0.48760949262187475,0.4876299010970379,28053,11947,0.70
oscillations_1_0.5_47,oscillations,1,-8.5,14.44,0.5,47,-0.0011478942792395228,0.46023518352409176,0.46025444627113477,28053,11947,0.70
oscillations_1_0.5_48,oscillations,1,-8.5,14.44,0.5,48,-0.001698453230581262,0.46038053737024565,0.4603998094274101,28055,11945,0.70
oscillations_1_0.5_49,oscillations,1,-8.5,14.44,0.5,49,-0.0024172862755723053,0.46074126087503414,0.46076054318941934,28052,11948,0.70
oscillations_1_0.75_0,oscillations,1,-8.5,14.44,0.75,0,0.002065496805907381,0.5089440299019604,0.5089653473758395,28062,11938,0.70
oscillations_1_0.75_1,oscillations,1,-8.5,14.44,0.75,1,0.0007726753049252052,0.50216432547638,0.5021853607397876,28063,11937,0.70
oscillations_1_0.75_2,oscillations,1,-8.5,14.44,0.75,2,0.0037939324070411866,0.4841313665808258,0.48415165835804536,28070,11930,0.70
oscillations_1_0.75_3,oscillations,1,-8.5,14.44,0.75,3,0.0007124672357557753,0.5059200922711664,0.5059412830853194,28062,11938,0.70
