dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all
sequences,0.5,24,10,-12.3,10.68,q3,"(100, 100)",0.0002622176913242521,0.06438811187109329,-3.950806208370523e-20,0.06415101478147062
sequences,0.5,24,10,-12.3,10.68,q4,"(100, 100)",-0.0002572372153477504,0.0646081425651663,-3.950806208370523e-20,0.06415101478147062
sequences,0.5,25,10,-12.3,10.68,q1,"(100, 100)",0.0008725751993968124,0.06495205984477974,1.4867399057584956e-19,0.06390015834693075
sequences,0.5,25,10,-12.3,10.68,q2,"(100, 100)",-0.0009029021419773624,0.0651499381149936,1.4867399057584956e-19,0.06390015834693075
sequences,0.5,25,10,-12.3,10.68,q3,"(100, 100)",-0.00038181981875107604,0.06313505310447672,1.4867399057584956e-19,0.06390015834693075
sequences,0.5,25,10,-12.3,10.68,q4,"(100, 100)",0.0003914293779478316,0.062345478940745595,1.4867399057584956e-19,0.06390015834693075
sequences,0.5,26,10,-12.3,10.68,q1,"(100, 100)",0.00037334840455818694,0.06327403371231745,1.9305394922460403e-19,0.063857378938843
sequences,0.5,26,10,-12.3,10.68,q2,"(100, 100)",-0.00037510121396925824,0.06398849438854778,1.9305394922460403e-19,0.063857378938843
sequences,0.5,26,10,-12.3,10.68,q3,"(100, 100)",0.0004044857406650242,0.06486704227561643,1.9305394922460403e-19,0.063857378938843
sequences,0.5,26,10,-12.3,10.68,q4,"(100, 100)",-0.00040245314900338997,0.06328928407304196,1.9305394922460403e-19,0.063857378938843
sequences,0.5,27,10,-12.3,10.68,q1,"(100, 100)",-0.0015805035608468018,0.06389603028025377,1.5339708513075768e-19,0.06472517554322091
sequences,0.5,27,10,-12.3,10.68,q2,"(100, 100)",0.0015826300372152467,0.06548205045810944,1.5339708513075768e-19,0.06472517554322091
sequences,0.5,27,10,-12.3,10.68,q3,"(100, 100)",-3.3055530120273614e-05,0.06495606372279315,1.5339708513075768e-19,0.06472517554322091
sequences,0.5,27,10,-12.3,10.68,q4,"(100, 100)",3.3321392292823593e-05,0.06451654076680256,1.5339708513075768e-19,0.06472517554322091
sequences,0.5,28,10,-12.3,10.68,q1,"(100, 100)",-0.0017774840058917263,0.06459829758204094,2.371675222245245e-19,0.06478976728683965
sequences,0.5,28,10,-12.3,10.68,q2,"(100, 100)",0.0018492588944906798,0.06593191454764716,2.371675222245245e-19,0.06478976728683965
sequences,0.5,28,10,-12.3,10.68,q3,"(100, 100)",-0.0005353047900097999,0.0631278784396067,2.371675222245245e-19,0.06478976728683965
sequences,0.5,28,10,-12.3,10.68,q4,"(100, 100)",0.000535666360283363,0.06542360890041081,2.371675222245245e-19,0.06478976728683965
sequences,0.5,29,10,-12.3,10.68,q1,"(100, 100)",-0.0010348143107996941,0.06451139952669141,-1.3481478818411163e-19,0.06437293330997292
sequences,0.5,29,10,-12.3,10.68,q2,"(100, 100)",0.0010372598544106314,0.06495129752242412,-1.3481478818411163e-19,0.06437293330997292
sequences,0.5,29,10,-12.3,10.68,q3,"(100, 100)",-2.808717415729889e-06,0.06401602290157381,-1.3481478818411163e-19,0.06437293330997292
sequences,0.5,29,10,-12.3,10.68,q4,"(100, 100)",2.8787460844517777e-06,0.06400154688056713,-1.3481478818411163e-19,0.06437293330997292
sequences,0.5,30,10,-12.3,10.68,q1,"(100, 100)",0.00035433578566897124,0.06295277746921821,-6.0500080986448e-20,0.06335536322356962
sequences,0.5,30,10,-12.3,10.68,q2,"(100, 100)",-0.00034796835391318905,0.06309934105517932,-6.0500080986448e-20,0.06335536322356962
sequences,0.5,30,10,-12.3,10.68,q3,"(100, 100)",-0.0006165651607361943,0.06417668022005082,-6.0500080986448e-20,0.06335536322356962
sequences,0.5,30,10,-12.3,10.68,q4,"(100, 100)",0.0006095844030055808,0.06318004318046758,-6.0500080986448e-20,0.06335536322356962
sequences,0.5,31,10,-12.3,10.68,q1,"(100, 100)",0.00045624110818569215,0.06381652280531243,-8.602414958772574e-20,0.06456771369699639
sequences,0.5,31,10,-12.3,10.68,q2,"(100, 100)",-0.0004292807292821305,0.06409612716648552,-8.602414958772574e-20,0.06456771369699639
sequences,0.5,31,10,-12.3,10.68,q3,"(100, 100)",-0.0010546153147598526,0.06462263508129855,-8.602414958772574e-20,0.06456771369699639
sequences,0.5,31,10,-12.3,10.68,q4,"(100, 100)",0.0010556716907011811,0.06568201306791373,-8.602414958772574e-20,0.06456771369699639
sequences,0.5,32,10,-12.3,10.68,q1,"(100, 100)",-0.0010623134019668076,0.06374612097709674,-3.716849764396239e-20,0.06380476114361787
sequences,0.5,32,10,-12.3,10.68,q2,"(100, 100)",0.0010793481102207964,0.06356204738491616,-3.716849764396239e-20,0.06380476114361787
sequences,0.5,32,10,-12.3,10.68,q3,"(100, 100)",-0.0012277235557364423,0.06401688003793957,-3.716849764396239e-20,0.06380476114361787
sequences,0.5,32,10,-12.3,10.68,q4,"(100, 100)",0.0012502920034521859,0.06384200077748357,-3.716849764396239e-20,0.06380476114361787
sequences,0.5,33,10,-12.3,10.68,q1,"(100, 100)",0.0005700110041880231,0.06436420768807612,-1.6728624178179155e-19,0.06418286706655497
sequences,0.5,33,10,-12.3,10.68,q2,"(100, 100)",-0.0005755993473663376,0.06436799817951862,-1.6728624178179155e-19,0.06418286706655497
sequences,0.5,33,10,-12.3,10.68,q3,"(100, 100)",-0.0009413923922644522,0.06377493965469343,-1.6728624178179155e-19,0.06418286706655497
sequences,0.5,33,10,-12.3,10.68,q4,"(100, 100)",0.000984722761495854,0.06421633078281251,-1.6728624178179155e-19,0.06418286706655497
sequences,0.5,34,10,-12.3,10.68,q1,"(100, 100)",0.0003894037766948906,0.06349662860789188,2.326536095191024e-21,0.06368999386143952
sequences,0.5,34,10,-12.3,10.68,q2,"(100, 100)",-0.0003874456618271652,0.06298465937508703,2.326536095191024e-21,0.06368999386143952
sequences,0.5,34,10,-12.3,10.68,q3,"(100, 100)",0.00028340618056070234,0.06541234712774852,2.326536095191024e-21,0.06368999386143952
sequences,0.5,34,10,-12.3,10.68,q4,"(100, 100)",-0.00027973291999510965,0.06284358306692929,2.326536095191024e-21,0.06368999386143952
sequences,0.5,35,10,-12.3,10.68,q1,"(100, 100)",-0.0002104085224772434,0.06492071459896684,-9.523630431339739e-20,0.06419749864166858
sequences,0.5,35,10,-12.3,10.68,q2,"(100, 100)",0.0002090723721005495,0.06509252260713104,-9.523630431339739e-20,0.06419749864166858
sequences,0.5,35,10,-12.3,10.68,q3,"(100, 100)",-0.0004339377068949472,0.062442621122698855,-9.523630431339739e-20,0.06419749864166858
sequences,0.5,35,10,-12.3,10.68,q4,"(100, 100)",0.000432489799965034,0.06429771183034089,-9.523630431339739e-20,0.06419749864166858
sequences,0.5,36,10,-12.3,10.68,q1,"(100, 100)",-0.0003836037544940966,0.06348441937469476,6.972594778670804e-20,0.0639328974695013
sequences,0.5,36,10,-12.3,10.68,q2,"(100, 100)",0.00037749257619482167,0.06524906229337103,6.972594778670804e-20,0.0639328974695013
sequences,0.5,36,10,-12.3,10.68,q3,"(100, 100)",-9.289353747814491e-05,0.06349397301538438,6.972594778670804e-20,0.0639328974695013
sequences,0.5,36,10,-12.3,10.68,q4,"(100, 100)",9.440093768062979e-05,0.06346681329131469,6.972594778670804e-20,0.0639328974695013
sequences,0.5,37,10,-12.3,10.68,q1,"(100, 100)",-0.00096986923071498,0.06288204165977308,2.5809406830315906e-19,0.06397717699097516
sequences,0.5,37,10,-12.3,10.68,q2,"(100, 100)",0.0009780662323268382,0.0637823386785781,2.5809406830315906e-19,0.06397717699097516
sequences,0.5,37,10,-12.3,10.68,q3,"(100, 100)",0.0003876852751290833,0.0640018759424242,2.5809406830315906e-19,0.06397717699097516
sequences,0.5,37,10,-12.3,10.68,q4,"(100, 100)",-0.00038872117432782493,0.06519767176321258,2.5809406830315906e-19,0.06397717699097516
sequences,0.5,38,10,-12.3,10.68,q1,"(100, 100)",0.0016444548460203563,0.0649695247244112,-2.628104612507179e-19,0.06404346421061549
sequences,0.5,38,10,-12.3,10.68,q2,"(100, 100)",-0.001604901236873903,0.06349304187187849,-2.628104612507179e-19,0.06404346421061549
sequences,0.5,38,10,-12.3,10.68,q3,"(100, 100)",-0.0006515181845037727,0.06408679692548677,-2.628104612507179e-19,0.06404346421061549
sequences,0.5,38,10,-12.3,10.68,q4,"(100, 100)",0.0006663910016628028,0.06357384153925769,-2.628104612507179e-19,0.06404346421061549
sequences,0.5,39,10,-12.3,10.68,q1,"(100, 100)",-0.0005338604097971549,0.06349347136480618,3.9514679295343066e-20,0.06383414253691959
sequences,0.5,39,10,-12.3,10.68,q2,"(100, 100)",0.0005363659564740441,0.0633043400189425,3.9514679295343066e-20,0.06383414253691959
sequences,0.5,39,10,-12.3,10.68,q3,"(100, 100)",0.0011958974281129236,0.06405566822503685,3.9514679295343066e-20,0.06383414253691959
sequences,0.5,39,10,-12.3,10.68,q4,"(100, 100)",-0.001196298735974707,0.06445208587622119,3.9514679295343066e-20,0.06383414253691959
sequences,0.5,40,10,-12.3,10.68,q1,"(100, 100)",0.00041699053999679446,0.06356020353227979,3.717160875952646e-20,0.0633722361777307
sequences,0.5,40,10,-12.3,10.68,q2,"(100, 100)",-0.00042310436330897665,0.06343938331018964,3.717160875952646e-20,0.0633722361777307
sequences,0.5,40,10,-12.3,10.68,q3,"(100, 100)",1.072370123866273e-05,0.06335881655773946,3.717160875952646e-20,0.0633722361777307
sequences,0.5,40,10,-12.3,10.68,q4,"(100, 100)",-1.0390933732758244e-05,0.06312340612096919,3.717160875952646e-20,0.0633722361777307
sequences,0.5,41,10,-12.3,10.68,q1,"(100, 100)",0.0005271768355239796,0.06444139984688697,0.0,0.06394599052174993
sequences,0.5,41,10,-12.3,10.68,q2,"(100, 100)",-0.0005301502947820777,0.06351307908942726,0.0,0.06394599052174993
sequences,0.5,41,10,-12.3,10.68,q3,"(100, 100)",0.0020387603819046482,0.06488559915244817,0.0,0.06394599052174993
sequences,0.5,41,10,-12.3,10.68,q4,"(100, 100)",-0.002082837905604028,0.06282651428414905,0.0,0.06394599052174993
sequences,0.5,42,10,-12.3,10.68,q1,"(100, 100)",-0.0028757352791295722,0.06414335604501088,1.9528171134205785e-19,0.06412823717232741
sequences,0.5,42,10,-12.3,10.68,q2,"(100, 100)",0.0027908743905876187,0.06402384044575088,1.9528171134205785e-19,0.06412823717232741
sequences,0.5,42,10,-12.3,10.68,q3,"(100, 100)",-0.00021805879602752502,0.0638753094744172,1.9528171134205785e-19,0.06412823717232741
sequences,0.5,42,10,-12.3,10.68,q4,"(100, 100)",0.00022113520497383244,0.06434898042519412,1.9528171134205785e-19,0.06412823717232741
sequences,0.5,43,10,-12.3,10.68,q1,"(100, 100)",-0.0010478109678242582,0.06412664598871454,6.744128134505559e-20,0.0641634619580447
sequences,0.5,43,10,-12.3,10.68,q2,"(100, 100)",0.0010309163520218925,0.06445156562603094,6.744128134505559e-20,0.0641634619580447
sequences,0.5,43,10,-12.3,10.68,q3,"(100, 100)",-0.00041312749899892405,0.06531907024425028,6.744128134505559e-20,0.0641634619580447
sequences,0.5,43,10,-12.3,10.68,q4,"(100, 100)",0.0004162168276794053,0.06269102813091564,6.744128134505559e-20,0.0641634619580447
sequences,0.5,44,10,-12.3,10.68,q1,"(100, 100)",0.0019660179662846795,0.06432847008780852,-1.3954537765524842e-20,0.0643283569364414
sequences,0.5,44,10,-12.3,10.68,q2,"(100, 100)",-0.0019114244095349555,0.06445021896190566,-1.3954537765524842e-20,0.0643283569364414
sequences,0.5,44,10,-12.3,10.68,q3,"(100, 100)",0.0002583748230457789,0.06435162991351835,-1.3954537765524842e-20,0.0643283569364414
sequences,0.5,44,10,-12.3,10.68,q4,"(100, 100)",-0.00026151086270513526,0.0641201352414806,-1.3954537765524842e-20,0.0643283569364414
sequences,0.5,45,10,-12.3,10.68,q1,"(100, 100)",-0.0012306085354270042,0.06431216816568479,-6.981363867434119e-20,0.06363511987999908
sequences,0.5,45,10,-12.3,10.68,q2,"(100, 100)",0.0012318379145832747,0.06291646135816416,-6.981363867434119e-20,0.06363511987999908
sequences,0.5,45,10,-12.3,10.68,q3,"(100, 100)",0.000528455494542059,0.06324112286404801,-6.981363867434119e-20,0.06363511987999908
sequences,0.5,45,10,-12.3,10.68,q4,"(100, 100)",-0.0005422051068615373,0.06404195640984023,-6.981363867434119e-20,0.06363511987999908
sequences,0.5,46,10,-12.3,10.68,q1,"(100, 100)",0.00031483034159276925,0.06421726087022003,-6.514847155986332e-20,0.06372316189114936
sequences,0.5,46,10,-12.3,10.68,q2,"(100, 100)",-0.0003097490877264834,0.06476731866491145,-6.514847155986332e-20,0.06372316189114936
sequences,0.5,46,10,-12.3,10.68,q3,"(100, 100)",-0.00048553088386788917,0.062182189700117275,-6.514847155986332e-20,0.06372316189114936
sequences,0.5,46,10,-12.3,10.68,q4,"(100, 100)",0.0005036189609488597,0.06368317315664218,-6.514847155986332e-20,0.06372316189114936
sequences,0.5,47,10,-12.3,10.68,q1,"(100, 100)",-0.0009426875328785995,0.06351879132325874,-1.3008974175386835e-19,0.06376205436439583
sequences,0.5,47,10,-12.3,10.68,q2,"(100, 100)",0.0009354626700807959,0.06402849621059008,-1.3008974175386835e-19,0.06376205436439583
sequences,0.5,47,10,-12.3,10.68,q3,"(100, 100)",0.0020191190351008105,0.06374614598575366,-1.3008974175386835e-19,0.06376205436439583
sequences,0.5,47,10,-12.3,10.68,q4,"(100, 100)",-0.0020292926278205003,0.06367339799488658,-1.3008974175386835e-19,0.06376205436439583
sequences,0.5,48,10,-12.3,10.68,q1,"(100, 100)",-0.0010727728286607724,0.06475790788175988,-1.533713990816735e-19,0.06418196552716328
sequences,0.5,48,10,-12.3,10.68,q2,"(100, 100)",0.0010300300836912706,0.0645303541332122,-1.533713990816735e-19,0.06418196552716328
sequences,0.5,48,10,-12.3,10.68,q3,"(100, 100)",0.0006542026254218494,0.0642637696076617,-1.533713990816735e-19,0.06418196552716328
sequences,0.5,48,10,-12.3,10.68,q4,"(100, 100)",-0.0006467585527095528,0.06314154303328726,-1.533713990816735e-19,0.06418196552716328
sequences,0.5,49,10,-12.3,10.68,q1,"(100, 100)",-0.0007640136138822417,0.06464568389886623,8.136056503743818e-20,0.06396125167785705
sequences,0.5,49,10,-12.3,10.68,q2,"(100, 100)",0.0007394822267433551,0.06435474783370397,8.136056503743818e-20,0.06396125167785705
sequences,0.5,49,10,-12.3,10.68,q3,"(100, 100)",-0.00023433176974195464,0.06328117051861279,8.136056503743818e-20,0.06396125167785705
sequences,0.5,49,10,-12.3,10.68,q4,"(100, 100)",0.0002389899821458546,0.0635605303000654,8.136056503743818e-20,0.06396125167785705
sequences,0.5,0,11,-17.0,8.65,q1,"(100, 100)",0.00026802648436551117,0.06497970713410176,-1.48761145582468e-19,0.06429709142125577
sequences,0.5,0,11,-17.0,8.65,q2,"(100, 100)",-0.0002627014548748054,0.06447555324693639,-1.48761145582468e-19,0.06429709142125577
sequences,0.5,0,11,-17.0,8.65,q3,"(100, 100)",8.204963020436329e-05,0.0642361521738098,-1.48761145582468e-19,0.06429709142125577
sequences,0.5,0,11,-17.0,8.65,q4,"(100, 100)",-8.47640961422297e-05,0.06347669032717732,-1.48761145582468e-19,0.06429709142125577
sequences,0.5,1,11,-17.0,8.65,q1,"(100, 100)",-0.00047645750467309667,0.06392863258700342,-1.533072215776641e-19,0.06374922242277913
sequences,0.5,1,11,-17.0,8.65,q2,"(100, 100)",0.00046172008926037176,0.0628568525970563,-1.533072215776641e-19,0.06374922242277913
sequences,0.5,1,11,-17.0,8.65,q3,"(100, 100)",-0.00031472567227967623,0.06411629320165824,-1.533072215776641e-19,0.06374922242277913
sequences,0.5,1,11,-17.0,8.65,q4,"(100, 100)",0.00030938956546908305,0.06410077661215965,-1.533072215776641e-19,0.06374922242277913
sequences,0.5,2,11,-17.0,8.65,q1,"(100, 100)",1.5666812626116827e-05,0.06392606052215169,1.7422733270607369e-19,0.06317615173161799
sequences,0.5,2,11,-17.0,8.65,q2,"(100, 100)",-1.6135291724115764e-05,0.06347850741866545,1.7422733270607369e-19,0.06317615173161799
sequences,0.5,2,11,-17.0,8.65,q3,"(100, 100)",-9.513907737154373e-05,0.06225987712966163,1.7422733270607369e-19,0.06317615173161799
sequences,0.5,2,11,-17.0,8.65,q4,"(100, 100)",9.359461182979795e-05,0.06306230495727193,1.7422733270607369e-19,0.06317615173161799
sequences,0.5,3,11,-17.0,8.65,q1,"(100, 100)",0.000278330842027431,0.06350532571302749,-9.065132308931644e-20,0.06446143997028712
sequences,0.5,3,11,-17.0,8.65,q2,"(100, 100)",-0.0002800036150346077,0.06571656794908486,-9.065132308931644e-20,0.06446143997028712
sequences,0.5,3,11,-17.0,8.65,q3,"(100, 100)",-0.0006925351152806807,0.06440125406833451,-9.065132308931644e-20,0.06446143997028712
sequences,0.5,3,11,-17.0,8.65,q4,"(100, 100)",0.0006857979403920067,0.06419783500330074,-9.065132308931644e-20,0.06446143997028712
sequences,0.5,4,11,-17.0,8.65,q1,"(100, 100)",0.00022699080434671398,0.06377857172622016,5.583218630249719e-20,0.06391955252693193
sequences,0.5,4,11,-17.0,8.65,q2,"(100, 100)",-0.00022745326438952592,0.06287348028066385,5.583218630249719e-20,0.06391955252693193
sequences,0.5,4,11,-17.0,8.65,q3,"(100, 100)",0.0009347077410647685,0.06319817487819025,5.583218630249719e-20,0.06391955252693193
sequences,0.5,4,11,-17.0,8.65,q4,"(100, 100)",-0.0009614136765237616,0.06578190275152206,5.583218630249719e-20,0.06391955252693193
sequences,0.5,5,11,-17.0,8.65,q1,"(100, 100)",-0.0014792942623386548,0.06398495401533878,-4.649954031768959e-21,0.06390489170463688
sequences,0.5,5,11,-17.0,8.65,q2,"(100, 100)",0.0014708439926949192,0.06429875183503003,-4.649954031768959e-21,0.06390489170463688
sequences,0.5,5,11,-17.0,8.65,q3,"(100, 100)",-0.0007344676001070824,0.06376126434510242,-4.649954031768959e-21,0.06390489170463688
sequences,0.5,5,11,-17.0,8.65,q4,"(100, 100)",0.000749547547467074,0.0635319769640954,-4.649954031768959e-21,0.06390489170463688
sequences,0.5,6,11,-17.0,8.65,q1,"(100, 100)",8.961834214743237e-05,0.06538621402691855,-1.1144020322460793e-19,0.06492081937511224
sequences,0.5,6,11,-17.0,8.65,q2,"(100, 100)",-8.708058204711018e-05,0.06470800317220926,-1.1144020322460793e-19,0.06492081937511224
sequences,0.5,6,11,-17.0,8.65,q3,"(100, 100)",0.0010810920531772242,0.06552141407385435,-1.1144020322460793e-19,0.06492081937511224
sequences,0.5,6,11,-17.0,8.65,q4,"(100, 100)",-0.0010814544708953528,0.0640474989626066,-1.1144020322460793e-19,0.06492081937511224
sequences,0.5,7,11,-17.0,8.65,q1,"(100, 100)",-0.000534019675026869,0.06347885824417157,-5.579477466915939e-20,0.0631906677358236
sequences,0.5,7,11,-17.0,8.65,q2,"(100, 100)",0.0005217970772813866,0.06223158102325955,-5.579477466915939e-20,0.0631906677358236
sequences,0.5,7,11,-17.0,8.65,q3,"(100, 100)",-0.0001272707532335969,0.062317001542924605,-5.579477466915939e-20,0.0631906677358236
sequences,0.5,7,11,-17.0,8.65,q4,"(100, 100)",0.00012440747251200643,0.06466570235399205,-5.579477466915939e-20,0.0631906677358236
sequences,0.5,8,11,-17.0,8.65,q1,"(100, 100)",-0.0010571770483334567,0.06400065807810676,-1.393585386558774e-20,0.06348448152838233
sequences,0.5,8,11,-17.0,8.65,q2,"(100, 100)",0.0010466333942609819,0.06420240489049901,-1.393585386558774e-20,0.06348448152838233
sequences,0.5,8,11,-17.0,8.65,q3,"(100, 100)",0.00013381383454325502,0.06303722169006122,-1.393585386558774e-20,0.06348448152838233
sequences,0.5,8,11,-17.0,8.65,q4,"(100, 100)",-0.0001380069111025116,0.06265527612518498,-1.393585386558774e-20,0.06348448152838233
sequences,0.5,9,11,-17.0,8.65,q1,"(100, 100)",-8.719804270726337e-05,0.06441540112477198,-2.0916032867843944e-20,0.06392697900503061
sequences,0.5,9,11,-17.0,8.65,q2,"(100, 100)",8.574425740037324e-05,0.06330322170605722,-2.0916032867843944e-20,0.06392697900503061
sequences,0.5,9,11,-17.0,8.65,q3,"(100, 100)",0.00011516934819042678,0.06400584752628716,-2.0916032867843944e-20,0.06392697900503061
sequences,0.5,9,11,-17.0,8.65,q4,"(100, 100)",-0.00011482407033109483,0.0639864102867267,-2.0916032867843944e-20,0.06392697900503061
sequences,0.5,10,11,-17.0,8.65,q1,"(100, 100)",-0.0001802786258117711,0.06468618022087443,-3.1159912303068654e-19,0.0645960659172448
sequences,0.5,10,11,-17.0,8.65,q2,"(100, 100)",0.00017537227091081985,0.06435277827027233,-3.1159912303068654e-19,0.0645960659172448
sequences,0.5,10,11,-17.0,8.65,q3,"(100, 100)",0.000862280536698209,0.06450929806224014,-3.1159912303068654e-19,0.0645960659172448
sequences,0.5,10,11,-17.0,8.65,q4,"(100, 100)",-0.000858260580816166,0.06482567180676625,-3.1159912303068654e-19,0.0645960659172448
sequences,0.5,11,11,-17.0,8.65,q1,"(100, 100)",-0.0003277234950269612,0.06444527528844587,2.3263410959373827e-19,0.06447369232242382
sequences,0.5,11,11,-17.0,8.65,q2,"(100, 100)",0.0003205943748319122,0.0636435195398069,2.3263410959373827e-19,0.06447369232242382
sequences,0.5,11,11,-17.0,8.65,q3,"(100, 100)",0.00031451883909294157,0.06469825099716633,2.3263410959373827e-19,0.06447369232242382
sequences,0.5,11,11,-17.0,8.65,q4,"(100, 100)",-0.00031462495206159634,0.0651150486295442,2.3263410959373827e-19,0.06447369232242382
sequences,0.5,12,11,-17.0,8.65,q1,"(100, 100)",-0.001250920040204732,0.0632293331173924,3.0441898908635196e-19,0.0636392464754722
sequences,0.5,12,11,-17.0,8.65,q2,"(100, 100)",0.0012273878810325645,0.06385442346296971,3.0441898908635196e-19,0.0636392464754722
sequences,0.5,12,11,-17.0,8.65,q3,"(100, 100)",-0.00021054680432107026,0.06464245252844665,3.0441898908635196e-19,0.0636392464754722
sequences,0.5,12,11,-17.0,8.65,q4,"(100, 100)",0.00021738975553916884,0.06275578555545495,3.0441898908635196e-19,0.0636392464754722
sequences,0.5,13,11,-17.0,8.65,q1,"(100, 100)",-0.00012096398193517068,0.06460024869747898,-1.8606050354033126e-20,0.06448184900276208
sequences,0.5,13,11,-17.0,8.65,q2,"(100, 100)",0.00012120688149728951,0.06477918761264512,-1.8606050354033126e-20,0.06448184900276208
sequences,0.5,13,11,-17.0,8.65,q3,"(100, 100)",0.000951090968166865,0.06389465783833871,-1.8606050354033126e-20,0.06448184900276208
sequences,0.5,13,11,-17.0,8.65,q4,"(100, 100)",-0.0009711139359177458,0.064640914855564,-1.8606050354033126e-20,0.06448184900276208
sequences,0.5,14,11,-17.0,8.65,q1,"(100, 100)",-0.0002326579759509356,0.06553933620430687,-3.7221457534998124e-20,0.06494351450229462
sequences,0.5,14,11,-17.0,8.65,q2,"(100, 100)",0.00023029196263618087,0.06447542474265448,-3.7221457534998124e-20,0.06494351450229462
sequences,0.5,14,11,-17.0,8.65,q3,"(100, 100)",0.0020949119285014702,0.06562160801288734,-3.7221457534998124e-20,0.06494351450229462
sequences,0.5,14,11,-17.0,8.65,q4,"(100, 100)",-0.0020969867834983356,0.06406399678574604,-3.7221457534998124e-20,0.06494351450229462
sequences,0.5,15,11,-17.0,8.65,q1,"(100, 100)",0.00012730910307748484,0.06510094144053681,3.717783255337485e-20,0.06403075731668781
sequences,0.5,15,11,-17.0,8.65,q2,"(100, 100)",-0.00012128263665961557,0.06358580209351367,3.717783255337485e-20,0.06403075731668781
sequences,0.5,15,11,-17.0,8.65,q3,"(100, 100)",-0.0005868231584868024,0.06382549120882723,3.717783255337485e-20,0.06403075731668781
sequences,0.5,15,11,-17.0,8.65,q4,"(100, 100)",0.0006105513120239851,0.06363248851147975,3.717783255337485e-20,0.06403075731668781
sequences,0.5,16,11,-17.0,8.65,q1,"(100, 100)",-0.0002379324844938992,0.0631743326359893,6.505031532917131e-20,0.06397380108945777
sequences,0.5,16,11,-17.0,8.65,q2,"(100, 100)",0.00023825185695630733,0.06413751820436588,6.505031532917131e-20,0.06397380108945777
sequences,0.5,16,11,-17.0,8.65,q3,"(100, 100)",0.0003986871940900452,0.06375508858701816,6.505031532917131e-20,0.06397380108945777
sequences,0.5,16,11,-17.0,8.65,q4,"(100, 100)",-0.0004123789338394823,0.06483037933243434,6.505031532917131e-20,0.06397380108945777
sequences,0.5,17,11,-17.0,8.65,q1,"(100, 100)",0.0008303581760443677,0.06330068224817775,-5.581347421659773e-20,0.06398826979192392
sequences,0.5,17,11,-17.0,8.65,q2,"(100, 100)",-0.0008148167128563708,0.06338913593585391,-5.581347421659773e-20,0.06398826979192392
sequences,0.5,17,11,-17.0,8.65,q3,"(100, 100)",-0.0006517532827812367,0.06544153475722318,-5.581347421659773e-20,0.06398826979192392
sequences,0.5,17,11,-17.0,8.65,q4,"(100, 100)",0.000655452717107541,0.06375874100973329,-5.581347421659773e-20,0.06398826979192392
sequences,0.5,18,11,-17.0,8.65,q1,"(100, 100)",-2.2969197043872382e-05,0.0628748008686685,4.6503435730298927e-20,0.06367309933058396
sequences,0.5,18,11,-17.0,8.65,q2,"(100, 100)",2.3862269507379886e-05,0.06354308241897273,4.6503435730298927e-20,0.06367309933058396
sequences,0.5,18,11,-17.0,8.65,q3,"(100, 100)",0.00019975703762578937,0.06458666801913898,4.6503435730298927e-20,0.06367309933058396
sequences,0.5,18,11,-17.0,8.65,q4,"(100, 100)",-0.00020887742417032446,0.06367053248176627,4.6503435730298927e-20,0.06367309933058396
sequences,0.5,19,11,-17.0,8.65,q1,"(100, 100)",-0.0008673819924184799,0.06314740186240055,-1.1851426292674772e-19,0.06291874145714116
sequences,0.5,19,11,-17.0,8.65,q2,"(100, 100)",0.000874072061441157,0.06190355987049441,-1.1851426292674772e-19,0.06291874145714116
sequences,0.5,19,11,-17.0,8.65,q3,"(100, 100)",-0.0019605634282994495,0.06370473292286334,-1.1851426292674772e-19,0.06291874145714116
sequences,0.5,19,11,-17.0,8.65,q4,"(100, 100)",0.0019092431795136124,0.06284472488057906,-1.1851426292674772e-19,0.06291874145714116
sequences,0.5,20,11,-17.0,8.65,q1,"(100, 100)",-0.0007241786134749353,0.06435718871826873,1.3013330831172297e-19,0.06456363355524752
sequences,0.5,20,11,-17.0,8.65,q2,"(100, 100)",0.0007275888053984638,0.06421140414827894,1.3013330831172297e-19,0.06456363355524752
sequences,0.5,20,11,-17.0,8.65,q3,"(100, 100)",-0.0009502025187518476,0.06462691766039885,1.3013330831172297e-19,0.06456363355524752
sequences,0.5,20,11,-17.0,8.65,q4,"(100, 100)",0.0009779127312349472,0.06503678744284418,1.3013330831172297e-19,0.06456363355524752
sequences,0.5,21,11,-17.0,8.65,q1,"(100, 100)",-0.0016571569720604457,0.0644525711819749,2.2081732547397597e-19,0.06381772916080233
sequences,0.5,21,11,-17.0,8.65,q2,"(100, 100)",0.0015709652944164766,0.06412359587894306,2.2081732547397597e-19,0.06381772916080233
sequences,0.5,21,11,-17.0,8.65,q3,"(100, 100)",0.0016064913944942043,0.06440862735467556,2.2081732547397597e-19,0.06381772916080233
sequences,0.5,21,11,-17.0,8.65,q4,"(100, 100)",-0.0016248451268237746,0.06217807721413415,2.2081732547397597e-19,0.06381772916080233
sequences,0.5,22,11,-17.0,8.65,q1,"(100, 100)",0.0003018718559968722,0.06399451108995775,-1.3954537765524844e-19,0.06393892116243567
sequences,0.5,22,11,-17.0,8.65,q2,"(100, 100)",-0.0003062541955673877,0.06451300961775508,-1.3954537765524844e-19,0.06393892116243567
