dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all,mean_all_filtered,std_all_filtered
oscillations,0.5,43,1,-8.5,14.44,q3,"(100, 100)",0.0030880484587196247,0.2569916132070292,0.00048174777080857325,0.25342345596601695,0.001614165759117351,0.46388376461451813
oscillations,0.5,43,1,-8.5,14.44,q4,"(100, 100)",-0.0021411833781963146,0.26502796557356423,0.00048174777080857325,0.25342345596601695,0.001614165759117351,0.46388376461451813
oscillations,0.5,44,1,-8.5,14.44,q1,"(100, 100)",-0.00035155353646658334,0.2603770069000241,8.444799264563714e-05,0.2679506450421179,0.00028288415591872434,0.4904157424457961
oscillations,0.5,44,1,-8.5,14.44,q2,"(100, 100)",0.0006972626166099641,0.2619808984612307,8.444799264563714e-05,0.2679506450421179,0.00028288415591872434,0.4904157424457961
oscillations,0.5,44,1,-8.5,14.44,q3,"(100, 100)",-0.00015862776499114286,0.2752060534359646,8.444799264563714e-05,0.2679506450421179,0.00028288415591872434,0.4904157424457961
oscillations,0.5,44,1,-8.5,14.44,q4,"(100, 100)",0.00015071065543031153,0.2738996437926111,8.444799264563714e-05,0.2679506450421179,0.00028288415591872434,0.4904157424457961
oscillations,0.5,45,1,-8.5,14.44,q1,"(100, 100)",0.0001099503505258042,0.23904350064057395,1.597021835077046e-05,0.24669282466648734,5.349260877833087e-05,0.451489835976682
oscillations,0.5,45,1,-8.5,14.44,q2,"(100, 100)",-1.9855064628251195e-05,0.25040331564669643,1.597021835077046e-05,0.24669282466648734,5.349260877833087e-05,0.451489835976682
oscillations,0.5,45,1,-8.5,14.44,q3,"(100, 100)",0.00029402133332672077,0.2324551876761191,1.597021835077046e-05,0.24669282466648734,5.349260877833087e-05,0.451489835976682
oscillations,0.5,45,1,-8.5,14.44,q4,"(100, 100)",-0.00032023574582119293,0.26372365942826054,1.597021835077046e-05,0.24669282466648734,5.349260877833087e-05,0.451489835976682
oscillations,0.5,46,1,-8.5,14.44,q1,"(100, 100)",0.004877750176821741,0.23030208729152127,0.0008581161380012509,0.25292775368816495,0.0028742794774786495,0.46289455953688274
oscillations,0.5,46,1,-8.5,14.44,q2,"(100, 100)",-0.002575661959981875,0.2528987503440636,0.0008581161380012509,0.25292775368816495,0.0028742794774786495,0.46289455953688274
oscillations,0.5,46,1,-8.5,14.44,q3,"(100, 100)",0.0027177481782554402,0.2594398979627937,0.0008581161380012509,0.25292775368816495,0.0028742794774786495,0.46289455953688274
oscillations,0.5,46,1,-8.5,14.44,q4,"(100, 100)",-0.001587371843090303,0.26748180764114743,0.0008581161380012509,0.25292775368816495,0.0028742794774786495,0.46289455953688274
oscillations,0.5,47,1,-8.5,14.44,q1,"(100, 100)",0.001145229051901281,0.2579484775988096,0.00029169452314465374,0.2643832172251855,0.0009779382219249147,0.48408857624391133
oscillations,0.5,47,1,-8.5,14.44,q2,"(100, 100)",-0.00017353965922461682,0.2597277243502714,0.00029169452314465374,0.2643832172251855,0.0009779382219249147,0.48408857624391133
oscillations,0.5,47,1,-8.5,14.44,q3,"(100, 100)",0.001485762939715256,0.27479211399990267,0.00029169452314465374,0.2643832172251855,0.0009779382219249147,0.48408857624391133
oscillations,0.5,47,1,-8.5,14.44,q4,"(100, 100)",-0.001290674239813304,0.2647309081667403,0.00029169452314465374,0.2643832172251855,0.0009779382219249147,0.48408857624391133
oscillations,0.5,48,1,-8.5,14.44,q1,"(100, 100)",-0.00032573610057492244,0.23094368224023307,-0.0004975030262334512,0.2504832907641307,-0.0016672353426054002,0.45854011626691393
oscillations,0.5,48,1,-8.5,14.44,q2,"(100, 100)",-0.0007570324229906935,0.25092055315694706,-0.0004975030262334512,0.2504832907641307,-0.0016672353426054002,0.45854011626691393
oscillations,0.5,48,1,-8.5,14.44,q3,"(100, 100)",-0.002968474280717564,0.2649293146785,-0.0004975030262334512,0.2504832907641307,-0.0016672353426054002,0.45854011626691393
oscillations,0.5,48,1,-8.5,14.44,q4,"(100, 100)",0.002061230699349374,0.25391163028152725,-0.0004975030262334512,0.2504832907641307,-0.0016672353426054002,0.45854011626691393
oscillations,0.5,49,1,-8.5,14.44,q1,"(100, 100)",-0.001804317134200887,0.23237132091597992,-0.0001009402374503755,0.2508748458859177,-0.00033818657324859744,0.45920124371376136
oscillations,0.5,49,1,-8.5,14.44,q2,"(100, 100)",0.002022113268523575,0.2486817822305522,-0.0001009402374503755,0.2508748458859177,-0.00033818657324859744,0.45920124371376136
oscillations,0.5,49,1,-8.5,14.44,q3,"(100, 100)",-0.002403672418208001,0.2579120559975801,-0.0001009402374503755,0.2508748458859177,-0.00033818657324859744,0.45920124371376136
oscillations,0.5,49,1,-8.5,14.44,q4,"(100, 100)",0.001782115334083812,0.263398571833274,-0.0001009402374503755,0.2508748458859177,-0.00033818657324859744,0.45920124371376136
oscillations,0.5,0,2,-12.3,10.68,q1,"(100, 100)",0.0004891473364408773,0.26220749121555464,0.000506989655086942,0.27227669433134377,0.0016984578059864052,0.49835237482534467
oscillations,0.5,0,2,-12.3,10.68,q2,"(100, 100)",0.00015384305689794856,0.25924050617460953,0.000506989655086942,0.27227669433134377,0.0016984578059864052,0.49835237482534467
oscillations,0.5,0,2,-12.3,10.68,q3,"(100, 100)",0.004329746032350556,0.28793272350947385,0.000506989655086942,0.27227669433134377,0.0016984578059864052,0.49835237482534467
oscillations,0.5,0,2,-12.3,10.68,q4,"(100, 100)",-0.0029447778053416146,0.2786540474305391,0.000506989655086942,0.27227669433134377,0.0016984578059864052,0.49835237482534467
oscillations,0.5,1,2,-12.3,10.68,q1,"(100, 100)",0.004538519618872809,0.24890151093218074,0.00017397682106375835,0.2736917677506394,0.0005827393102118851,0.5009022595143423
oscillations,0.5,1,2,-12.3,10.68,q2,"(100, 100)",-0.002648928756680337,0.2830355382018154,0.00017397682106375835,0.2736917677506394,0.0005827393102118851,0.5009022595143423
oscillations,0.5,1,2,-12.3,10.68,q3,"(100, 100)",-0.005185324372520734,0.2741543677490009,0.00017397682106375835,0.2736917677506394,0.0005827393102118851,0.5009022595143423
oscillations,0.5,1,2,-12.3,10.68,q4,"(100, 100)",0.003991640794583294,0.2869437660157101,0.00017397682106375835,0.2736917677506394,0.0005827393102118851,0.5009022595143423
oscillations,0.5,2,2,-12.3,10.68,q1,"(100, 100)",0.001599142421060918,0.25373627352456724,1.1619982280358254e-05,0.2704057616346633,3.893117440441589e-05,0.4949507192132113
oscillations,0.5,2,2,-12.3,10.68,q2,"(100, 100)",-0.0007080102992745756,0.2721773931420864,1.1619982280358254e-05,0.2704057616346633,3.893117440441589e-05,0.4949507192132113
oscillations,0.5,2,2,-12.3,10.68,q3,"(100, 100)",-0.0006258167318246088,0.27997167341964935,1.1619982280358254e-05,0.2704057616346633,3.893117440441589e-05,0.4949507192132113
oscillations,0.5,2,2,-12.3,10.68,q4,"(100, 100)",-0.00021883546084030048,0.27500334254918296,1.1619982280358254e-05,0.2704057616346633,3.893117440441589e-05,0.4949507192132113
oscillations,0.5,3,2,-12.3,10.68,q1,"(100, 100)",-0.0012013159698939842,0.2468841776846482,-0.0003720763446045846,0.2707213186506294,-0.0012460694728887625,0.4954234868055045
oscillations,0.5,3,2,-12.3,10.68,q2,"(100, 100)",0.001075854413910017,0.2741502864042521,-0.0003720763446045846,0.2707213186506294,-0.0012460694728887625,0.4954234868055045
oscillations,0.5,3,2,-12.3,10.68,q3,"(100, 100)",-0.0012556845829583849,0.2762970190250796,-0.0003720763446045846,0.2707213186506294,-0.0012460694728887625,0.4954234868055045
oscillations,0.5,3,2,-12.3,10.68,q4,"(100, 100)",-0.00010715923947598682,0.28408849845182005,-0.0003720763446045846,0.2707213186506294,-0.0012460694728887625,0.4954234868055045
oscillations,0.5,4,2,-12.3,10.68,q1,"(100, 100)",0.0013614694042623904,0.2704031057061436,0.0001793241559028493,0.27500866612010894,0.0006015066026091383,0.5036710208258884
oscillations,0.5,4,2,-12.3,10.68,q2,"(100, 100)",-0.0010338471245614788,0.26187794049005364,0.0001793241559028493,0.27500866612010894,0.0006015066026091383,0.5036710208258884
oscillations,0.5,4,2,-12.3,10.68,q3,"(100, 100)",-0.00243605571436238,0.2876232997464693,0.0001793241559028493,0.27500866612010894,0.0006015066026091383,0.5036710208258884
oscillations,0.5,4,2,-12.3,10.68,q4,"(100, 100)",0.0028257300582728655,0.27942314683781844,0.0001793241559028493,0.27500866612010894,0.0006015066026091383,0.5036710208258884
oscillations,0.5,5,2,-12.3,10.68,q1,"(100, 100)",0.003314345341422295,0.26720332007430986,-5.652193145173241e-05,0.27589045035777493,-0.00018936906424904185,0.504989869905386
oscillations,0.5,5,2,-12.3,10.68,q2,"(100, 100)",-0.0025196073053382582,0.2687949917501146,-5.652193145173241e-05,0.27589045035777493,-0.00018936906424904185,0.504989869905386
oscillations,0.5,5,2,-12.3,10.68,q3,"(100, 100)",-0.0016572368696738842,0.2839400686152104,-5.652193145173241e-05,0.27589045035777493,-0.00018936906424904185,0.504989869905386
oscillations,0.5,5,2,-12.3,10.68,q4,"(100, 100)",0.0006364111077829175,0.2831454855729368,-5.652193145173241e-05,0.27589045035777493,-0.00018936906424904185,0.504989869905386
oscillations,0.5,6,2,-12.3,10.68,q1,"(100, 100)",0.0009159213793617617,0.2533513803953872,0.0002008963288475714,0.2689346609057906,0.0006735836675526299,0.4924433390389472
oscillations,0.5,6,2,-12.3,10.68,q2,"(100, 100)",0.00032184587615152657,0.26371132711978607,0.0002008963288475714,0.2689346609057906,0.0006735836675526299,0.4924433390389472
oscillations,0.5,6,2,-12.3,10.68,q3,"(100, 100)",-0.002478400260483659,0.2775475307185648,0.0002008963288475714,0.2689346609057906,0.0006735836675526299,0.4924433390389472
oscillations,0.5,6,2,-12.3,10.68,q4,"(100, 100)",0.0020442183203606577,0.2802304180183815,0.0002008963288475714,0.2689346609057906,0.0006735836675526299,0.4924433390389472
oscillations,0.5,7,2,-12.3,10.68,q1,"(100, 100)",0.0034917008350286096,0.27148528164738767,0.000319138254671312,0.27356475798904956,0.001069946373887559,0.5008999936390233
oscillations,0.5,7,2,-12.3,10.68,q2,"(100, 100)",-0.0017462428836580173,0.2671811183536092,0.000319138254671312,0.27356475798904956,0.001069946373887559,0.5008999936390233
oscillations,0.5,7,2,-12.3,10.68,q3,"(100, 100)",-0.0013301275500766404,0.2746804003123341,0.000319138254671312,0.27356475798904956,0.001069946373887559,0.5008999936390233
oscillations,0.5,7,2,-12.3,10.68,q4,"(100, 100)",0.0008612226173912955,0.28070274650796406,0.000319138254671312,0.27356475798904956,0.001069946373887559,0.5008999936390233
oscillations,0.5,8,2,-12.3,10.68,q1,"(100, 100)",-0.0007043499626598228,0.2539803404194043,0.00012657697247434982,0.27042175859004974,0.00042432776558615416,0.49512504416037634
oscillations,0.5,8,2,-12.3,10.68,q2,"(100, 100)",0.0004203980868487641,0.26834940867541174,0.00012657697247434982,0.27042175859004974,0.00042432776558615416,0.49512504416037634
oscillations,0.5,8,2,-12.3,10.68,q3,"(100, 100)",0.0012787670193913027,0.27105659033929297,0.00012657697247434982,0.27042175859004974,0.00042432776558615416,0.49512504416037634
oscillations,0.5,8,2,-12.3,10.68,q4,"(100, 100)",-0.0004885072536828446,0.28726317865756723,0.00012657697247434982,0.27042175859004974,0.00042432776558615416,0.49512504416037634
oscillations,0.5,9,2,-12.3,10.68,q1,"(100, 100)",0.0010145894996993982,0.2489499376627668,-0.00031421457672162846,0.2759346422663575,-0.0010521164464142921,0.5049220149976913
oscillations,0.5,9,2,-12.3,10.68,q2,"(100, 100)",-0.00013646228817430553,0.2793056076454471,-0.00031421457672162846,0.2759346422663575,-0.0010521164464142921,0.5049220149976913
oscillations,0.5,9,2,-12.3,10.68,q3,"(100, 100)",-0.0055838991219542234,0.27540911231630183,-0.00031421457672162846,0.2759346422663575,-0.0010521164464142921,0.5049220149976913
oscillations,0.5,9,2,-12.3,10.68,q4,"(100, 100)",0.003448913603542617,0.29778869373139827,-0.00031421457672162846,0.2759346422663575,-0.0010521164464142921,0.5049220149976913
oscillations,0.5,10,2,-12.3,10.68,q1,"(100, 100)",0.0006487978605514888,0.24744555804906204,0.00040515931606812847,0.2703524411933736,0.0013581138559226617,0.49497620745095966
oscillations,0.5,10,2,-12.3,10.68,q2,"(100, 100)",-0.0002313288406083016,0.2768200828034715,0.00040515931606812847,0.2703524411933736,0.0013581138559226617,0.49497620745095966
oscillations,0.5,10,2,-12.3,10.68,q3,"(100, 100)",0.0038165026073877107,0.2770625298674932,0.00040515931606812847,0.2703524411933736,0.0013581138559226617,0.49497620745095966
oscillations,0.5,10,2,-12.3,10.68,q4,"(100, 100)",-0.0026133343630583843,0.27877992914609523,0.00040515931606812847,0.2703524411933736,0.0013581138559226617,0.49497620745095966
oscillations,0.5,11,2,-12.3,10.68,q1,"(100, 100)",0.003282090744211672,0.2559137369210857,0.0004132934454245624,0.27321317623049446,0.0013843357743244418,0.5000252492051354
oscillations,0.5,11,2,-12.3,10.68,q2,"(100, 100)",-0.0022427748232312387,0.2676582847501102,0.0004132934454245624,0.27321317623049446,0.0013843357743244418,0.5000252492051354
oscillations,0.5,11,2,-12.3,10.68,q3,"(100, 100)",0.0014941676947433375,0.2752659356881247,0.0004132934454245624,0.27321317623049446,0.0013843357743244418,0.5000252492051354
oscillations,0.5,11,2,-12.3,10.68,q4,"(100, 100)",-0.0008803098340255202,0.2926764404220121,0.0004132934454245624,0.27321317623049446,0.0013843357743244418,0.5000252492051354
oscillations,0.5,12,2,-12.3,10.68,q1,"(100, 100)",0.000630230450623003,0.24539996172852274,-0.00031147796532196304,0.26931208531737055,-0.001043040486636963,0.4928242607371833
oscillations,0.5,12,2,-12.3,10.68,q2,"(100, 100)",-0.0005230475999493232,0.2821010552854596,-0.00031147796532196304,0.26931208531737055,-0.001043040486636963,0.4928242607371833
oscillations,0.5,12,2,-12.3,10.68,q3,"(100, 100)",-0.002109841390303279,0.26282075005055344,-0.00031147796532196304,0.26931208531737055,-0.001043040486636963,0.4928242607371833
oscillations,0.5,12,2,-12.3,10.68,q4,"(100, 100)",0.0007567466783417472,0.28501543315046685,-0.00031147796532196304,0.26931208531737055,-0.001043040486636963,0.4928242607371833
oscillations,0.5,13,2,-12.3,10.68,q1,"(100, 100)",-0.0005407107532520331,0.2599138176465652,-4.995506242890642e-05,0.2787708227119152,-0.00016736766036990128,0.5102621092662656
oscillations,0.5,13,2,-12.3,10.68,q2,"(100, 100)",-0.00048826996896581855,0.2851614554767911,-4.995506242890642e-05,0.2787708227119152,-0.00016736766036990128,0.5102621092662656
oscillations,0.5,13,2,-12.3,10.68,q3,"(100, 100)",0.0005643949777795372,0.28637085278392255,-4.995506242890642e-05,0.2787708227119152,-0.00016736766036990128,0.5102621092662656
oscillations,0.5,13,2,-12.3,10.68,q4,"(100, 100)",0.00026476549472268863,0.28279190817341476,-4.995506242890642e-05,0.2787708227119152,-0.00016736766036990128,0.5102621092662656
oscillations,0.5,14,2,-12.3,10.68,q1,"(100, 100)",0.002706648704856296,0.25948844033924395,0.0005414790739295507,0.276055996976364,0.0018153686159736843,0.5054600004214967
oscillations,0.5,14,2,-12.3,10.68,q2,"(100, 100)",-0.0010495785058138465,0.2826065699027773,0.0005414790739295507,0.276055996976364,0.0018153686159736843,0.5054600004214967
oscillations,0.5,14,2,-12.3,10.68,q3,"(100, 100)",-0.0006713856948065909,0.2711080966045617,0.0005414790739295507,0.276055996976364,0.0018153686159736843,0.5054600004214967
oscillations,0.5,14,2,-12.3,10.68,q4,"(100, 100)",0.001180231791482346,0.2900314316246913,0.0005414790739295507,0.276055996976364,0.0018153686159736843,0.5054600004214967
oscillations,0.5,15,2,-12.3,10.68,q1,"(100, 100)",0.0019069869500302893,0.2512039001571651,-7.899309368836011e-05,0.2693300204621839,-0.0002647665281996319,0.49308489541383843
oscillations,0.5,15,2,-12.3,10.68,q2,"(100, 100)",-0.001472020022293074,0.26462254624568377,-7.899309368836011e-05,0.2693300204621839,-0.0002647665281996319,0.49308489541383843
oscillations,0.5,15,2,-12.3,10.68,q3,"(100, 100)",-0.0005867158672628277,0.2720123710645471,-7.899309368836011e-05,0.2693300204621839,-0.0002647665281996319,0.49308489541383843
oscillations,0.5,15,2,-12.3,10.68,q4,"(100, 100)",-0.0001642234352278284,0.2881479976563796,-7.899309368836011e-05,0.2693300204621839,-0.0002647665281996319,0.49308489541383843
oscillations,0.5,16,2,-12.3,10.68,q1,"(100, 100)",0.0026780283616672884,0.2677394761846003,0.0001645520224443966,0.2734030645267105,0.0005508017487678536,0.5002063913253756
oscillations,0.5,16,2,-12.3,10.68,q2,"(100, 100)",-0.001355158844935759,0.2688670423063641,0.0001645520224443966,0.2734030645267105,0.0005508017487678536,0.5002063913253756
oscillations,0.5,16,2,-12.3,10.68,q3,"(100, 100)",-0.0008451261529056904,0.2799601595289715,0.0001645520224443966,0.2734030645267105,0.0005508017487678536,0.5002063913253756
oscillations,0.5,16,2,-12.3,10.68,q4,"(100, 100)",0.0001804647259517462,0.2768315218920396,0.0001645520224443966,0.2734030645267105,0.0005508017487678536,0.5002063913253756
oscillations,0.5,17,2,-12.3,10.68,q1,"(100, 100)",0.001598566512534261,0.2641514756404093,0.00016593309564730304,0.26867436857543786,0.0005554710708755648,0.49157553161187584
oscillations,0.5,17,2,-12.3,10.68,q2,"(100, 100)",-3.379755938808522e-05,0.2655193455512343,0.00016593309564730304,0.26867436857543786,0.0005554710708755648,0.49157553161187584
oscillations,0.5,17,2,-12.3,10.68,q3,"(100, 100)",-0.002186496722600071,0.268313700096816,0.00016593309564730304,0.26867436857543786,0.0005554710708755648,0.49157553161187584
oscillations,0.5,17,2,-12.3,10.68,q4,"(100, 100)",0.0012854601520431068,0.276524897821722,0.00016593309564730304,0.26867436857543786,0.0005554710708755648,0.49157553161187584
oscillations,0.5,18,2,-12.3,10.68,q1,"(100, 100)",0.003950236426090917,0.2543426998261303,0.0004867773316379015,0.27355125308270406,0.0016306082627515334,0.5006644317308739
oscillations,0.5,18,2,-12.3,10.68,q2,"(100, 100)",-0.0022864876256908067,0.279974926696414,0.0004867773316379015,0.27355125308270406,0.0016306082627515334,0.5006644317308739
oscillations,0.5,18,2,-12.3,10.68,q3,"(100, 100)",0.0004806867581180881,0.2632113968380837,0.0004867773316379015,0.27355125308270406,0.0016306082627515334,0.5006644317308739
oscillations,0.5,18,2,-12.3,10.68,q4,"(100, 100)",-0.00019732623196659223,0.2948636798781845,0.0004867773316379015,0.27355125308270406,0.0016306082627515334,0.5006644317308739
oscillations,0.5,19,2,-12.3,10.68,q1,"(100, 100)",0.0035133515422416644,0.24080925375530582,0.00048712022548434497,0.26580581525489716,0.0016325772115101632,0.48661057998139434
oscillations,0.5,19,2,-12.3,10.68,q2,"(100, 100)",-0.0013053133582396753,0.2747475339620738,0.00048712022548434497,0.26580581525489716,0.0016325772115101632,0.48661057998139434
oscillations,0.5,19,2,-12.3,10.68,q3,"(100, 100)",-0.0013676585654932806,0.26773649425223806,0.00048712022548434497,0.26580581525489716,0.0016325772115101632,0.48661057998139434
oscillations,0.5,19,2,-12.3,10.68,q4,"(100, 100)",0.0011081012834286714,0.2782743152186397,0.00048712022548434497,0.26580581525489716,0.0016325772115101632,0.48661057998139434
oscillations,0.5,20,2,-12.3,10.68,q1,"(100, 100)",-0.0012594005106696012,0.26222776827843935,5.272340886591127e-05,0.2728410482397133,0.00017658346769123693,0.4993246081486891
oscillations,0.5,20,2,-12.3,10.68,q2,"(100, 100)",0.0007811353578704047,0.27920615678544775,5.272340886591127e-05,0.2728410482397133,0.00017658346769123693,0.4993246081486891
oscillations,0.5,20,2,-12.3,10.68,q3,"(100, 100)",-0.0020569472317728595,0.2752503247401876,5.272340886591127e-05,0.2728410482397133,0.00017658346769123693,0.4993246081486891
oscillations,0.5,20,2,-12.3,10.68,q4,"(100, 100)",0.002746106020035701,0.2743588369857307,5.272340886591127e-05,0.2728410482397133,0.00017658346769123693,0.4993246081486891
oscillations,0.5,21,2,-12.3,10.68,q1,"(100, 100)",0.0016110246216286548,0.27842751684002676,-8.279122536044805e-05,0.27784237957028735,-0.0002774504871328679,0.5086265602372954
oscillations,0.5,21,2,-12.3,10.68,q2,"(100, 100)",-0.0006533932339752422,0.2664472507298377,-8.279122536044805e-05,0.27784237957028735,-0.0002774504871328679,0.5086265602372954
oscillations,0.5,21,2,-12.3,10.68,q3,"(100, 100)",-0.0037241457639961154,0.28430967366583565,-8.279122536044805e-05,0.27784237957028735,-0.0002774504871328679,0.5086265602372954
oscillations,0.5,21,2,-12.3,10.68,q4,"(100, 100)",0.0024353494749009114,0.28180622127929333,-8.279122536044805e-05,0.27784237957028735,-0.0002774504871328679,0.5086265602372954
oscillations,0.5,22,2,-12.3,10.68,q1,"(100, 100)",-0.002799750401473886,0.26823034328996975,-0.0003635170329447922,0.27733543352089035,-0.0012167934157147854,0.5074000757185934
oscillations,0.5,22,2,-12.3,10.68,q2,"(100, 100)",0.0013998628946545399,0.2870822869892198,-0.0003635170329447922,0.27733543352089035,-0.0012167934157147854,0.5074000757185934
oscillations,0.5,22,2,-12.3,10.68,q3,"(100, 100)",0.001122671177682631,0.2744369864893779,-0.0003635170329447922,0.27733543352089035,-0.0012167934157147854,0.5074000757185934
oscillations,0.5,22,2,-12.3,10.68,q4,"(100, 100)",-0.0011768518026424527,0.2792282930085238,-0.0003635170329447922,0.27733543352089035,-0.0012167934157147854,0.5074000757185934
oscillations,0.5,23,2,-12.3,10.68,q1,"(100, 100)",0.005808594817693546,0.26284463252268353,0.0009021555337562667,0.2734217691597988,0.0030187570144094575,0.5001507363440917
oscillations,0.5,23,2,-12.3,10.68,q2,"(100, 100)",-0.0035302155043164503,0.26876039653254147,0.0009021555337562667,0.2734217691597988,0.0030187570144094575,0.5001507363440917
oscillations,0.5,23,2,-12.3,10.68,q3,"(100, 100)",0.00280291002886374,0.2756080207553311,0.0009021555337562667,0.2734217691597988,0.0030187570144094575,0.5001507363440917
oscillations,0.5,23,2,-12.3,10.68,q4,"(100, 100)",-0.0014726672072157712,0.28584200355571415,0.0009021555337562667,0.2734217691597988,0.0030187570144094575,0.5001507363440917
oscillations,0.5,24,2,-12.3,10.68,q1,"(100, 100)",0.0038811268567330586,0.2569011522325062,0.00015066967637432165,0.27427186920907265,0.0005044180662012778,0.5018379508295612
oscillations,0.5,24,2,-12.3,10.68,q2,"(100, 100)",-0.002710944809136298,0.2781073193906832,0.00015066967637432165,0.27427186920907265,0.0005044180662012778,0.5018379508295612
oscillations,0.5,24,2,-12.3,10.68,q3,"(100, 100)",0.001025687320090959,0.27659066952187605,0.00015066967637432165,0.27427186920907265,0.0005044180662012778,0.5018379508295612
oscillations,0.5,24,2,-12.3,10.68,q4,"(100, 100)",-0.0015931906621904329,0.2846577585823698,0.00015066967637432165,0.27427186920907265,0.0005044180662012778,0.5018379508295612
oscillations,0.5,25,2,-12.3,10.68,q1,"(100, 100)",-0.0007660588446524949,0.2565294327037311,0.0003034562597181014,0.27584925144920014,0.0010160082354335027,0.504744687394866
oscillations,0.5,25,2,-12.3,10.68,q2,"(100, 100)",0.0007550170304092583,0.2637903618087306,0.0003034562597181014,0.27584925144920014,0.0010160082354335027,0.504744687394866
oscillations,0.5,25,2,-12.3,10.68,q3,"(100, 100)",0.00048092359266133127,0.29701068096281646,0.0003034562597181014,0.27584925144920014,0.0010160082354335027,0.504744687394866
oscillations,0.5,25,2,-12.3,10.68,q4,"(100, 100)",0.0007439432604543104,0.28418588173011156,0.0003034562597181014,0.27584925144920014,0.0010160082354335027,0.504744687394866
oscillations,0.5,26,2,-12.3,10.68,q1,"(100, 100)",-0.0016345742794719473,0.2632217574829555,-0.00023648826430931811,0.26914767441819215,-0.0007928531198032627,0.4928126078289897
oscillations,0.5,26,2,-12.3,10.68,q2,"(100, 100)",0.0008038531156348498,0.26425113746293777,-0.00023648826430931811,0.26914767441819215,-0.0007928531198032627,0.4928126078289897
oscillations,0.5,26,2,-12.3,10.68,q3,"(100, 100)",-0.00044836759564795,0.26340033394738277,-0.00023648826430931811,0.26914767441819215,-0.0007928531198032627,0.4928126078289897
oscillations,0.5,26,2,-12.3,10.68,q4,"(100, 100)",0.00033313570224777564,0.2850690847380905,-0.00023648826430931811,0.26914767441819215,-0.0007928531198032627,0.4928126078289897
oscillations,0.5,27,2,-12.3,10.68,q1,"(100, 100)",0.002086284605580112,0.2620372249985346,-0.0002477745205878681,0.27037603850158715,-0.0008299958817113073,0.4948543799299734
oscillations,0.5,27,2,-12.3,10.68,q2,"(100, 100)",-0.0011839702623455948,0.2648212890783765,-0.0002477745205878681,0.27037603850158715,-0.0008299958817113073,0.4948543799299734
oscillations,0.5,27,2,-12.3,10.68,q3,"(100, 100)",-0.0016542571568674532,0.27835879525561863,-0.0002477745205878681,0.27037603850158715,-0.0008299958817113073,0.4948543799299734
oscillations,0.5,27,2,-12.3,10.68,q4,"(100, 100)",-0.00023915526871853547,0.2759113351981989,-0.0002477745205878681,0.27037603850158715,-0.0008299958817113073,0.4948543799299734
oscillations,0.5,28,2,-12.3,10.68,q1,"(100, 100)",1.3181427250265543e-05,0.26363413587661233,-0.00019547004226152763,0.2707899231145922,-0.0006554998063766849,0.49588207873508416
oscillations,0.5,28,2,-12.3,10.68,q2,"(100, 100)",-2.7112197804585937e-05,0.2732456794238465,-0.00019547004226152763,0.2707899231145922,-0.0006554998063766849,0.49588207873508416
oscillations,0.5,28,2,-12.3,10.68,q3,"(100, 100)",-0.0014764019006507313,0.2663170536389275,-0.00019547004226152763,0.2707899231145922,-0.0006554998063766849,0.49588207873508416
oscillations,0.5,28,2,-12.3,10.68,q4,"(100, 100)",0.0007084525021589424,0.27966992708782334,-0.00019547004226152763,0.2707899231145922,-0.0006554998063766849,0.49588207873508416
oscillations,0.5,29,2,-12.3,10.68,q1,"(100, 100)",0.0014436289123522228,0.25608997978919007,6.875667544732034e-06,0.27111514997731084,2.3049505681298958e-05,0.49639472723799244
oscillations,0.5,29,2,-12.3,10.68,q2,"(100, 100)",-0.0011576940720083911,0.27624492039045645,6.875667544732034e-06,0.27111514997731084,2.3049505681298958e-05,0.49639472723799244
oscillations,0.5,29,2,-12.3,10.68,q3,"(100, 100)",0.002381036917238999,0.2646434772396041,6.875667544732034e-06,0.27111514997731084,2.3049505681298958e-05,0.49639472723799244
oscillations,0.5,29,2,-12.3,10.68,q4,"(100, 100)",-0.0026394690874039037,0.286475363842489,6.875667544732034e-06,0.27111514997731084,2.3049505681298958e-05,0.49639472723799244
oscillations,0.5,30,2,-12.3,10.68,q1,"(100, 100)",0.000729076012755641,0.2635776789538041,-0.00019955209636275494,0.2704527796063451,-0.0006682923521860524,0.4949328384711523
oscillations,0.5,30,2,-12.3,10.68,q2,"(100, 100)",-0.000517208067390576,0.2672910722663109,-0.00019955209636275494,0.2704527796063451,-0.0006682923521860524,0.4949328384711523
oscillations,0.5,30,2,-12.3,10.68,q3,"(100, 100)",-0.0015940908626538913,0.26637969324939187,-0.00019955209636275494,0.2704527796063451,-0.0006682923521860524,0.4949328384711523
oscillations,0.5,30,2,-12.3,10.68,q4,"(100, 100)",0.0005840145318378071,0.2840764877371792,-0.00019955209636275494,0.2704527796063451,-0.0006682923521860524,0.4949328384711523
oscillations,0.5,31,2,-12.3,10.68,q1,"(100, 100)",-4.0110117310635165e-05,0.26244508799363914,1.825422663241838e-05,0.2779888107975133,6.115831018483387e-05,0.5088307312945605
oscillations,0.5,31,2,-12.3,10.68,q2,"(100, 100)",0.0014329703546400645,0.27979140515784706,1.825422663241838e-05,0.2779888107975133,6.115831018483387e-05,0.5088307312945605
