dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all,mean_all_filtered,std_all_filtered
oscillations,0.25,6,1,-8.5,14.44,q1,"(50, 50)",0.0011717960794534424,0.2709068345936075,0.00024613571333913204,0.24157230881978234,0.0008248515862571445,0.4422289916455767
oscillations,0.25,6,1,-8.5,14.44,q2,"(50, 150)",-0.0004150852521448224,0.2603320768581829,0.00024613571333913204,0.24157230881978234,0.0008248515862571445,0.4422289916455767
oscillations,0.25,6,1,-8.5,14.44,q3,"(150, 50)",-1.9788980075449204e-05,0.24210720117948278,0.00024613571333913204,0.24157230881978234,0.0008248515862571445,0.4422289916455767
oscillations,0.25,6,1,-8.5,14.44,q4,"(150, 150)",0.0004523331145148319,0.23121792235975935,0.00024613571333913204,0.24157230881978234,0.0008248515862571445,0.4422289916455767
oscillations,0.25,7,1,-8.5,14.44,q1,"(50, 50)",0.002727721415697546,0.2784394983848766,0.0003281037290321139,0.23934380632881955,0.0011006498793428847,0.4383694137146879
oscillations,0.25,7,1,-8.5,14.44,q2,"(50, 150)",-0.0008699703103910878,0.24941250565446837,0.0003281037290321139,0.23934380632881955,0.0011006498793428847,0.4383694137146879
oscillations,0.25,7,1,-8.5,14.44,q3,"(150, 50)",0.001376973578204178,0.23363397277580664,0.0003281037290321139,0.23934380632881955,0.0011006498793428847,0.4383694137146879
oscillations,0.25,7,1,-8.5,14.44,q4,"(150, 150)",0.00011121427170855574,0.23301184664415012,0.0003281037290321139,0.23934380632881955,0.0011006498793428847,0.4383694137146879
oscillations,0.25,8,1,-8.5,14.44,q1,"(50, 50)",-0.004370811321223176,0.26620623503725144,-0.0002694682796602385,0.23654293196236426,-0.0009025901177700174,0.4329131477779414
oscillations,0.25,8,1,-8.5,14.44,q2,"(50, 150)",0.0007167695893610103,0.2535568129565103,-0.0002694682796602385,0.23654293196236426,-0.0009025901177700174,0.4329131477779414
