simulationID,dynamic,simulation,vrest,slope,pqif,seed,std,mean,mean_filtered,std_filtered,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations_2_0.75_41,oscillations,2,-12.3,10.68,0.75,41,0.2759127752886823,-0.00046348957051389836,-0.001551689221673579,0.5048388393939951,28052,11948,0.70
oscillations_2_0.75_42,oscillations,2,-12.3,10.68,0.75,42,0.28375695664287964,0.00021259880979316158,0.0007119256920658402,0.5192579445863917,28055,11945,0.70
oscillations_2_0.75_43,oscillations,2,-12.3,10.68,0.75,43,0.2785736441185513,-0.00037061484396499995,-0.0012412788879343556,0.5098147565998438,28057,11943,0.70
oscillations_2_0.75_44,oscillations,2,-12.3,10.68,0.75,44,0.2821420918361617,0.0005325359722615266,0.001783741323937453,0.5163658669043272,28058,11942,0.70
oscillations_2_0.75_45,oscillations,2,-12.3,10.68,0.75,45,0.2745851351602021,-0.00024295988538712408,-0.000814481680815033,0.5027475885182349,28068,11932,0.70
oscillations_2_0.75_46,oscillations,2,-12.3,10.68,0.75,46,0.27561382161889275,0.0006873110668208748,0.0023008153546602212,0.5042687297847309,28051,11949,0.70
oscillations_2_0.75_47,oscillations,2,-12.3,10.68,0.75,47,0.2828081824504294,-0.0005767460394143522,-0.0019329569816987078,0.5177363182689771,28065,11935,0.70
oscillations_2_0.75_48,oscillations,2,-12.3,10.68,0.75,48,0.28157938843726443,-4.9287756398855366e-05,-0.0001650489958940334,0.5152734485572545,28055,11945,0.70
oscillations_2_0.75_49,oscillations,2,-12.3,10.68,0.75,49,0.27578824180515626,-0.00018589514032028894,-0.0006222952224296218,0.5045912667200679,28051,11949,0.70
oscillations_2_1_0,oscillations,2,,10.74,1.0,0,0.2899513958737269,2.411273556768786e-05,8.083384367310806e-05,0.5308827006428469,28068,11932,0.70
oscillations_2_1_1,oscillations,2,,10.74,1.0,1,0.29201018907601645,0.0007685495202221824,0.0025729813197930456,0.534289774564272,28052,11948,0.70
oscillations_2_1_2,oscillations,2,,10.74,1.0,2,0.2866587882624076,5.6560405008483227e-05,0.00018926018072104142,0.524370934201638,28046,11954,0.70
oscillations_2_1_3,oscillations,2,,10.74,1.0,3,0.2912711292552955,0.00018010871416797406,0.0006031267113201307,0.5330085347450837,28055,11945,0.70
oscillations_2_1_4,oscillations,2,,10.74,1.0,4,0.29005310234364234,3.2954257703018406e-05,0.00011043652045247571,0.530979921494367,28064,11936,0.70
oscillations_2_1_5,oscillations,2,,10.74,1.0,5,0.29653665104070515,4.196989727566745e-05,0.00014061444769467152,0.5427806888499338,28061,11939,0.70
oscillations_2_1_6,oscillations,2,,10.74,1.0,6,0.29096439598790463,0.0006774816929537766,0.002269810513288472,0.5325778524987805,28061,11939,0.70
oscillations_2_1_7,oscillations,2,,10.74,1.0,7,0.2929704424837324,0.0004974926679299743,0.0016670609631564855,0.5362962172433374,28063,11937,0.70
oscillations_2_1_8,oscillations,2,,10.74,1.0,8,0.290260407896288,0.0007802895234063274,0.0026138163417011246,0.531243660211463,28059,11941,0.70
oscillations_2_1_9,oscillations,2,,10.74,1.0,9,0.2850954334379871,-8.727620669114358e-05,-0.00029262768379260127,0.5220354393936164,28070,11930,0.70
oscillations_2_1_10,oscillations,2,,10.74,1.0,10,0.2941505199614753,0.0005559376079822381,0.0018604119735036821,0.53809547046743,28047,11953,0.70
oscillations_2_1_11,oscillations,2,,10.74,1.0,11,0.28818799688691416,0.0004669794021603989,0.001564158104707416,0.5274314359017821,28058,11942,0.70
oscillations_2_1_12,oscillations,2,,10.74,1.0,12,0.2888182857284433,-0.00016960995890114944,-0.0005680172769629936,0.5285421272698656,28056,11944,0.70
oscillations_2_1_13,oscillations,2,,10.74,1.0,13,0.28566920753288877,-0.0003519889950076991,-0.0011790938615114284,0.5228442086279598,28059,11941,0.70
oscillations_2_1_14,oscillations,2,,10.74,1.0,14,0.285611666098015,0.00047061886667936896,0.0015774052846635454,0.5228914433168047,28066,11934,0.70
oscillations_2_1_15,oscillations,2,,10.74,1.0,15,0.29358350942712297,0.00016794870823816122,0.0005622655113430253,0.5371726338047176,28052,11948,0.70
oscillations_2_1_16,oscillations,2,,10.74,1.0,16,0.2823569378741242,-0.00011368823606187134,-0.0003810565981627999,0.5169343116076033,28066,11934,0.70
oscillations_2_1_17,oscillations,2,,10.74,1.0,17,0.2869934851033233,0.0003330851076689381,0.001115302553721539,0.5251581281773351,28054,11946,0.70
oscillations_2_1_18,oscillations,2,,10.74,1.0,18,0.2889678039032581,8.226906224202079e-05,0.00027593178682549396,0.5292148341029856,28074,11926,0.70
oscillations_2_1_19,oscillations,2,,10.74,1.0,19,0.2839043787038943,-8.127686103288854e-05,-0.0002721931045977503,0.5195497584843013,28056,11944,0.70
oscillations_2_1_20,oscillations,2,,10.74,1.0,20,0.2880349568313668,0.00018029218126051758,0.0006041963178971774,0.5272852088341258,28064,11936,0.70
oscillations_2_1_21,oscillations,2,,10.74,1.0,21,0.2862550434907923,0.00046665557493266567,0.0015634662029740019,0.5239596102203012,28061,11939,0.70
oscillations_2_1_22,oscillations,2,,10.74,1.0,22,0.2860437364565073,0.0003922525553384682,0.0013130891466682348,0.523354182032601,28051,11949,0.70
oscillations_2_1_23,oscillations,2,,10.74,1.0,23,0.2848874738466027,0.0002531510433904219,0.0008482192775688453,0.5214794029248273,28062,11938,0.70
oscillations_2_1_24,oscillations,2,,10.74,1.0,24,0.2837568490241062,5.107667447635585e-05,0.0001711254693905891,0.5193885315691025,28061,11939,0.70
oscillations_2_1_25,oscillations,2,,10.74,1.0,25,0.29074276278904576,-0.0007451872912977586,-0.002494768300293802,0.531970993658478,28052,11948,0.70
oscillations_2_1_26,oscillations,2,,10.74,1.0,26,0.28731047873711213,-0.00047669394136202906,-0.0015966971742154693,0.5258253548276066,28058,11942,0.70
oscillations_2_1_27,oscillations,2,,10.74,1.0,27,0.28573845237935974,0.00011582349148954622,0.0003877910487638609,0.5228404360766145,28053,11947,0.70
oscillations_2_1_28,oscillations,2,,10.74,1.0,28,0.28848778242094913,9.192858484569992e-05,0.0003078653209835891,0.5279374517546233,28056,11944,0.70
oscillations_2_1_29,oscillations,2,,10.74,1.0,29,0.28345207958227536,0.00024042354815868413,0.0008063169218032497,0.5190911993380642,28073,11927,0.70
oscillations_2_1_30,oscillations,2,,10.74,1.0,30,0.2950758022717169,0.00010233649566975515,0.00034263495662427375,0.5399258231622518,28053,11947,0.70
oscillations_2_1_31,oscillations,2,,10.74,1.0,31,0.2859898322259374,0.0006676210644125161,0.0022356502784847752,0.5233409666665706,28055,11945,0.70
oscillations_2_1_32,oscillations,2,,10.74,1.0,32,0.28493570906949606,-7.919319998258137e-05,-0.00026505966022117536,0.5212843814603856,28049,11951,0.70
oscillations_2_1_33,oscillations,2,,10.74,1.0,33,0.28786364981034895,4.106083188019469e-05,0.0001376148533898435,0.5269939155927654,28065,11935,0.70
oscillations_2_1_34,oscillations,2,,10.74,1.0,34,0.29217441142430733,0.000128691050547448,0.00043141485265654674,0.5349527840575805,28068,11932,0.70
oscillations_2_1_35,oscillations,2,,10.74,1.0,35,0.29773908944244787,-0.00034960946732269125,-0.001170828758615845,0.5448666804987061,28056,11944,0.70
oscillations_2_1_36,oscillations,2,,10.74,1.0,36,0.2890479058110211,0.0006393520628946736,0.0021431394046582545,0.5292032512500803,28067,11933,0.70
oscillations_2_1_37,oscillations,2,,10.74,1.0,37,0.2906824869315115,-7.495814447539803e-05,-0.0002510319640837171,0.5319538194963577,28056,11944,0.70
oscillations_2_1_38,oscillations,2,,10.74,1.0,38,0.2879825456596346,0.0005554768252235134,0.00186104975365948,0.5271209619705741,28061,11939,0.70
oscillations_2_1_39,oscillations,2,,10.74,1.0,39,0.28866427248172394,0.0007313550275372593,0.0024501005947646886,0.5283449877790019,28060,11940,0.70
oscillations_2_1_40,oscillations,2,,10.74,1.0,40,0.28522056061213447,0.00042988215341669783,0.0014412275699160098,0.5222413332745566,28069,11931,0.70
oscillations_2_1_41,oscillations,2,,10.74,1.0,41,0.29040099842669287,0.0003630568998392966,0.00121606732486785,0.5314822562403887,28058,11942,0.70
oscillations_2_1_42,oscillations,2,,10.74,1.0,42,0.2882472488155035,0.0002982631591283718,0.0009990392199911967,0.5275408403605198,28058,11942,0.70
oscillations_2_1_43,oscillations,2,,10.74,1.0,43,0.28887787246482893,-0.0001804195017067562,-0.0006044710669461638,0.5287618305362626,28061,11939,0.70
oscillations_2_1_44,oscillations,2,,10.74,1.0,44,0.2881188310424095,0.0005314182665556793,0.0017804448163353038,0.5273706150589695,28061,11939,0.70
oscillations_2_1_45,oscillations,2,,10.74,1.0,45,0.28949546129551984,1.6688952130337165e-05,5.59093873713146e-05,0.5298703152110924,28060,11940,0.70
oscillations_2_1_46,oscillations,2,,10.74,1.0,46,0.28080472104535253,0.00046785356715092215,0.0015664302909547904,0.5138111843526569,28053,11947,0.70
oscillations_2_1_47,oscillations,2,,10.74,1.0,47,0.28416424897755077,0.00036974695012626077,0.0012378538671786417,0.5199372867113787,28052,11948,0.70
oscillations_2_1_48,oscillations,2,,10.74,1.0,48,0.28445414876129743,-0.00020299457361269325,-0.0006801057831064346,0.5206645772136624,28061,11939,0.70
oscillations_2_1_49,oscillations,2,,10.74,1.0,49,0.29935998575242534,-0.00012022072686598222,-0.0004028169772691638,0.5479713790450406,28062,11938,0.70
oscillations_3_0_0,oscillations,3,-17.0,8.65,0.0,0,0.2978758856534892,4.175511345499826e-05,0.0001397426822456439,0.5449354233948986,28048,11952,0.70
oscillations_3_0_1,oscillations,3,-17.0,8.65,0.0,1,0.30216217331012457,0.00015206622067367878,0.0005095199218417787,0.5531006573414077,28062,11938,0.70
oscillations_3_0_2,oscillations,3,-17.0,8.65,0.0,2,0.29324692713905404,-0.0001398592004970624,-0.00046873632340867184,0.5368489867931984,28065,11935,0.70
oscillations_3_0_3,oscillations,3,-17.0,8.65,0.0,3,0.29099605415335816,-5.48763382719939e-05,-0.0001839635879047724,0.5327953860497215,28068,11932,0.70
oscillations_3_0_4,oscillations,3,-17.0,8.65,0.0,4,0.296313261469887,0.0001956149559712836,0.000655601025458845,0.5424624113794313,28065,11935,0.70
oscillations_3_0_5,oscillations,3,-17.0,8.65,0.0,5,0.2966941558709286,-9.474377024473002e-06,-3.1739956530897494e-05,0.5430462557672987,28060,11940,0.70
oscillations_3_0_6,oscillations,3,-17.0,8.65,0.0,6,0.2975552488216452,-1.3207183719896254e-05,-4.425258408408849e-05,0.5446679527269095,28062,11938,0.70
oscillations_3_0_7,oscillations,3,-17.0,8.65,0.0,7,0.29711684810161115,-0.0004346011750537293,-0.0014563162437923403,0.5438868839866688,28063,11937,0.70
oscillations_3_0_8,oscillations,3,-17.0,8.65,0.0,8,0.2948465482376537,-0.00014086870541481726,-0.0004721987946528682,0.5398226547324293,28067,11933,0.70
oscillations_3_0_9,oscillations,3,-17.0,8.65,0.0,9,0.2943080616120701,0.0001660278043316202,0.0005568599843421764,0.5389948167777837,28074,11926,0.70
oscillations_3_0_10,oscillations,3,-17.0,8.65,0.0,10,0.29650331815661857,0.00015379810018918013,0.0005151070926540412,0.5426286250264946,28057,11943,0.70
oscillations_3_0_11,oscillations,3,-17.0,8.65,0.0,11,0.29232339239103744,-0.00016578462232973837,-0.0005553458582354532,0.5350237393430674,28059,11941,0.70
oscillations_3_0_12,oscillations,3,-17.0,8.65,0.0,12,0.30098544158097845,0.00026774770488248776,0.0008960016895590648,0.5506005264992551,28047,11953,0.70
oscillations_3_0_13,oscillations,3,-17.0,8.65,0.0,13,0.29757025853671054,-3.400375137313073e-05,-0.00011394404414218267,0.5447182355070764,28063,11937,0.70
oscillations_3_0_14,oscillations,3,-17.0,8.65,0.0,14,0.2967752052473148,-0.00022922008138498757,-0.0007678421619126967,0.5431714768688998,28059,11941,0.70
oscillations_3_0_15,oscillations,3,-17.0,8.65,0.0,15,0.29532585655662247,-0.00021488063595679412,-0.0007208340689593904,0.5409040255117832,28076,11924,0.70
oscillations_3_0_16,oscillations,3,-17.0,8.65,0.0,16,0.2980339251040461,-0.00023998983030501902,-0.0008040533723260534,0.5455208964599307,28061,11939,0.70
oscillations_3_0_17,oscillations,3,-17.0,8.65,0.0,17,0.29050074813038324,-1.7068639310877298e-05,-5.719095094949502e-05,0.5317548525887948,28062,11938,0.70
oscillations_3_0_18,oscillations,3,-17.0,8.65,0.0,18,0.30484466338015254,1.2524942988949805e-05,4.194906803633896e-05,0.5578942371216289,28057,11943,0.70
oscillations_3_0_19,oscillations,3,-17.0,8.65,0.0,19,0.301379343317298,-7.439128680746341e-05,-0.0002491544396130377,0.5515523390178649,28057,11943,0.70
oscillations_3_0_20,oscillations,3,-17.0,8.65,0.0,20,0.2951285841727942,-7.0056201314986e-05,-0.00023475312495597523,0.5402485928147882,28063,11937,0.70
oscillations_3_0_21,oscillations,3,-17.0,8.65,0.0,21,0.29451832328230265,5.6214481333152834e-05,0.00018843369256063908,0.539221842546623,28067,11933,0.70
oscillations_3_0_22,oscillations,3,-17.0,8.65,0.0,22,0.29415890598511046,-0.00010547240738383334,-0.000353578301655492,0.5385863089694072,28068,11932,0.70
oscillations_3_0_23,oscillations,3,-17.0,8.65,0.0,23,0.2911349451958576,4.0800046518548917e-05,0.000136683572926462,0.5328710907312962,28060,11940,0.70
oscillations_3_0_24,oscillations,3,-17.0,8.65,0.0,24,0.28977646997187917,-0.00023853136653927026,-0.0007993008847759747,0.5304508753403534,28063,11937,0.70
oscillations_3_0_25,oscillations,3,-17.0,8.65,0.0,25,0.29132614366749315,8.17441088249228e-05,0.0002739413834615373,0.5333103479109833,28064,11936,0.70
oscillations_3_0_26,oscillations,3,-17.0,8.65,0.0,26,0.2978462881276944,-0.00015008920972884286,-0.0005026430332513143,0.5450635756773795,28056,11944,0.70
oscillations_3_0_27,oscillations,3,-17.0,8.65,0.0,27,0.29132201712302686,-5.601129286793984e-05,-0.0001875953876511444,0.5331465080038323,28057,11943,0.70
oscillations_3_0_28,oscillations,3,-17.0,8.65,0.0,28,0.300066210038023,-9.125979287586112e-05,-0.00030542099356044603,0.5489423653013227,28048,11952,0.70
oscillations_3_0_29,oscillations,3,-17.0,8.65,0.0,29,0.2917919690830223,-0.00037151935950643743,-0.0012458731036433179,0.5343412310944194,28072,11928,0.70
oscillations_3_0_30,oscillations,3,-17.0,8.65,0.0,30,0.295971941333646,5.6265573853139504e-05,0.00018838394192061543,0.5415656201338808,28053,11947,0.70
oscillations_3_0_31,oscillations,3,-17.0,8.65,0.0,31,0.3159724633881916,0.0001290206082862456,0.0004319765908972818,0.578162227379667,28053,11947,0.70
oscillations_3_0_32,oscillations,3,-17.0,8.65,0.0,32,0.2965333150762238,3.6446882639154854e-06,1.2226394712898606e-05,0.5431158843812406,28076,11924,0.70
oscillations_3_0_33,oscillations,3,-17.0,8.65,0.0,33,0.3008280743597927,-7.266154279960951e-05,-0.00024350382975740398,0.5507048795021668,28064,11936,0.70
oscillations_3_0_34,oscillations,3,-17.0,8.65,0.0,34,0.29486629858961766,0.00010545492565221552,0.0003533420192736312,0.539745812065184,28062,11938,0.70
oscillations_3_0_35,oscillations,3,-17.0,8.65,0.0,35,0.2973615900987272,6.467470484806717e-05,0.00021677460984772005,0.5444046489053095,28066,11934,0.70
oscillations_3_0_36,oscillations,3,-17.0,8.65,0.0,36,0.2929643861567333,-3.3457763456239175e-05,-0.00011216145979295894,0.5363992917696686,28068,11932,0.70
oscillations_3_0_37,oscillations,3,-17.0,8.65,0.0,37,0.30055892715496496,-0.00011729648754757021,-0.00039285434998767495,0.550050841797907,28057,11943,0.70
oscillations_3_0_38,oscillations,3,-17.0,8.65,0.0,38,0.2925608871521037,0.00010983595353295197,0.0003679904632982735,0.535503374497081,28061,11939,0.70
oscillations_3_0_39,oscillations,3,-17.0,8.65,0.0,39,0.29573104068728534,6.255001306301852e-05,0.0002095126882030438,0.5412380877875956,28058,11942,0.70
oscillations_3_0_40,oscillations,3,-17.0,8.65,0.0,40,0.29483831195465376,0.00012529083183220844,0.00042015704839774577,0.5399207323525668,28072,11928,0.70
oscillations_3_0_41,oscillations,3,-17.0,8.65,0.0,41,0.30338463633913254,-0.0002199564118043928,-0.0007370575917044237,0.5553614296927497,28063,11937,0.70
oscillations_3_0_42,oscillations,3,-17.0,8.65,0.0,42,0.29373544824759873,4.8403517865957715e-05,0.00016206082821112458,0.5374733197574455,28053,11947,0.70
oscillations_3_0_43,oscillations,3,-17.0,8.65,0.0,43,0.29146293864477835,-0.0002533210621501334,-0.0008488600557933591,0.5335379950184161,28063,11937,0.70
oscillations_3_0_44,oscillations,3,-17.0,8.65,0.0,44,0.29303300713817815,5.730444147393854e-05,0.00019184613817856827,0.5361655562648819,28052,11948,0.70
oscillations_3_0_45,oscillations,3,-17.0,8.65,0.0,45,0.29485144845245853,0.00014794689908128952,0.00049551000278419,0.5396055609226489,28057,11943,0.70
oscillations_3_0_46,oscillations,3,-17.0,8.65,0.0,46,0.2972845384871126,-7.033898884055504e-05,-0.00023575997600320278,0.5442635785437785,28066,11934,0.70
oscillations_3_0_47,oscillations,3,-17.0,8.65,0.0,47,0.2938606916836634,0.00011080679974198712,0.00037124315182841816,0.5378825356041876,28061,11939,0.70
oscillations_3_0_48,oscillations,3,-17.0,8.65,0.0,48,0.29368542222424604,0.00010322508005694,0.0003456100445532436,0.5373817219765761,28053,11947,0.70
oscillations_3_0_49,oscillations,3,-17.0,8.65,0.0,49,0.2921480359712225,-0.00018349208304224344,-0.000614507980717493,0.5346355928350148,28056,11944,0.70
oscillations_3_0.25_0,oscillations,3,-17.0,8.65,0.25,0,0.29589845429483963,0.000468547809825262,0.001567967237765452,0.5412936780449615,28047,11953,0.70
oscillations_3_0.25_1,oscillations,3,-17.0,8.65,0.25,1,0.2954601500613929,0.00021677118293848282,0.000726505849814774,0.540900550199926,28065,11935,0.70
oscillations_3_0.25_2,oscillations,3,-17.0,8.65,0.25,2,0.29130304333931445,-0.00011344138034864035,-0.00037984724710745196,0.5330447680250623,28054,11946,0.70
oscillations_3_0.25_3,oscillations,3,-17.0,8.65,0.25,3,0.2896795363249465,0.0006183205020794453,0.002072988021387798,0.5304043313566874,28069,11931,0.70
oscillations_3_0.25_4,oscillations,3,-17.0,8.65,0.25,4,0.29721684569025175,-7.743820414921362e-05,-0.00025964192506023,0.5442308544871427,28070,11930,0.70
oscillations_3_0.25_5,oscillations,3,-17.0,8.65,0.25,5,0.30014484531752694,-0.00015380920192028882,-0.0005152737082756743,0.549361964543858,28060,11940,0.70
oscillations_3_0.25_6,oscillations,3,-17.0,8.65,0.25,6,0.290057605948421,-0.00036266241103734276,-0.0012149494507113648,0.5308982485736307,28060,11940,0.70
oscillations_3_0.25_7,oscillations,3,-17.0,8.65,0.25,7,0.2866087333079922,-6.770724783623865e-05,-0.0002268249508751721,0.524586637092208,28060,11940,0.70
oscillations_3_0.25_8,oscillations,3,-17.0,8.65,0.25,8,0.2838303968279416,4.043598855964259e-06,1.3555477224151648e-05,0.5196755419237725,28068,11932,0.70
oscillations_3_0.25_9,oscillations,3,-17.0,8.65,0.25,9,0.2950623141494311,-0.0001285663338517839,-0.00043020355981858454,0.539742998506163,28046,11954,0.70
oscillations_3_0.25_10,oscillations,3,-17.0,8.65,0.25,10,0.29199525251885594,-9.408394353445036e-05,-0.00031500441461270774,0.5342890840548683,28053,11947,0.70
oscillations_3_0.25_11,oscillations,3,-17.0,8.65,0.25,11,0.29532670381694986,-0.0003331603463113617,-0.0011170506162996201,0.540769067777222,28070,11930,0.70
oscillations_3_0.25_12,oscillations,3,-17.0,8.65,0.25,12,0.2919696638531849,-0.00033484291509088237,-0.0011216578681547014,0.5343757052480627,28059,11941,0.70
oscillations_3_0.25_13,oscillations,3,-17.0,8.65,0.25,13,0.30006423987948044,0.00011277296588718775,0.0003778621741906105,0.5492605125105003,28062,11938,0.70
oscillations_3_0.25_14,oscillations,3,-17.0,8.65,0.25,14,0.2929447064473913,-7.732217543480734e-05,-0.00025901407062995583,0.5361610556733436,28059,11941,0.70
oscillations_3_0.25_15,oscillations,3,-17.0,8.65,0.25,15,0.30016792022061883,-9.435312541127809e-05,-0.0003161968009761327,0.5494963554302473,28064,11936,0.70
oscillations_3_0.25_16,oscillations,3,-17.0,8.65,0.25,16,0.29412057339432396,0.00012012452544161542,0.0004026970346685042,0.5385161002025811,28068,11932,0.70
oscillations_3_0.25_17,oscillations,3,-17.0,8.65,0.25,17,0.2992728068782708,5.806431389110709e-05,0.00019439006994009737,0.5475825834598174,28052,11948,0.70
oscillations_3_0.25_18,oscillations,3,-17.0,8.65,0.25,18,0.2917179495684083,-0.00043315252938180924,-0.001450732745145472,0.5338697419703141,28057,11943,0.70
oscillations_3_0.25_19,oscillations,3,-17.0,8.65,0.25,19,0.29374599591383677,0.00010228844901542848,0.0003429908593022996,0.537897926072208,28071,11929,0.70
oscillations_3_0.25_20,oscillations,3,-17.0,8.65,0.25,20,0.2902793844242274,0.00015507929774362915,0.0005193981336134285,0.5312382377249693,28057,11943,0.70
oscillations_3_0.25_21,oscillations,3,-17.0,8.65,0.25,21,0.2943595745326491,0.0002867247037520427,0.0009606322263239565,0.5387951799094447,28061,11939,0.70
oscillations_3_0.25_22,oscillations,3,-17.0,8.65,0.25,22,0.2925328548733601,0.00021367863953951973,0.0007154219119093331,0.5352725117341247,28053,11947,0.70
oscillations_3_0.25_23,oscillations,3,-17.0,8.65,0.25,23,0.29137803777000676,-0.00016647720710553048,-0.0005577593001274159,0.5333381710268439,28061,11939,0.70
oscillations_3_0.25_24,oscillations,3,-17.0,8.65,0.25,24,0.2921067574085412,-0.00017929935511903762,-0.0006005672588143945,0.5346048246212834,28058,11942,0.70
oscillations_3_0.25_25,oscillations,3,-17.0,8.65,0.25,25,0.29975865883453656,0.0003033443725114724,0.0010160588595259498,0.5486086826510539,28058,11942,0.70
oscillations_3_0.25_26,oscillations,3,-17.0,8.65,0.25,26,0.29361063541337196,-0.00015398577087931146,-0.0005163842081801205,0.537672497935021,28072,11928,0.70
oscillations_3_0.25_27,oscillations,3,-17.0,8.65,0.25,27,0.29414588964026667,-0.00013733051870734996,-0.0004603386196508841,0.5385398536779583,28067,11933,0.70
oscillations_3_0.25_28,oscillations,3,-17.0,8.65,0.25,28,0.29381773831459146,-0.0001056311633853328,-0.0003537547333735185,0.5376913424084546,28056,11944,0.70
oscillations_3_0.25_29,oscillations,3,-17.0,8.65,0.25,29,0.2939443707265451,0.00010698886683545936,0.00035842166444040064,0.5380131765689922,28060,11940,0.70
oscillations_3_0.25_30,oscillations,3,-17.0,8.65,0.25,30,0.29675721815469835,-3.766357769856747e-05,-0.00012620785020882175,0.5432299197593745,28063,11937,0.70
oscillations_3_0.25_31,oscillations,3,-17.0,8.65,0.25,31,0.30062412596246924,0.0005219114287506543,0.001748007799550043,0.5501683123279422,28057,11943,0.70
oscillations_3_0.25_32,oscillations,3,-17.0,8.65,0.25,32,0.2945739003726443,0.00024340459180192907,0.0008154940675163041,0.5391876500736548,28061,11939,0.70
oscillations_3_0.25_33,oscillations,3,-17.0,8.65,0.25,33,0.28754691184384645,-0.0002672347926651881,-0.0008953339229925046,0.5263253482992306,28061,11939,0.70
oscillations_3_0.25_34,oscillations,3,-17.0,8.65,0.25,34,0.30332947811734234,-0.0002530133994872365,-0.0008483265699488238,0.5554232255732744,28070,11930,0.70
oscillations_3_0.25_35,oscillations,3,-17.0,8.65,0.25,35,0.2977739346833359,-2.0499851087964415e-05,-6.866471642259012e-05,0.5449769567616437,28058,11942,0.70
oscillations_3_0.25_36,oscillations,3,-17.0,8.65,0.25,36,0.29629801169317194,-0.00028966449538908194,-0.000970969564699847,0.5424796165402398,28067,11933,0.70
oscillations_3_0.25_37,oscillations,3,-17.0,8.65,0.25,37,0.2959320481817453,0.00012993058014513267,0.0004351325523949522,0.5415605241887465,28056,11944,0.70
oscillations_3_0.25_38,oscillations,3,-17.0,8.65,0.25,38,0.29263758660941613,0.0003022160879334835,0.0010135527389401632,0.5359125746306008,28073,11927,0.70
oscillations_3_0.25_39,oscillations,3,-17.0,8.65,0.25,39,0.29532345700544615,0.00011375164078685438,0.0003815568663710006,0.5408771935602288,28075,11925,0.70
oscillations_3_0.25_40,oscillations,3,-17.0,8.65,0.25,40,0.29606854530763443,5.6512705663596984e-05,0.00018936987740168234,0.5419692544232443,28063,11937,0.70
oscillations_3_0.25_41,oscillations,3,-17.0,8.65,0.25,41,0.2946006656267517,0.00011211362935606547,0.0003755585942754041,0.5391918217337723,28059,11941,0.70
oscillations_3_0.25_42,oscillations,3,-17.0,8.65,0.25,42,0.2996531585375958,0.0002480749344497992,0.000831071807202008,0.5484617465414077,28060,11940,0.70
oscillations_3_0.25_43,oscillations,3,-17.0,8.65,0.25,43,0.2949499196064776,0.0001843947399486126,0.0006181001925705595,0.5400118099551339,28067,11933,0.70
oscillations_3_0.25_44,oscillations,3,-17.0,8.65,0.25,44,0.2900803670714408,0.0003182920810334487,0.0010662158312819657,0.5309179006920496,28059,11941,0.70
oscillations_3_0.25_45,oscillations,3,-17.0,8.65,0.25,45,0.29348283411590576,0.000152377778148562,0.0005101792187111806,0.5370109368487661,28053,11947,0.70
oscillations_3_0.25_46,oscillations,3,-17.0,8.65,0.25,46,0.2883371966707293,-0.000127678108164442,-0.00042780401462369575,0.5277944025471631,28062,11938,0.70
oscillations_3_0.25_47,oscillations,3,-17.0,8.65,0.25,47,0.2937494157356859,-6.757471207013333e-05,-0.00022645680988650564,0.5377464785221925,28064,11936,0.70
oscillations_3_0.25_48,oscillations,3,-17.0,8.65,0.25,48,0.2871871172726183,5.858857863499525e-05,0.0001963424216990477,0.5257333453925318,28064,11936,0.70
oscillations_3_0.25_49,oscillations,3,-17.0,8.65,0.25,49,0.2923985947372975,6.973566587481007e-05,0.0002336398890185446,0.535206367377076,28061,11939,0.70
oscillations_3_0.5_0,oscillations,3,-17.0,8.65,0.5,0,0.2933937384411633,0.00020134483164549696,0.0006744090827181273,0.5369601584054015,28058,11942,0.70
oscillations_3_0.5_1,oscillations,3,-17.0,8.65,0.5,1,0.29735922641275947,-7.142146926696947e-05,-0.00023920780127930895,0.5441951517817877,28057,11943,0.70
oscillations_3_0.5_2,oscillations,3,-17.0,8.65,0.5,2,0.29367147630837115,-5.163812283736169e-06,-1.7300652596485068e-05,0.5375362854517706,28061,11939,0.70
oscillations_3_0.5_3,oscillations,3,-17.0,8.65,0.5,3,0.29589746998583083,0.0002871383275689004,0.0009615347930310606,0.5414741025789923,28055,11945,0.70
oscillations_3_0.5_4,oscillations,3,-17.0,8.65,0.5,4,0.29954108715628747,6.672404295358494e-05,0.00022351241254027284,0.5482340720131869,28059,11941,0.70
oscillations_3_0.5_5,oscillations,3,-17.0,8.65,0.5,5,0.29147140583272835,7.271598781436684e-05,0.00024362505340268554,0.5335092375105039,28061,11939,0.70
oscillations_3_0.5_6,oscillations,3,-17.0,8.65,0.5,6,0.29121117338810554,0.0005699415973079531,0.0019077543006123957,0.5327851664380896,28050,11950,0.70
oscillations_3_0.5_7,oscillations,3,-17.0,8.65,0.5,7,0.28956679107772104,-6.177766846769091e-05,-0.00020696036337584863,0.530000845503577,28060,11940,0.70
oscillations_3_0.5_8,oscillations,3,-17.0,8.65,0.5,8,0.29084451636155734,-0.0004731113011660569,-0.0015857593469618134,0.5324716716252332,28066,11934,0.70
oscillations_3_0.5_9,oscillations,3,-17.0,8.65,0.5,9,0.2998503501738323,0.00037650461873640743,0.0012613220058171103,0.5488220959504762,28060,11940,0.70
oscillations_3_0.5_10,oscillations,3,-17.0,8.65,0.5,10,0.29061694868688165,-0.00036874078305008533,-0.0012352090546858237,0.5318997223820263,28059,11941,0.70
