dyn,pqif,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations,0.5,17,2,-12.3,10.68,q3,"(100, 100)",2985,-0.007324947144388845,0.49106252166403475,0.0005554710708755654,0.49157553161187584,28051,11949,0.70
oscillations,0.5,17,2,-12.3,10.68,q4,"(100, 100)",2963,0.004338373783473192,0.5079924644754725,0.0005554710708755654,0.49157553161187584,28051,11949,0.70
oscillations,0.5,18,2,-12.3,10.68,q1,"(100, 100)",2988,0.013220336098028501,0.4651639239408357,0.001630608262751534,0.5006644317308739,28059,11941,0.70
oscillations,0.5,18,2,-12.3,10.68,q2,"(100, 100)",3041,-0.007518867562284795,0.5076656566709224,0.001630608262751534,0.5006644317308739,28059,11941,0.70
oscillations,0.5,18,2,-12.3,10.68,q3,"(100, 100)",2948,0.0016305520967370725,0.4847738869901181,0.001630608262751534,0.5006644317308739,28059,11941,0.70
oscillations,0.5,18,2,-12.3,10.68,q4,"(100, 100)",2964,-0.0006657430228292603,0.5416041091677785,0.001630608262751534,0.5006644317308739,28059,11941,0.70
oscillations,0.5,19,2,-12.3,10.68,q1,"(100, 100)",2914,0.012056800076326916,0.44598060255909167,0.0016325772115101636,0.48661057998139434,28065,11935,0.70
oscillations,0.5,19,2,-12.3,10.68,q2,"(100, 100)",3031,-0.004306543577168179,0.49903334427134094,0.0016325772115101636,0.48661057998139434,28065,11935,0.70
oscillations,0.5,19,2,-12.3,10.68,q3,"(100, 100)",3011,-0.004542207125517371,0.48790923912739,0.0016325772115101636,0.48661057998139434,28065,11935,0.70
oscillations,0.5,19,2,-12.3,10.68,q4,"(100, 100)",2979,0.003719708907112022,0.5098351285368392,0.0016325772115101636,0.48661057998139434,28065,11935,0.70
oscillations,0.5,20,2,-12.3,10.68,q1,"(100, 100)",2910,-0.004327836806424744,0.48609368684640913,0.0001765834676912388,0.4993246081486891,28057,11943,0.70
oscillations,0.5,20,2,-12.3,10.68,q2,"(100, 100)",3055,0.002556907881736182,0.5051443729658849,0.0001765834676912388,0.4993246081486891,28057,11943,0.70
oscillations,0.5,20,2,-12.3,10.68,q3,"(100, 100)",3018,-0.006815597189439563,0.501002814699727,0.0001765834676912388,0.4993246081486891,28057,11943,0.70
oscillations,0.5,20,2,-12.3,10.68,q4,"(100, 100)",2960,0.009277385202823313,0.504221489322094,0.0001765834676912388,0.4993246081486891,28057,11943,0.70
oscillations,0.5,21,2,-12.3,10.68,q1,"(100, 100)",2975,0.0054152088121971614,0.5104479940400587,-0.00027745048713286784,0.5086265602372954,28064,11936,0.70
oscillations,0.5,21,2,-12.3,10.68,q2,"(100, 100)",3000,-0.002177977446584139,0.48646048578303475,-0.00027745048713286784,0.5086265602372954,28064,11936,0.70
oscillations,0.5,21,2,-12.3,10.68,q3,"(100, 100)",2969,-0.012543434705274891,0.5216729127492963,-0.00027745048713286784,0.5086265602372954,28064,11936,0.70
oscillations,0.5,21,2,-12.3,10.68,q4,"(100, 100)",2992,0.008139537015043153,0.5151477341889912,-0.00027745048713286784,0.5086265602372954,28064,11936,0.70
oscillations,0.5,22,2,-12.3,10.68,q1,"(100, 100)",2947,-0.009500340690444135,0.49403897270638164,-0.0012167934157147847,0.5074000757185935,28050,11950,0.70
oscillations,0.5,22,2,-12.3,10.68,q2,"(100, 100)",3031,0.004618485300740812,0.5214366554604799,-0.0012167934157147847,0.5074000757185935,28050,11950,0.70
oscillations,0.5,22,2,-12.3,10.68,q3,"(100, 100)",2987,0.003758524197129668,0.5021303806518886,-0.0012167934157147847,0.5074000757185935,28050,11950,0.70
oscillations,0.5,22,2,-12.3,10.68,q4,"(100, 100)",2985,-0.003942552102654785,0.511067411226402,-0.0012167934157147847,0.5074000757185935,28050,11950,0.70
oscillations,0.5,23,2,-12.3,10.68,q1,"(100, 100)",2986,0.01945276228296566,0.4807341429112314,0.0030187570144094584,0.5001507363440917,28046,11954,0.70
oscillations,0.5,23,2,-12.3,10.68,q2,"(100, 100)",2983,-0.011834446880041738,0.491983455490067,0.0030187570144094584,0.5001507363440917,28046,11954,0.70
oscillations,0.5,23,2,-12.3,10.68,q3,"(100, 100)",2997,0.009352385815361167,0.5033800451423672,0.0030187570144094584,0.5001507363440917,28046,11954,0.70
oscillations,0.5,23,2,-12.3,10.68,q4,"(100, 100)",2988,-0.004928605111163893,0.5229043132841322,0.0030187570144094584,0.5001507363440917,28046,11954,0.70
oscillations,0.5,24,2,-12.3,10.68,q1,"(100, 100)",2927,0.013259743275480214,0.47471712188324694,0.0005044180662012775,0.5018379508295612,28052,11948,0.70
oscillations,0.5,24,2,-12.3,10.68,q2,"(100, 100)",3005,-0.009021446952200661,0.5072734650116945,0.0005044180662012775,0.5018379508295612,28052,11948,0.70
oscillations,0.5,24,2,-12.3,10.68,q3,"(100, 100)",2992,0.0034280993318548114,0.5056496798575525,0.0005044180662012775,0.5018379508295612,28052,11948,0.70
oscillations,0.5,24,2,-12.3,10.68,q4,"(100, 100)",3024,-0.005268487639518627,0.5176264257563065,0.0005044180662012775,0.5018379508295612,28052,11948,0.70
oscillations,0.5,25,2,-12.3,10.68,q1,"(100, 100)",2952,-0.002595050286763196,0.47214391928274835,0.0010160082354335014,0.504744687394866,28053,11947,0.70
oscillations,0.5,25,2,-12.3,10.68,q2,"(100, 100)",3059,0.002468182511962268,0.4769415388642195,0.0010160082354335014,0.504744687394866,28053,11947,0.70
oscillations,0.5,25,2,-12.3,10.68,q3,"(100, 100)",3007,0.001599346832927609,0.5416316440269627,0.0010160082354335014,0.504744687394866,28053,11947,0.70
oscillations,0.5,25,2,-12.3,10.68,q4,"(100, 100)",2929,0.002539922364132164,0.5250966168658324,0.0010160082354335014,0.504744687394866,28053,11947,0.70
oscillations,0.5,26,2,-12.3,10.68,q1,"(100, 100)",2939,-0.005561668184661272,0.4855141285158628,-0.0007928531198032626,0.4928126078289897,28069,11931,0.70
oscillations,0.5,26,2,-12.3,10.68,q2,"(100, 100)",3050,0.0026355839856880337,0.47847843265676104,-0.0007928531198032626,0.4928126078289897,28069,11931,0.70
oscillations,0.5,26,2,-12.3,10.68,q3,"(100, 100)",2968,-0.0015106724920753013,0.48348486354447434,-0.0007928531198032626,0.4928126078289897,28069,11931,0.70
oscillations,0.5,26,2,-12.3,10.68,q4,"(100, 100)",2974,0.0011201603976051643,0.5227318214148283,-0.0007928531198032626,0.4928126078289897,28069,11931,0.70
oscillations,0.5,27,2,-12.3,10.68,q1,"(100, 100)",3001,0.006951964697034692,0.47829725507972726,-0.0008299958817113063,0.4948543799299734,28059,11941,0.70
oscillations,0.5,27,2,-12.3,10.68,q2,"(100, 100)",2924,-0.0040491459040547,0.48972661510862214,-0.0008299958817113063,0.4948543799299734,28059,11941,0.70
oscillations,0.5,27,2,-12.3,10.68,q3,"(100, 100)",3028,-0.005463200650156717,0.5058355563355097,-0.0008299958817113063,0.4948543799299734,28059,11941,0.70
oscillations,0.5,27,2,-12.3,10.68,q4,"(100, 100)",2988,-0.0008003857721503852,0.504752947209096,-0.0008299958817113063,0.4948543799299734,28059,11941,0.70
oscillations,0.5,28,2,-12.3,10.68,q1,"(100, 100)",2923,4.509554310730387e-05,0.48762642659615113,-0.000655499806376684,0.49588207873508416,28072,11928,0.70
oscillations,0.5,28,2,-12.3,10.68,q2,"(100, 100)",2978,-9.104163131156907e-05,0.5007154035454235,-0.000655499806376684,0.49588207873508416,28072,11928,0.70
oscillations,0.5,28,2,-12.3,10.68,q3,"(100, 100)",2991,-0.004936148113175296,0.48693964128306166,-0.000655499806376684,0.49588207873508416,28072,11928,0.70
oscillations,0.5,28,2,-12.3,10.68,q4,"(100, 100)",3036,0.0023335062653456608,0.5075650261238293,-0.000655499806376684,0.49588207873508416,28072,11928,0.70
oscillations,0.5,29,2,-12.3,10.68,q1,"(100, 100)",2897,0.004983185751992487,0.47577478167540366,2.3049505681300892e-05,0.49639472723799244,28068,11932,0.70
oscillations,0.5,29,2,-12.3,10.68,q2,"(100, 100)",2987,-0.003875775266181424,0.5054378199204846,2.3049505681300892e-05,0.49639472723799244,28068,11932,0.70
oscillations,0.5,29,2,-12.3,10.68,q3,"(100, 100)",3031,0.007855615035430545,0.48064873841736816,2.3049505681300892e-05,0.49639472723799244,28068,11932,0.70
oscillations,0.5,29,2,-12.3,10.68,q4,"(100, 100)",3017,-0.008748654582048071,0.521503172353747,2.3049505681300892e-05,0.49639472723799244,28068,11932,0.70
oscillations,0.5,30,2,-12.3,10.68,q1,"(100, 100)",2983,0.002444103294521091,0.482589751005415,-0.0006682923521860513,0.4949328384711523,28056,11944,0.70
oscillations,0.5,30,2,-12.3,10.68,q2,"(100, 100)",2975,-0.001738514512237232,0.4900484820595144,-0.0006682923521860513,0.4949328384711523,28056,11944,0.70
oscillations,0.5,30,2,-12.3,10.68,q3,"(100, 100)",3034,-0.005254089857132144,0.483587950513954,-0.0006682923521860513,0.4949328384711523,28056,11944,0.70
oscillations,0.5,30,2,-12.3,10.68,q4,"(100, 100)",2952,0.0019783690102906687,0.5228473630485235,-0.0006682923521860513,0.4949328384711523,28056,11944,0.70
oscillations,0.5,31,2,-12.3,10.68,q1,"(100, 100)",3017,-0.00013294702456292655,0.4778051010384414,6.115831018483641e-05,0.5088307312945605,28061,11939,0.70
oscillations,0.5,31,2,-12.3,10.68,q2,"(100, 100)",3058,0.004685972382734022,0.5059442891825973,6.115831018483641e-05,0.5088307312945605,28061,11939,0.70
oscillations,0.5,31,2,-12.3,10.68,q3,"(100, 100)",2997,-0.002391750769824571,0.532728183404721,6.115831018483641e-05,0.5088307312945605,28061,11939,0.70
oscillations,0.5,31,2,-12.3,10.68,q4,"(100, 100)",2867,-0.0021033680679572045,0.5178729846314882,6.115831018483641e-05,0.5088307312945605,28061,11939,0.70
oscillations,0.5,32,2,-12.3,10.68,q1,"(100, 100)",2966,0.011121697604358962,0.4827009682478031,-0.00046086551946149815,0.5004012827566184,28054,11946,0.70
oscillations,0.5,32,2,-12.3,10.68,q2,"(100, 100)",3018,-0.01080027329293181,0.4974914834106923,-0.00046086551946149815,0.5004012827566184,28054,11946,0.70
oscillations,0.5,32,2,-12.3,10.68,q3,"(100, 100)",2974,-0.013222975943607681,0.514727146596651,-0.00046086551946149815,0.5004012827566184,28054,11946,0.70
oscillations,0.5,32,2,-12.3,10.68,q4,"(100, 100)",2988,0.011187383087129093,0.5055630267318586,-0.00046086551946149815,0.5004012827566184,28054,11946,0.70
oscillations,0.5,33,2,-12.3,10.68,q1,"(100, 100)",3011,-0.0020950735346568455,0.508243214734352,0.0009096817789473843,0.5059383947591135,28057,11943,0.70
oscillations,0.5,33,2,-12.3,10.68,q2,"(100, 100)",2960,-7.969450786909225e-05,0.5005966033678697,0.0009096817789473843,0.5059383947591135,28057,11943,0.70
oscillations,0.5,33,2,-12.3,10.68,q3,"(100, 100)",2985,0.00802487062401527,0.5136124292386698,0.0009096817789473843,0.5059383947591135,28057,11943,0.70
oscillations,0.5,33,2,-12.3,10.68,q4,"(100, 100)",2987,-0.0021914118415040824,0.5010552480192983,0.0009096817789473843,0.5059383947591135,28057,11943,0.70
oscillations,0.5,34,2,-12.3,10.68,q1,"(100, 100)",2963,0.01129717265457057,0.46771228193911946,0.001251022054846857,0.49520848949222596,28058,11942,0.70
oscillations,0.5,34,2,-12.3,10.68,q2,"(100, 100)",3016,-0.00683646809286997,0.47297802792169574,0.001251022054846857,0.49520848949222596,28058,11942,0.70
oscillations,0.5,34,2,-12.3,10.68,q3,"(100, 100)",3011,0.002368392094949366,0.5307849072295661,0.001251022054846857,0.49520848949222596,28058,11942,0.70
oscillations,0.5,34,2,-12.3,10.68,q4,"(100, 100)",2952,-0.0017094370007818907,0.5063474850668757,0.001251022054846857,0.49520848949222596,28058,11942,0.70
oscillations,0.5,35,2,-12.3,10.68,q1,"(100, 100)",2937,-0.0010266518236894291,0.48805530080825427,-0.00035875705255339986,0.5020346608892571,28053,11947,0.70
oscillations,0.5,35,2,-12.3,10.68,q2,"(100, 100)",2966,0.002285697697573907,0.4946767556438708,-0.00035875705255339986,0.5020346608892571,28053,11947,0.70
oscillations,0.5,35,2,-12.3,10.68,q3,"(100, 100)",3130,-0.001520625972425307,0.5153980747982632,-0.00035875705255339986,0.5020346608892571,28053,11947,0.70
oscillations,0.5,35,2,-12.3,10.68,q4,"(100, 100)",2914,-0.0011292430260784513,0.5087628433401865,-0.00035875705255339986,0.5020346608892571,28053,11947,0.70
oscillations,0.5,36,2,-12.3,10.68,q1,"(100, 100)",3008,0.009566720957986599,0.46683131977486086,0.0011903427198426072,0.50559145666916,28049,11951,0.70
oscillations,0.5,36,2,-12.3,10.68,q2,"(100, 100)",3061,-0.0036063954477336844,0.48604250972300045,0.0011903427198426072,0.50559145666916,28049,11951,0.70
oscillations,0.5,36,2,-12.3,10.68,q3,"(100, 100)",2972,-0.0024143537685288024,0.5373330306849525,0.0011903427198426072,0.50559145666916,28049,11951,0.70
oscillations,0.5,36,2,-12.3,10.68,q4,"(100, 100)",2910,0.0012590120511325562,0.5301464113074295,0.0011903427198426072,0.50559145666916,28049,11951,0.70
oscillations,0.5,37,2,-12.3,10.68,q1,"(100, 100)",2988,0.0033656248946006668,0.4928618438382012,0.0023555382085190357,0.5068239838620953,28055,11945,0.70
oscillations,0.5,37,2,-12.3,10.68,q2,"(100, 100)",2967,0.0015845979107917167,0.4904113267285709,0.0023555382085190357,0.5068239838620953,28055,11945,0.70
oscillations,0.5,37,2,-12.3,10.68,q3,"(100, 100)",2957,0.006769068728310005,0.5203855667477794,0.0023555382085190357,0.5068239838620953,28055,11945,0.70
oscillations,0.5,37,2,-12.3,10.68,q4,"(100, 100)",3033,-0.0021883354814502486,0.5225031972534115,0.0023555382085190357,0.5068239838620953,28055,11945,0.70
oscillations,0.5,38,2,-12.3,10.68,q1,"(100, 100)",3057,0.016817043968312673,0.48414304723499174,0.0015738259827691762,0.5038419781291368,28065,11935,0.70
oscillations,0.5,38,2,-12.3,10.68,q2,"(100, 100)",2983,-0.007678717392794806,0.4895903955447995,0.0015738259827691762,0.5038419781291368,28065,11935,0.70
oscillations,0.5,38,2,-12.3,10.68,q3,"(100, 100)",2963,-0.003621446111153987,0.5198926874273806,0.0015738259827691762,0.5038419781291368,28065,11935,0.70
oscillations,0.5,38,2,-12.3,10.68,q4,"(100, 100)",2932,0.00034442991244012426,0.5211424238570932,0.0015738259827691762,0.5038419781291368,28065,11935,0.70
oscillations,0.5,39,2,-12.3,10.68,q1,"(100, 100)",3008,0.008090094905729277,0.45912118973120847,0.001108847666533457,0.4992003420569644,28054,11946,0.70
oscillations,0.5,39,2,-12.3,10.68,q2,"(100, 100)",3030,-0.0037645717181866043,0.5044515179109372,0.001108847666533457,0.4992003420569644,28054,11946,0.70
oscillations,0.5,39,2,-12.3,10.68,q3,"(100, 100)",2970,-0.0022466007071362233,0.49161828823766285,0.001108847666533457,0.4992003420569644,28054,11946,0.70
oscillations,0.5,39,2,-12.3,10.68,q4,"(100, 100)",2938,0.002379286982394484,0.539069846943566,0.001108847666533457,0.4992003420569644,28054,11946,0.70
oscillations,0.5,40,2,-12.3,10.68,q1,"(100, 100)",2972,0.0030419411426360395,0.48927037336497137,0.0007072556960379161,0.4977402174212576,28066,11934,0.70
oscillations,0.5,40,2,-12.3,10.68,q2,"(100, 100)",3041,0.0007667272366568285,0.4633636467072239,0.0007072556960379161,0.4977402174212576,28066,11934,0.70
oscillations,0.5,40,2,-12.3,10.68,q3,"(100, 100)",2941,-0.002561519419967371,0.5208665571819203,0.0007072556960379161,0.4977402174212576,28066,11934,0.70
oscillations,0.5,40,2,-12.3,10.68,q4,"(100, 100)",2980,0.0015441447946485877,0.5162687608562597,0.0007072556960379161,0.4977402174212576,28066,11934,0.70
oscillations,0.5,41,2,-12.3,10.68,q1,"(100, 100)",2965,0.009232181742887442,0.46512262081146427,0.0010821617854357129,0.5103820350483612,28057,11943,0.70
oscillations,0.5,41,2,-12.3,10.68,q2,"(100, 100)",3022,-0.0033663194104089932,0.5098492485320673,0.0010821617854357129,0.5103820350483612,28057,11943,0.70
oscillations,0.5,41,2,-12.3,10.68,q3,"(100, 100)",3005,-0.004796588367387888,0.5380306112136949,0.0010821617854357129,0.5103820350483612,28057,11943,0.70
oscillations,0.5,41,2,-12.3,10.68,q4,"(100, 100)",2951,0.003435311636073884,0.5251298994994763,0.0010821617854357129,0.5103820350483612,28057,11943,0.70
oscillations,0.5,42,2,-12.3,10.68,q1,"(100, 100)",2968,-0.00016180773076495504,0.4772202298972495,0.0010351827319834337,0.49945602978791076,28061,11939,0.70
oscillations,0.5,42,2,-12.3,10.68,q2,"(100, 100)",3090,0.0016327574861968819,0.49524399278602704,0.0010351827319834337,0.49945602978791076,28061,11939,0.70
oscillations,0.5,42,2,-12.3,10.68,q3,"(100, 100)",2972,-0.002253037634331773,0.482586600697467,0.0010351827319834337,0.49945602978791076,28061,11939,0.70
oscillations,0.5,42,2,-12.3,10.68,q4,"(100, 100)",2909,0.004981127259864648,0.5412588925636577,0.0010351827319834337,0.49945602978791076,28061,11939,0.70
oscillations,0.5,43,2,-12.3,10.68,q1,"(100, 100)",2948,0.010150127459048924,0.47481313480598575,-0.0004787736811646969,0.5034129853117918,28049,11951,0.70
oscillations,0.5,43,2,-12.3,10.68,q2,"(100, 100)",2979,-0.010051910153126242,0.4801476694935635,-0.0004787736811646969,0.5034129853117918,28049,11951,0.70
oscillations,0.5,43,2,-12.3,10.68,q3,"(100, 100)",2990,-0.002184508798045419,0.5222166870005575,-0.0004787736811646969,0.5034129853117918,28049,11951,0.70
oscillations,0.5,43,2,-12.3,10.68,q4,"(100, 100)",3034,0.00027419961748297955,0.5327922912518778,-0.0004787736811646969,0.5034129853117918,28049,11951,0.70
oscillations,0.5,44,2,-12.3,10.68,q1,"(100, 100)",2910,0.00013599881544877333,0.458811748936104,9.028508618548253e-05,0.49380217417403505,28058,11942,0.70
oscillations,0.5,44,2,-12.3,10.68,q2,"(100, 100)",3005,0.0023748282072063704,0.5095245366199437,9.028508618548253e-05,0.49380217417403505,28058,11942,0.70
oscillations,0.5,44,2,-12.3,10.68,q3,"(100, 100)",3021,-0.009357891917340252,0.5012363618704193,9.028508618548253e-05,0.49380217417403505,28058,11942,0.70
oscillations,0.5,44,2,-12.3,10.68,q4,"(100, 100)",3006,0.007257571745143334,0.5027509417636034,9.028508618548253e-05,0.49380217417403505,28058,11942,0.70
oscillations,0.5,45,2,-12.3,10.68,q1,"(100, 100)",2888,0.008798232877985975,0.49615049596517197,0.000845655846158095,0.5040246495621065,28066,11934,0.70
oscillations,0.5,45,2,-12.3,10.68,q2,"(100, 100)",3028,-0.003200673150628257,0.5002835411592568,0.000845655846158095,0.5040246495621065,28066,11934,0.70
oscillations,0.5,45,2,-12.3,10.68,q3,"(100, 100)",3014,-0.0030007348415967755,0.5008395640593599,0.000845655846158095,0.5040246495621065,28066,11934,0.70
oscillations,0.5,45,2,-12.3,10.68,q4,"(100, 100)",3004,0.0011380204491019444,0.518187714094706,0.000845655846158095,0.5040246495621065,28066,11934,0.70
oscillations,0.5,46,2,-12.3,10.68,q1,"(100, 100)",2950,0.0017444267390823015,0.4582563937062217,0.0004213324344483444,0.4931064727806509,28069,11931,0.70
oscillations,0.5,46,2,-12.3,10.68,q2,"(100, 100)",3012,-0.0026113463657316373,0.4882872872489851,0.0004213324344483444,0.4931064727806509,28069,11931,0.70
oscillations,0.5,46,2,-12.3,10.68,q3,"(100, 100)",2998,0.00041439082867294693,0.4974561618882855,0.0004213324344483444,0.4931064727806509,28069,11931,0.70
oscillations,0.5,46,2,-12.3,10.68,q4,"(100, 100)",2971,0.0021891248550429485,0.5258398205198418,0.0004213324344483444,0.4931064727806509,28069,11931,0.70
oscillations,0.5,47,2,-12.3,10.68,q1,"(100, 100)",2961,-0.0018424114148235615,0.4505357498281606,0.00039172387714433516,0.4941927824479104,28065,11935,0.70
oscillations,0.5,47,2,-12.3,10.68,q2,"(100, 100)",2982,0.0018724752866951652,0.48852423476110857,0.00039172387714433516,0.4941927824479104,28065,11935,0.70
oscillations,0.5,47,2,-12.3,10.68,q3,"(100, 100)",3008,-0.006640528423999606,0.5017461672173421,0.00039172387714433516,0.4941927824479104,28065,11935,0.70
oscillations,0.5,47,2,-12.3,10.68,q4,"(100, 100)",2984,0.00821769197971717,0.5319943992305296,0.00039172387714433516,0.4941927824479104,28065,11935,0.70
oscillations,0.5,48,2,-12.3,10.68,q1,"(100, 100)",2965,0.009951316688282683,0.4824539724340447,0.0009334980805188296,0.49766633824252343,28058,11942,0.70
oscillations,0.5,48,2,-12.3,10.68,q2,"(100, 100)",3041,-0.005499689165510876,0.4888053757241806,0.0009334980805188296,0.49766633824252343,28058,11942,0.70
oscillations,0.5,48,2,-12.3,10.68,q3,"(100, 100)",2962,-0.0027826753423027327,0.4935832837873576,0.0009334980805188296,0.49766633824252343,28058,11942,0.70
oscillations,0.5,48,2,-12.3,10.68,q4,"(100, 100)",2974,0.0022222660433816326,0.5247540492667193,0.0009334980805188296,0.49766633824252343,28058,11942,0.70
oscillations,0.5,49,2,-12.3,10.68,q1,"(100, 100)",2997,0.0009243659473445959,0.47535037549479364,-0.0018742453237721452,0.5025634394707797,28063,11937,0.70
oscillations,0.5,49,2,-12.3,10.68,q2,"(100, 100)",2927,-0.003987238927266941,0.5221520647849366,-0.0018742453237721452,0.5025634394707797,28063,11937,0.70
oscillations,0.5,49,2,-12.3,10.68,q3,"(100, 100)",3009,-0.0011375688094842373,0.4976932911932099,-0.0018742453237721452,0.5025634394707797,28063,11937,0.70
oscillations,0.5,49,2,-12.3,10.68,q4,"(100, 100)",3004,-0.0033454055546642647,0.5142240867609728,-0.0018742453237721452,0.5025634394707797,28063,11937,0.70
oscillations,0.5,0,3,-17.0,8.65,q1,"(100, 100)",2882,0.000678566158850145,0.5060107758617023,0.0006744090827181271,0.5369601584054015,28058,11942,0.70
oscillations,0.5,0,3,-17.0,8.65,q2,"(100, 100)",3038,0.0014499120394631114,0.5414293512668965,0.0006744090827181271,0.5369601584054015,28058,11942,0.70
oscillations,0.5,0,3,-17.0,8.65,q3,"(100, 100)",2978,-0.004384274115559765,0.5559657012091058,0.0006744090827181271,0.5369601584054015,28058,11942,0.70
oscillations,0.5,0,3,-17.0,8.65,q4,"(100, 100)",3044,0.0048454997162489495,0.5419532159503838,0.0006744090827181271,0.5369601584054015,28058,11942,0.70
oscillations,0.5,1,3,-17.0,8.65,q1,"(100, 100)",3015,0.0008694226204073439,0.541231960283492,-0.0002392078012793078,0.5441951517817877,28057,11943,0.70
oscillations,0.5,1,3,-17.0,8.65,q2,"(100, 100)",3009,-0.00015361587183570485,0.518816309697235,-0.0002392078012793078,0.5441951517817877,28057,11943,0.70
oscillations,0.5,1,3,-17.0,8.65,q3,"(100, 100)",2966,-0.0066922575122917985,0.579286877178528,-0.0002392078012793078,0.5441951517817877,28057,11943,0.70
oscillations,0.5,1,3,-17.0,8.65,q4,"(100, 100)",2953,0.005023128333425059,0.5359594778130712,-0.0002392078012793078,0.5441951517817877,28057,11943,0.70
oscillations,0.5,2,3,-17.0,8.65,q1,"(100, 100)",2916,0.01254346271159125,0.5262530254383775,-1.7300652596485586e-05,0.5375362854517706,28061,11939,0.70
oscillations,0.5,2,3,-17.0,8.65,q2,"(100, 100)",2962,-0.01015157289869189,0.5249726009454255,-1.7300652596485586e-05,0.5375362854517706,28061,11939,0.70
oscillations,0.5,2,3,-17.0,8.65,q3,"(100, 100)",3036,0.0052675028472314095,0.5600898359672554,-1.7300652596485586e-05,0.5375362854517706,28061,11939,0.70
oscillations,0.5,2,3,-17.0,8.65,q4,"(100, 100)",3025,-0.007506270901361556,0.5370331690681392,-1.7300652596485586e-05,0.5375362854517706,28061,11939,0.70
oscillations,0.5,3,3,-17.0,8.65,q1,"(100, 100)",2944,0.011195408526164144,0.5338136209655786,0.00096153479303106,0.5414741025789924,28055,11945,0.70
oscillations,0.5,3,3,-17.0,8.65,q2,"(100, 100)",2968,-0.005608259912153732,0.5437488484529185,0.00096153479303106,0.5414741025789924,28055,11945,0.70
oscillations,0.5,3,3,-17.0,8.65,q3,"(100, 100)",3118,-0.008712415421074218,0.5508208471941826,0.00096153479303106,0.5414741025789924,28055,11945,0.70
oscillations,0.5,3,3,-17.0,8.65,q4,"(100, 100)",2915,0.007662736570809761,0.5364557497313737,0.00096153479303106,0.5414741025789924,28055,11945,0.70
oscillations,0.5,4,3,-17.0,8.65,q1,"(100, 100)",2984,0.004514425151057148,0.5253677732414486,0.00022351241254027382,0.5482340720131869,28059,11941,0.70
oscillations,0.5,4,3,-17.0,8.65,q2,"(100, 100)",3070,-0.003100689709012008,0.5141555624758187,0.00022351241254027382,0.5482340720131869,28059,11941,0.70
oscillations,0.5,4,3,-17.0,8.65,q3,"(100, 100)",2949,-0.00955013557313637,0.5915649976269216,0.00022351241254027382,0.5482340720131869,28059,11941,0.70
oscillations,0.5,4,3,-17.0,8.65,q4,"(100, 100)",2938,0.009149211803687848,0.5599520362398073,0.00022351241254027382,0.5482340720131869,28059,11941,0.70
oscillations,0.5,5,3,-17.0,8.65,q1,"(100, 100)",2996,0.008789225564053295,0.5159732353302918,0.00024362505340268576,0.5335092375105039,28061,11939,0.70
oscillations,0.5,5,3,-17.0,8.65,q2,"(100, 100)",2941,-0.006842222924185593,0.5179935058863587,0.00024362505340268576,0.5335092375105039,28061,11939,0.70
oscillations,0.5,5,3,-17.0,8.65,q3,"(100, 100)",2939,-0.009200022056073509,0.5435578110532986,0.00024362505340268576,0.5335092375105039,28061,11939,0.70
oscillations,0.5,5,3,-17.0,8.65,q4,"(100, 100)",3063,0.007749906028567049,0.5546637606461712,0.00024362505340268576,0.5335092375105039,28061,11939,0.70
oscillations,0.5,6,3,-17.0,8.65,q1,"(100, 100)",2977,0.003455034483121263,0.5030096737269283,0.0019077543006123957,0.5327851664380896,28050,11950,0.70
oscillations,0.5,6,3,-17.0,8.65,q2,"(100, 100)",2966,-9.382584482187477e-05,0.5216072964708245,0.0019077543006123957,0.5327851664380896,28050,11950,0.70
oscillations,0.5,6,3,-17.0,8.65,q3,"(100, 100)",3066,0.0031266201966935843,0.5335203561920157,0.0019077543006123957,0.5327851664380896,28050,11950,0.70
oscillations,0.5,6,3,-17.0,8.65,q4,"(100, 100)",2941,0.0010894580648572888,0.5710857770929283,0.0019077543006123957,0.5327851664380896,28050,11950,0.70
oscillations,0.5,7,3,-17.0,8.65,q1,"(100, 100)",2915,0.010183932757932883,0.5391346603167205,-0.00020696036337584893,0.530000845503577,28060,11940,0.70
oscillations,0.5,7,3,-17.0,8.65,q2,"(100, 100)",2993,-0.006213930851830866,0.5150443735670467,-0.00020696036337584893,0.530000845503577,28060,11940,0.70
oscillations,0.5,7,3,-17.0,8.65,q3,"(100, 100)",3098,-0.011095883309750516,0.5479876369499799,-0.00020696036337584893,0.530000845503577,28060,11940,0.70
oscillations,0.5,7,3,-17.0,8.65,q4,"(100, 100)",2934,0.007094775325512912,0.5160885526913918,-0.00020696036337584893,0.530000845503577,28060,11940,0.70
oscillations,0.5,8,3,-17.0,8.65,q1,"(100, 100)",2903,0.004411327078493292,0.5292371652414983,-0.0015857593469618134,0.5324716716252332,28066,11934,0.70
oscillations,0.5,8,3,-17.0,8.65,q2,"(100, 100)",3044,-0.010334082040417832,0.5009542633595394,-0.0015857593469618134,0.5324716716252332,28066,11934,0.70
oscillations,0.5,8,3,-17.0,8.65,q3,"(100, 100)",3039,-0.005087683698063257,0.5551110080933748,-0.0015857593469618134,0.5324716716252332,28066,11934,0.70
