dyn,pqif,cut,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations,1,0.25,33,1,,10.74,q4,"(150, 150)",6667,-0.0012541583231504964,0.5119875557748007,-0.0004463384860581695,0.5228317955240086,28062,11938,0.70
oscillations,1,0.25,34,1,,10.74,q1,"(50, 50)",694,0.007155596365778019,0.5606610301337872,-0.000347107933897974,0.5272127589190241,28060,11940,0.70
oscillations,1,0.25,34,1,,10.74,q2,"(50, 150)",2203,-0.00658198876709629,0.6063118491739627,-0.000347107933897974,0.5272127589190241,28060,11940,0.70
oscillations,1,0.25,34,1,,10.74,q3,"(150, 50)",2307,0.013790459467279567,0.48682636160991793,-0.000347107933897974,0.5272127589190241,28060,11940,0.70
oscillations,1,0.25,34,1,,10.74,q4,"(150, 150)",6736,-0.003922939629704958,0.5087309732111861,-0.000347107933897974,0.5272127589190241,28060,11940,0.70
oscillations,1,0.25,35,1,,10.74,q1,"(50, 50)",765,0.017972685782930452,0.56087977466785,0.0014578948710640824,0.5174739058690639,28054,11946,0.70
oscillations,1,0.25,35,1,,10.74,q2,"(50, 150)",2273,-0.0019538254184669483,0.5477207264425151,0.0014578948710640824,0.5174739058690639,28054,11946,0.70
oscillations,1,0.25,35,1,,10.74,q3,"(150, 50)",2272,-0.001061525568760577,0.5109652172716904,0.0014578948710640824,0.5174739058690639,28054,11946,0.70
oscillations,1,0.25,35,1,,10.74,q4,"(150, 150)",6636,0.0015852529798356149,0.5035888733099825,0.0014578948710640824,0.5174739058690639,28054,11946,0.70
oscillations,1,0.25,36,1,,10.74,q1,"(50, 50)",723,0.015809296346011414,0.5903467234857936,-0.0006023204252868515,0.5251670347637614,28051,11949,0.70
oscillations,1,0.25,36,1,,10.74,q2,"(50, 150)",2278,-0.008895743833722578,0.5544600531666375,-0.0006023204252868515,0.5251670347637614,28051,11949,0.70
oscillations,1,0.25,36,1,,10.74,q3,"(150, 50)",2264,0.0036135780561440066,0.5031385659630686,-0.0006023204252868515,0.5251670347637614,28051,11949,0.70
oscillations,1,0.25,36,1,,10.74,q4,"(150, 150)",6684,-0.00097903714629097,0.514559130711912,-0.0006023204252868515,0.5251670347637614,28051,11949,0.70
oscillations,1,0.25,37,1,,10.74,q1,"(50, 50)",739,-0.0031773346391624543,0.5841575260177821,-0.0005599174171368269,0.5231839321799954,28055,11945,0.70
oscillations,1,0.25,37,1,,10.74,q2,"(50, 150)",2263,-0.0008672072289036579,0.5662273630122056,-0.0005599174171368269,0.5231839321799954,28055,11945,0.70
oscillations,1,0.25,37,1,,10.74,q3,"(150, 50)",2316,0.00256384456015029,0.48790914503897737,-0.0005599174171368269,0.5231839321799954,28055,11945,0.70
oscillations,1,0.25,37,1,,10.74,q4,"(150, 150)",6627,-0.0012547966337192458,0.512483465897016,-0.0005599174171368269,0.5231839321799954,28055,11945,0.70
oscillations,1,0.25,38,1,,10.74,q1,"(50, 50)",745,0.026259275065835506,0.6154051810827604,-5.461790311121295e-05,0.5403965795078689,28055,11945,0.70
oscillations,1,0.25,38,1,,10.74,q2,"(50, 150)",2253,-0.011335810295179036,0.5782542926853754,-5.461790311121295e-05,0.5403965795078689,28055,11945,0.70
oscillations,1,0.25,38,1,,10.74,q3,"(150, 50)",2227,0.006429618047240369,0.5203700075955506,-5.461790311121295e-05,0.5403965795078689,28055,11945,0.70
oscillations,1,0.25,38,1,,10.74,q4,"(150, 150)",6720,-0.001338504400725718,0.5245224438058708,-5.461790311121295e-05,0.5403965795078689,28055,11945,0.70
oscillations,1,0.25,39,1,,10.74,q1,"(50, 50)",760,0.041382769043758816,0.5966628160626465,0.0001774522937596461,0.5221828644540814,28061,11939,0.70
oscillations,1,0.25,39,1,,10.74,q2,"(50, 150)",2306,-0.011222658151447837,0.5263730310874144,0.0001774522937596461,0.5221828644540814,28061,11939,0.70
oscillations,1,0.25,39,1,,10.74,q3,"(150, 50)",2238,-0.007303258165443624,0.5147775753513906,0.0001774522937596461,0.5221828644540814,28061,11939,0.70
oscillations,1,0.25,39,1,,10.74,q4,"(150, 150)",6635,0.0019430052650250603,0.5137424401274231,0.0001774522937596461,0.5221828644540814,28061,11939,0.70
oscillations,1,0.25,40,1,,10.74,q1,"(50, 50)",744,0.02728901809997554,0.5520582389684849,0.0016008069030270602,0.5331484833721206,28065,11935,0.70
oscillations,1,0.25,40,1,,10.74,q2,"(50, 150)",2232,-0.004185610041863209,0.581376312578944,0.0016008069030270602,0.5331484833721206,28065,11935,0.70
oscillations,1,0.25,40,1,,10.74,q3,"(150, 50)",2257,0.011163317583633012,0.49658017943116933,0.0016008069030270602,0.5331484833721206,28065,11935,0.70
oscillations,1,0.25,40,1,,10.74,q4,"(150, 150)",6702,-0.0025441249256303866,0.5259438139028686,0.0016008069030270602,0.5331484833721206,28065,11935,0.70
oscillations,1,0.25,41,1,,10.74,q1,"(50, 50)",751,0.018564270441980956,0.6008880719287907,-0.0005539226151133598,0.5282161689814421,28062,11938,0.70
oscillations,1,0.25,41,1,,10.74,q2,"(50, 150)",2203,-0.008857753135903574,0.558575143981558,-0.0005539226151133598,0.5282161689814421,28062,11938,0.70
oscillations,1,0.25,41,1,,10.74,q3,"(150, 50)",2236,0.007371456345960467,0.5050387954100646,-0.0005539226151133598,0.5282161689814421,28062,11938,0.70
oscillations,1,0.25,41,1,,10.74,q4,"(150, 150)",6748,-0.002596834841778749,0.5166779803420505,-0.0005539226151133598,0.5282161689814421,28062,11938,0.70
oscillations,1,0.25,42,1,,10.74,q1,"(50, 50)",731,0.03824812555122952,0.6107743024844174,5.925040503797405e-05,0.5368466056171082,28057,11943,0.70
oscillations,1,0.25,42,1,,10.74,q2,"(50, 150)",2192,-0.00546291418193745,0.5837336088225361,5.925040503797405e-05,0.5368466056171082,28057,11943,0.70
oscillations,1,0.25,42,1,,10.74,q3,"(150, 50)",2278,0.016327950679742766,0.4993789460702003,5.925040503797405e-05,0.5368466056171082,28057,11943,0.70
oscillations,1,0.25,42,1,,10.74,q4,"(150, 150)",6742,-0.0077828709510868255,0.5241396373735369,5.925040503797405e-05,0.5368466056171082,28057,11943,0.70
oscillations,1,0.25,43,1,,10.74,q1,"(50, 50)",720,0.023930499273795612,0.5190068218369249,3.810081482625404e-05,0.5254147320769078,28060,11940,0.70
oscillations,1,0.25,43,1,,10.74,q2,"(50, 150)",2298,-0.005502465760258033,0.5747880304388604,3.810081482625404e-05,0.5254147320769078,28060,11940,0.70
oscillations,1,0.25,43,1,,10.74,q3,"(150, 50)",2206,-0.0016756037475645445,0.5087920111149189,3.810081482625404e-05,0.5254147320769078,28060,11940,0.70
oscillations,1,0.25,43,1,,10.74,q4,"(150, 150)",6716,-6.461994697841246e-05,0.5135810477246741,3.810081482625404e-05,0.5254147320769078,28060,11940,0.70
oscillations,1,0.25,44,1,,10.74,q1,"(50, 50)",758,0.014012695510528311,0.5584758984369245,0.0006966418092098764,0.5389605677842214,28066,11934,0.70
oscillations,1,0.25,44,1,,10.74,q2,"(50, 150)",2279,-0.004814539875193072,0.5634324676374212,0.0006966418092098764,0.5389605677842214,28066,11934,0.70
oscillations,1,0.25,44,1,,10.74,q3,"(150, 50)",2215,-0.009611620834903906,0.5286727210101246,0.0006966418092098764,0.5389605677842214,28066,11934,0.70
oscillations,1,0.25,44,1,,10.74,q4,"(150, 150)",6682,0.00448281602499362,0.5314214423318192,0.0006966418092098764,0.5389605677842214,28066,11934,0.70
oscillations,1,0.25,45,1,,10.74,q1,"(50, 50)",741,0.006797314741495392,0.5816935992667008,-0.0009412826992501542,0.5318103836526628,28055,11945,0.70
oscillations,1,0.25,45,1,,10.74,q2,"(50, 150)",2252,-0.0037540835662137687,0.5750061952092204,-0.0009412826992501542,0.5318103836526628,28055,11945,0.70
oscillations,1,0.25,45,1,,10.74,q3,"(150, 50)",2284,-0.0037859475663984295,0.5056921263128544,-0.0009412826992501542,0.5318103836526628,28055,11945,0.70
oscillations,1,0.25,45,1,,10.74,q4,"(150, 150)",6668,0.00012310563388965974,0.5193951704697795,-0.0009412826992501542,0.5318103836526628,28055,11945,0.70
oscillations,1,0.25,46,1,,10.74,q1,"(50, 50)",698,-0.0031897006049243417,0.6008308843021343,-0.0011705365319534752,0.5314577360260978,28044,11956,0.70
oscillations,1,0.25,46,1,,10.74,q2,"(50, 150)",2279,0.002132868317917183,0.5485819741678577,-0.0011705365319534752,0.5314577360260978,28044,11956,0.70
oscillations,1,0.25,46,1,,10.74,q3,"(150, 50)",2284,-0.0010683947353599418,0.493419329902612,-0.0011705365319534752,0.5314577360260978,28044,11956,0.70
oscillations,1,0.25,46,1,,10.74,q4,"(150, 150)",6695,-0.0021193602800253478,0.5303364764794072,-0.0011705365319534752,0.5314577360260978,28044,11956,0.70
oscillations,1,0.25,47,1,,10.74,q1,"(50, 50)",754,0.03447994950843569,0.6381088483270453,0.0011525310793987125,0.5256081228667592,28058,11942,0.70
oscillations,1,0.25,47,1,,10.74,q2,"(50, 150)",2205,-0.008242909422904142,0.5431297928679458,0.0011525310793987125,0.5256081228667592,28058,11942,0.70
oscillations,1,0.25,47,1,,10.74,q3,"(150, 50)",2322,-0.004954235454272146,0.5181236682188397,0.0011525310793987125,0.5256081228667592,28058,11942,0.70
oscillations,1,0.25,47,1,,10.74,q4,"(150, 150)",6661,0.0026189752624444476,0.5077386098847855,0.0011525310793987125,0.5256081228667592,28058,11942,0.70
oscillations,1,0.25,48,1,,10.74,q1,"(50, 50)",711,-0.01703540593475426,0.5882226897300149,0.00032626668390068757,0.5205601156209226,28067,11933,0.70
oscillations,1,0.25,48,1,,10.74,q2,"(50, 150)",2284,0.00320128402926103,0.5483025701324695,0.00032626668390068757,0.5205601156209226,28067,11933,0.70
oscillations,1,0.25,48,1,,10.74,q3,"(150, 50)",2206,0.01062109864650079,0.5021903018569113,0.00032626668390068757,0.5205601156209226,28067,11933,0.70
oscillations,1,0.25,48,1,,10.74,q4,"(150, 150)",6732,-0.0021890021358312154,0.5089986453540244,0.00032626668390068757,0.5205601156209226,28067,11933,0.70
oscillations,1,0.25,49,1,,10.74,q1,"(50, 50)",708,-0.0046786634613688255,0.5674100558289527,0.002611377610842537,0.5210683864517138,28066,11934,0.70
oscillations,1,0.25,49,1,,10.74,q2,"(50, 150)",2283,0.0026982631648395077,0.5302619898600662,0.002611377610842537,0.5210683864517138,28066,11934,0.70
oscillations,1,0.25,49,1,,10.74,q3,"(150, 50)",2244,0.0018562476273923118,0.5374700632948171,0.002611377610842537,0.5210683864517138,28066,11934,0.70
oscillations,1,0.25,49,1,,10.74,q4,"(150, 150)",6699,0.0036051828119490993,0.5070154175046816,0.002611377610842537,0.5210683864517138,28066,11934,0.70
oscillations,1,0.25,0,2,,10.74,q1,"(50, 50)",674,0.009341868410110154,0.6106987892843565,8.083384367310755e-05,0.5308827006428469,28068,11932,0.70
oscillations,1,0.25,0,2,,10.74,q2,"(50, 150)",2244,-0.0019446772694173846,0.5849438045993728,8.083384367310755e-05,0.5308827006428469,28068,11932,0.70
oscillations,1,0.25,0,2,,10.74,q3,"(150, 50)",2262,0.008224581918773337,0.481420904873069,8.083384367310755e-05,0.5308827006428469,28068,11932,0.70
oscillations,1,0.25,0,2,,10.74,q4,"(150, 150)",6752,-0.0028987053307759788,0.5190626897772723,8.083384367310755e-05,0.5308827006428469,28068,11932,0.70
oscillations,1,0.25,1,2,,10.74,q1,"(50, 50)",721,0.017799418821068485,0.5128073891837754,0.0025729813197930447,0.534289774564272,28052,11948,0.70
oscillations,1,0.25,1,2,,10.74,q2,"(50, 150)",2290,-0.004163425715322178,0.5556535820467847,0.0025729813197930447,0.534289774564272,28052,11948,0.70
oscillations,1,0.25,1,2,,10.74,q3,"(150, 50)",2249,0.007209660006806175,0.5272744612821642,0.0025729813197930447,0.534289774564272,28052,11948,0.70
oscillations,1,0.25,1,2,,10.74,q4,"(150, 150)",6688,0.0016788755041383986,0.5313880733238441,0.0025729813197930447,0.534289774564272,28052,11948,0.70
oscillations,1,0.25,2,2,,10.74,q1,"(50, 50)",749,0.029603008187173777,0.5183425001564679,0.000189260180721041,0.524370934201638,28046,11954,0.70
oscillations,1,0.25,2,2,,10.74,q2,"(50, 150)",2267,-0.007641434656222149,0.5542881186841585,0.000189260180721041,0.524370934201638,28046,11954,0.70
oscillations,1,0.25,2,2,,10.74,q3,"(150, 50)",2291,0.006403835150857427,0.49476234698574084,0.000189260180721041,0.524370934201638,28046,11954,0.70
oscillations,1,0.25,2,2,,10.74,q4,"(150, 150)",6647,-0.0025964030234410375,0.5243358062415386,0.000189260180721041,0.524370934201638,28046,11954,0.70
oscillations,1,0.25,3,2,,10.74,q1,"(50, 50)",731,0.03264028873477705,0.6160006579049203,0.00060312671132013,0.5330085347450837,28055,11945,0.70
oscillations,1,0.25,3,2,,10.74,q2,"(50, 150)",2255,-0.012210205836739551,0.5690040904870618,0.00060312671132013,0.5330085347450837,28055,11945,0.70
oscillations,1,0.25,3,2,,10.74,q3,"(150, 50)",2243,0.0312137849768878,0.5348583735516567,0.00060312671132013,0.5330085347450837,28055,11945,0.70
oscillations,1,0.25,3,2,,10.74,q4,"(150, 150)",6716,-0.008804974395431018,0.5090891862182327,0.00060312671132013,0.5330085347450837,28055,11945,0.70
oscillations,1,0.25,4,2,,10.74,q1,"(50, 50)",737,-0.0038033757829830984,0.6155286814325144,0.00011043652045247441,0.530979921494367,28064,11936,0.70
oscillations,1,0.25,4,2,,10.74,q2,"(50, 150)",2242,0.0016543394378455598,0.557354203282633,0.00011043652045247441,0.530979921494367,28064,11936,0.70
oscillations,1,0.25,4,2,,10.74,q3,"(150, 50)",2237,-0.0037532744425179247,0.5277143052133053,0.00011043652045247441,0.530979921494367,28064,11936,0.70
oscillations,1,0.25,4,2,,10.74,q4,"(150, 150)",6720,0.0013107595488753181,0.5127123099920137,0.00011043652045247441,0.530979921494367,28064,11936,0.70
oscillations,1,0.25,5,2,,10.74,q1,"(50, 50)",715,0.0005722883777572165,0.5601654514580783,0.00014061444769467146,0.5427806888499338,28061,11939,0.70
oscillations,1,0.25,5,2,,10.74,q2,"(50, 150)",2208,-0.0003184859030764417,0.6274632858871106,0.00014061444769467146,0.5427806888499338,28061,11939,0.70
oscillations,1,0.25,5,2,,10.74,q3,"(150, 50)",2308,-0.0036155221797321436,0.5295367318811175,0.00014061444769467146,0.5427806888499338,28061,11939,0.70
oscillations,1,0.25,5,2,,10.74,q4,"(150, 150)",6708,0.0015380816585785367,0.5146135303780781,0.00014061444769467146,0.5427806888499338,28061,11939,0.70
oscillations,1,0.25,6,2,,10.74,q1,"(50, 50)",730,0.004987777902247841,0.5553032296102519,0.002269810513288471,0.5325778524987805,28061,11939,0.70
oscillations,1,0.25,6,2,,10.74,q2,"(50, 150)",2279,-0.00022860760316238687,0.5695060301700999,0.002269810513288471,0.5325778524987805,28061,11939,0.70
oscillations,1,0.25,6,2,,10.74,q3,"(150, 50)",2256,-0.004583215706163781,0.4945462776562248,0.002269810513288471,0.5325778524987805,28061,11939,0.70
oscillations,1,0.25,6,2,,10.74,q4,"(150, 150)",6674,0.005142181781573678,0.5293534747343909,0.002269810513288471,0.5325778524987805,28061,11939,0.70
oscillations,1,0.25,7,2,,10.74,q1,"(50, 50)",702,0.006784899585171579,0.6071649652569024,0.0016670609631564861,0.5362962172433374,28063,11937,0.70
oscillations,1,0.25,7,2,,10.74,q2,"(50, 150)",2278,0.005228291649711343,0.5704887145719113,0.0016670609631564861,0.5362962172433374,28063,11937,0.70
oscillations,1,0.25,7,2,,10.74,q3,"(150, 50)",2243,0.004838228392757124,0.5105176374677601,0.0016670609631564861,0.5362962172433374,28063,11937,0.70
oscillations,1,0.25,7,2,,10.74,q4,"(150, 150)",6714,-0.0011357592276717546,0.5246881523078601,0.0016670609631564861,0.5362962172433374,28063,11937,0.70
oscillations,1,0.25,8,2,,10.74,q1,"(50, 50)",731,0.02421598349408856,0.5546016482723743,0.0026138163417011233,0.531243660211463,28059,11941,0.70
oscillations,1,0.25,8,2,,10.74,q2,"(50, 150)",2235,-0.007332380411206808,0.57201289235316,0.0026138163417011233,0.531243660211463,28059,11941,0.70
oscillations,1,0.25,8,2,,10.74,q3,"(150, 50)",2234,0.015443706942394551,0.5122872783914124,0.0026138163417011233,0.531243660211463,28059,11941,0.70
oscillations,1,0.25,8,2,,10.74,q4,"(150, 150)",6741,-0.0006829363726728739,0.5205414513228104,0.0026138163417011233,0.531243660211463,28059,11941,0.70
oscillations,1,0.25,9,2,,10.74,q1,"(50, 50)",731,0.020658303428399777,0.5547290726518366,-0.0002926276837926002,0.5220354393936164,28070,11930,0.70
oscillations,1,0.25,9,2,,10.74,q2,"(50, 150)",2263,-0.011535202484334962,0.5749469584689202,-0.0002926276837926002,0.5220354393936164,28070,11930,0.70
oscillations,1,0.25,9,2,,10.74,q3,"(150, 50)",2262,0.014733768289396081,0.49177936473820144,-0.0002926276837926002,0.5220354393936164,28070,11930,0.70
oscillations,1,0.25,9,2,,10.74,q4,"(150, 150)",6674,-0.0038681283671516153,0.5091170503036855,-0.0002926276837926002,0.5220354393936164,28070,11930,0.70
oscillations,1,0.25,10,2,,10.74,q1,"(50, 50)",744,-0.015364876998639648,0.5286173535653943,0.0018604119735036834,0.53809547046743,28047,11953,0.70
oscillations,1,0.25,10,2,,10.74,q2,"(50, 150)",2275,0.009169695580865183,0.5731385534565229,0.0018604119735036834,0.53809547046743,28047,11953,0.70
oscillations,1,0.25,10,2,,10.74,q3,"(150, 50)",2218,0.014277432566665573,0.5553063023465146,0.0018604119735036834,0.53809547046743,28047,11953,0.70
oscillations,1,0.25,10,2,,10.74,q4,"(150, 150)",6716,-0.002808134317012378,0.520708351329526,0.0018604119735036834,0.53809547046743,28047,11953,0.70
oscillations,1,0.25,11,2,,10.74,q1,"(50, 50)",753,0.01821591350075774,0.5712796010330878,0.0015641581047074167,0.5274314359017822,28058,11942,0.70
oscillations,1,0.25,11,2,,10.74,q2,"(50, 150)",2232,-0.003919999894114697,0.560448556668623,0.0015641581047074167,0.5274314359017822,28058,11942,0.70
oscillations,1,0.25,11,2,,10.74,q3,"(150, 50)",2189,-0.0014125983412308406,0.5096427081904683,0.0015641581047074167,0.5274314359017822,28058,11942,0.70
oscillations,1,0.25,11,2,,10.74,q4,"(150, 150)",6768,0.002482891659716859,0.5166242795126884,0.0015641581047074167,0.5274314359017822,28058,11942,0.70
oscillations,1,0.25,12,2,,10.74,q1,"(50, 50)",708,-0.01533065725042285,0.5856738381537396,-0.0005680172769629936,0.5285421272698656,28056,11944,0.70
oscillations,1,0.25,12,2,,10.74,q2,"(50, 150)",2271,0.003399185065751494,0.5413684380740192,-0.0005680172769629936,0.5285421272698656,28056,11944,0.70
oscillations,1,0.25,12,2,,10.74,q3,"(150, 50)",2204,-0.0015090475168651693,0.5209818114127364,-0.0005680172769629936,0.5285421272698656,28056,11944,0.70
oscillations,1,0.25,12,2,,10.74,q4,"(150, 150)",6761,-4.790734801026641e-05,0.5202299125110753,-0.0005680172769629936,0.5285421272698656,28056,11944,0.70
oscillations,1,0.25,13,2,,10.74,q1,"(50, 50)",725,0.014665790317126873,0.5172626854976253,-0.0011790938615114305,0.5228442086279598,28059,11941,0.70
oscillations,1,0.25,13,2,,10.74,q2,"(50, 150)",2241,-0.00667049218335207,0.5709212778141453,-0.0011790938615114305,0.5228442086279598,28059,11941,0.70
oscillations,1,0.25,13,2,,10.74,q3,"(150, 50)",2207,0.009014391814231233,0.5172429248830493,-0.0011790938615114305,0.5228442086279598,28059,11941,0.70
oscillations,1,0.25,13,2,,10.74,q4,"(150, 150)",6768,-0.0043821583231887255,0.5083255727066792,-0.0011790938615114305,0.5228442086279598,28059,11941,0.70
oscillations,1,0.25,14,2,,10.74,q1,"(50, 50)",737,0.006834603401335604,0.6157771879397232,0.0015774052846635458,0.5228914433168047,28066,11934,0.70
oscillations,1,0.25,14,2,,10.74,q2,"(50, 150)",2247,0.0054639611408192346,0.5530129507336538,0.0015774052846635458,0.5228914433168047,28066,11934,0.70
oscillations,1,0.25,14,2,,10.74,q3,"(150, 50)",2145,0.0015029713928158752,0.4915891315416396,0.0015774052846635458,0.5228914433168047,28066,11934,0.70
oscillations,1,0.25,14,2,,10.74,q4,"(150, 150)",6805,-0.00025183576203092876,0.5111340472308529,0.0015774052846635458,0.5228914433168047,28066,11934,0.70
oscillations,1,0.25,15,2,,10.74,q1,"(50, 50)",753,-0.010581353498595526,0.5521133152665374,0.0005622655113430248,0.5371726338047176,28052,11948,0.70
oscillations,1,0.25,15,2,,10.74,q2,"(50, 150)",2266,0.008284290179635822,0.5651955322230066,0.0005622655113430248,0.5371726338047176,28052,11948,0.70
oscillations,1,0.25,15,2,,10.74,q3,"(150, 50)",2251,-0.006943215983477846,0.532352417099464,0.0005622655113430248,0.5371726338047176,28052,11948,0.70
oscillations,1,0.25,15,2,,10.74,q4,"(150, 150)",6678,0.0017284643824083173,0.5271814470185746,0.0005622655113430248,0.5371726338047176,28052,11948,0.70
oscillations,1,0.25,16,2,,10.74,q1,"(50, 50)",735,0.029569553544253852,0.5463344026774488,-0.00038105659816279973,0.5169343116076033,28066,11934,0.70
oscillations,1,0.25,16,2,,10.74,q2,"(50, 150)",2174,-0.00943449951310762,0.5608257807777519,-0.00038105659816279973,0.5169343116076033,28066,11934,0.70
oscillations,1,0.25,16,2,,10.74,q3,"(150, 50)",2276,0.006100247411660211,0.4598120411686846,-0.00038105659816279973,0.5169343116076033,28066,11934,0.70
oscillations,1,0.25,16,2,,10.74,q4,"(150, 150)",6749,-0.002912240697132033,0.5169621914666146,-0.00038105659816279973,0.5169343116076033,28066,11934,0.70
oscillations,1,0.25,17,2,,10.74,q1,"(50, 50)",775,0.034841765661653146,0.6077781316024722,0.0011153025537215398,0.5251581281773351,28054,11946,0.70
oscillations,1,0.25,17,2,,10.74,q2,"(50, 150)",2192,-0.007267602099414382,0.5507485569202638,0.0011153025537215398,0.5251581281773351,28054,11946,0.70
oscillations,1,0.25,17,2,,10.74,q3,"(150, 50)",2267,0.00563155780769104,0.4955974000753471,0.0011153025537215398,0.5251581281773351,28054,11946,0.70
oscillations,1,0.25,17,2,,10.74,q4,"(150, 150)",6712,-0.0015666152903967424,0.5157660264673152,0.0011153025537215398,0.5251581281773351,28054,11946,0.70
oscillations,1,0.25,18,2,,10.74,q1,"(50, 50)",731,0.00048796734860803736,0.5598417285688603,0.00027593178682549493,0.5292148341029856,28074,11926,0.70
oscillations,1,0.25,18,2,,10.74,q2,"(50, 150)",2223,-0.0009445838391992445,0.5773339212177341,0.00027593178682549493,0.5292148341029856,28074,11926,0.70
oscillations,1,0.25,18,2,,10.74,q3,"(150, 50)",2258,0.009264145545184526,0.49828393219144856,0.00027593178682549493,0.5292148341029856,28074,11926,0.70
oscillations,1,0.25,18,2,,10.74,q4,"(150, 150)",6714,-0.0023658880560974626,0.5190962456109881,0.00027593178682549493,0.5292148341029856,28074,11926,0.70
oscillations,1,0.25,19,2,,10.74,q1,"(50, 50)",738,-0.00463850678589985,0.5546454538721459,-0.000272193104597752,0.5195497584843013,28056,11944,0.70
oscillations,1,0.25,19,2,,10.74,q2,"(50, 150)",2221,-0.004605445558124446,0.5491657107375069,-0.000272193104597752,0.5195497584843013,28056,11944,0.70
oscillations,1,0.25,19,2,,10.74,q3,"(150, 50)",2269,0.0013673736133053577,0.48827703453302623,-0.000272193104597752,0.5195497584843013,28056,11944,0.70
oscillations,1,0.25,19,2,,10.74,q4,"(150, 150)",6716,0.0010866985441755621,0.515712417096153,-0.000272193104597752,0.5195497584843013,28056,11944,0.70
oscillations,1,0.25,20,2,,10.74,q1,"(50, 50)",730,0.017910724921983884,0.5224757137026732,0.0006041963178971763,0.5272852088341258,28064,11936,0.70
oscillations,1,0.25,20,2,,10.74,q2,"(50, 150)",2301,-0.006684077082800819,0.5519231527177083,0.0006041963178971763,0.5272852088341258,28064,11936,0.70
oscillations,1,0.25,20,2,,10.74,q3,"(150, 50)",2224,0.0038875151510932974,0.48664931124685795,0.0006041963178971763,0.5272852088341258,28064,11936,0.70
oscillations,1,0.25,20,2,,10.74,q4,"(150, 150)",6681,0.00013038253687556602,0.532056758024101,0.0006041963178971763,0.5272852088341258,28064,11936,0.70
oscillations,1,0.25,21,2,,10.74,q1,"(50, 50)",710,-0.005094979425418526,0.5301538977105937,0.0015634662029740019,0.5239596102203012,28061,11939,0.70
oscillations,1,0.25,21,2,,10.74,q2,"(50, 150)",2194,0.006066964238496818,0.5772286092735467,0.0015634662029740019,0.5239596102203012,28061,11939,0.70
oscillations,1,0.25,21,2,,10.74,q3,"(150, 50)",2232,0.000932127132827,0.4929873399692676,0.0015634662029740019,0.5239596102203012,28061,11939,0.70
oscillations,1,0.25,21,2,,10.74,q4,"(150, 150)",6803,0.0010131164324006876,0.5150307429564607,0.0015634662029740019,0.5239596102203012,28061,11939,0.70
oscillations,1,0.25,22,2,,10.74,q1,"(50, 50)",730,0.00012303249221246737,0.6244937889289717,0.0013130891466682343,0.523354182032601,28051,11949,0.70
oscillations,1,0.25,22,2,,10.74,q2,"(50, 150)",2248,0.004297793811290216,0.5388565849767765,0.0013130891466682343,0.523354182032601,28051,11949,0.70
oscillations,1,0.25,22,2,,10.74,q3,"(150, 50)",2229,0.004356774703201526,0.5305384462155646,0.0013130891466682343,0.523354182032601,28051,11949,0.70
oscillations,1,0.25,22,2,,10.74,q4,"(150, 150)",6742,-0.0005595376456530659,0.5033149945322719,0.0013130891466682343,0.523354182032601,28051,11949,0.70
oscillations,1,0.25,23,2,,10.74,q1,"(50, 50)",689,0.04045759886794213,0.5520105097720147,0.0008482192775688439,0.5214794029248273,28062,11938,0.70
oscillations,1,0.25,23,2,,10.74,q2,"(50, 150)",2261,-0.012592270850015031,0.5613657222059418,0.0008482192775688439,0.5214794029248273,28062,11938,0.70
oscillations,1,0.25,23,2,,10.74,q3,"(150, 50)",2283,0.01714054586293522,0.49605965384482736,0.0008482192775688439,0.5214794029248273,28062,11938,0.70
oscillations,1,0.25,23,2,,10.74,q4,"(150, 150)",6705,-0.004237134332228545,0.5123252139774311,0.0008482192775688439,0.5214794029248273,28062,11938,0.70
oscillations,1,0.25,24,2,,10.74,q1,"(50, 50)",767,-0.001621841383535267,0.5806409989610184,0.0001711254693905891,0.5193885315691025,28061,11939,0.70
oscillations,1,0.25,24,2,,10.74,q2,"(50, 150)",2227,5.863418956470588e-05,0.5474877856059989,0.0001711254693905891,0.5193885315691025,28061,11939,0.70
oscillations,1,0.25,24,2,,10.74,q3,"(150, 50)",2246,0.003452560686747346,0.5082479138692124,0.0001711254693905891,0.5193885315691025,28061,11939,0.70
oscillations,1,0.25,24,2,,10.74,q4,"(150, 150)",6699,-0.0006863726410463299,0.5058829474911024,0.0001711254693905891,0.5193885315691025,28061,11939,0.70
oscillations,1,0.25,25,2,,10.74,q1,"(50, 50)",720,-0.0074285627122628985,0.5983594384832132,-0.0024947683002938025,0.531970993658478,28052,11948,0.70
oscillations,1,0.25,25,2,,10.74,q2,"(50, 150)",2251,0.0011914584816864215,0.5583813589670374,-0.0024947683002938025,0.531970993658478,28052,11948,0.70
oscillations,1,0.25,25,2,,10.74,q3,"(150, 50)",2218,-0.005834383095413889,0.4998050539761028,-0.0024947683002938025,0.531970993658478,28052,11948,0.70
oscillations,1,0.25,25,2,,10.74,q4,"(150, 150)",6759,-0.0021009376883753795,0.5256319818993112,-0.0024947683002938025,0.531970993658478,28052,11948,0.70
oscillations,1,0.25,26,2,,10.74,q1,"(50, 50)",709,0.01654977974926185,0.5564760015761179,-0.00159669717421547,0.5258253548276066,28058,11942,0.70
