dyn,pqif,cut,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights
oscillations,0,0.25,17,1,-8.5,14.44,q4,"(150, 150)",6607,-0.0002595784923764494,0.4079299168504717,0.0003222658972500761,0.41187475205723945,28065,11935,0.70
oscillations,0,0.25,18,1,-8.5,14.44,q1,"(50, 50)",724,0.027090902046611128,0.4881296240507002,0.0009402099866271071,0.4175320406688753,28069,11931,0.70
oscillations,0,0.25,18,1,-8.5,14.44,q2,"(50, 150)",2244,-0.008366068404210922,0.4537066705447203,0.0009402099866271071,0.4175320406688753,28069,11931,0.70
oscillations,0,0.25,18,1,-8.5,14.44,q3,"(150, 50)",2204,-0.0036871938956367857,0.43300935290742804,0.0009402099866271071,0.4175320406688753,28069,11931,0.70
oscillations,0,0.25,18,1,-8.5,14.44,q4,"(150, 150)",6759,0.0027376631326726337,0.39066074229704445,0.0009402099866271071,0.4175320406688753,28069,11931,0.70
oscillations,0,0.25,19,1,-8.5,14.44,q1,"(50, 50)",725,0.005207803780018808,0.45548805660435043,0.00011418425029320693,0.41779518915386016,28059,11941,0.70
oscillations,0,0.25,19,1,-8.5,14.44,q2,"(50, 150)",2264,-0.0022542860079697974,0.4321014711005316,0.00011418425029320693,0.41779518915386016,28059,11941,0.70
oscillations,0,0.25,19,1,-8.5,14.44,q3,"(150, 50)",2259,0.009313091216873964,0.39505855907698323,0.00011418425029320693,0.41779518915386016,28059,11941,0.70
oscillations,0,0.25,19,1,-8.5,14.44,q4,"(150, 150)",6693,-0.0027411852898008558,0.4160177157392475,0.00011418425029320693,0.41779518915386016,28059,11941,0.70
oscillations,0,0.25,20,1,-8.5,14.44,q1,"(50, 50)",749,0.0016519907770671774,0.4904744139186612,-0.0005504341412753043,0.4377111659699186,28052,11948,0.70
oscillations,0,0.25,20,1,-8.5,14.44,q2,"(50, 150)",2304,-0.0016560220230930993,0.45447393271441455,-0.0005504341412753043,0.4377111659699186,28052,11948,0.70
oscillations,0,0.25,20,1,-8.5,14.44,q3,"(150, 50)",2265,0.007598709431108272,0.4193256552699648,-0.0005504341412753043,0.4377111659699186,28052,11948,0.70
oscillations,0,0.25,20,1,-8.5,14.44,q4,"(150, 150)",6630,-0.0031990241828407824,0.4315247239848132,-0.0005504341412753043,0.4377111659699186,28052,11948,0.70
