dyn,pqif,seed,sim,vr,f,quadrant,shape,num_weights,mean_q,std_q,mean_all,std_all,num_zero_weights,num_non_zero_weights,frac_zero_weights,mean_in_deg,mean_out_deg,tau_rec,tau_div,tau_con,tau_chn
oscillations,0.75,40,2,-12.3,10.68,q1,"(150, 150)",6616,-0.0006802502572574908,0.5030680172546356,0.0011644871319060938,0.5090463701452159,28057,11943,0.70,0.10761569357607816,-0.051136548794581384,-0.08152260941180109,-0.001765038831700484,-0.00398116206520475,0.0013088792382367417
oscillations,0.75,40,2,-12.3,10.68,q2,"(150, 50)",2323,0.008886306387613981,0.5035792907570487,0.0011644871319060938,0.5090463701452159,28057,11943,0.70,0.10761569357607816,0.43155904271083345,-0.016016049238956203,0.00746709080905858,-0.01063917715264874,-0.0068564423332159435
oscillations,0.75,40,2,-12.3,10.68,q3,"(50, 150)",2247,-0.0014107461580648174,0.5248422759744036,0.0011644871319060938,0.5090463701452159,28057,11943,0.70,-0.04469768440114505,-0.051136548794581384,0.03162775323258448,0.0008959276502048075,-0.007662748290844632,-0.0018680457791244631
oscillations,0.75,40,2,-12.3,10.68,q4,"(50, 50)",757,0.0012352211322515054,0.529425062163798,0.0011644871319060938,0.5090463701452159,28057,11943,0.70,-0.04469768440114505,0.43155904271083345,0.03798036201261624,0.003533482323733145,-0.008340804374685467,0.007022919929817936
oscillations,0.75,41,2,-12.3,10.68,q1,"(150, 150)",6778,-0.008434780067359229,0.48356424393301844,-0.001551689221673579,0.5048388393939951,28052,11948,0.70,-0.0852518216115608,-0.5265825153904274,-0.06432852562066044,-0.000490141639608185,-0.003262020296433609,-0.0003491318764160509
oscillations,0.75,41,2,-12.3,10.68,q2,"(150, 50)",2273,0.019526249914134076,0.5139390651320771,-0.001551689221673579,0.5048388393939951,28052,11948,0.70,-0.0852518216115608,1.2089558897601642,0.03197694620552432,-0.0014030338905680027,-0.0029631898709188706,0.0009981141273024562
oscillations,0.75,41,2,-12.3,10.68,q3,"(50, 150)",2207,-0.009885110109652592,0.5499994669409185,-0.001551689221673579,0.5048388393939951,28052,11948,0.70,-0.11503619157643616,-0.5265825153904274,-0.0072598005944746495,-0.004349663221323264,-0.009442662152739678,-0.000485705261806895
oscillations,0.75,41,2,-12.3,10.68,q4,"(50, 50)",690,0.02328207019301661,0.5251137701688614,-0.001551689221673579,0.5048388393939951,28052,11948,0.70,-0.11503619157643616,1.2089558897601642,-0.00441067795555048,0.0015972336499459336,-0.00865024715865384,0.005223344081835059
oscillations,0.75,42,2,-12.3,10.68,q1,"(150, 150)",6654,-0.00408747591344195,0.5127359049874486,0.0007119256920658402,0.5192579445863917,28055,11945,0.70,0.005713555368837454,-0.08452955490203304,-0.062001518617889224,-0.0002997673874855362,-0.003390974497880072,-0.000548833846296248
oscillations,0.75,42,2,-12.3,10.68,q2,"(150, 50)",2213,0.012677405347206653,0.5430470390774376,0.0007119256920658402,0.5192579445863917,28055,11945,0.70,0.005713555368837454,0.4236677125406281,0.012299763273261705,0.0022047315955471864,-0.007229164901906702,-0.002391907393570681
oscillations,0.75,42,2,-12.3,10.68,q3,"(50, 150)",2296,0.006323445772098337,0.5126358806877309,0.0007119256920658402,0.5192579445863917,28055,11945,0.70,0.15293838172801716,-0.08452955490203304,0.033937857373892495,0.008977935663744269,-0.0072610241937371665,-0.006487767396211389
oscillations,0.75,42,2,-12.3,10.68,q4,"(50, 50)",782,-0.008787356018333657,0.5240833164612476,0.0007119256920658402,0.5192579445863917,28055,11945,0.70,0.15293838172801716,0.4236677125406281,-0.02059332341410926,0.0023227764461865113,-0.004424993853383428,0.011473864286969402
oscillations,0.75,43,2,-12.3,10.68,q1,"(150, 150)",6695,-0.003975588902320877,0.5013964324084638,-0.0012412788879343556,0.5098147565998438,28057,11943,0.70,-0.08309925467393545,-0.21513518793920275,-0.06942777103988124,-0.0010020070256159745,-0.003306485541992208,0.0008907171238527565
oscillations,0.75,43,2,-12.3,10.68,q2,"(150, 50)",2279,0.0062096004826449995,0.49673509701147917,-0.0012412788879343556,0.5098147565998438,28057,11943,0.70,-0.08309925467393545,0.34891368864560773,0.017370311321215016,0.009003144443571547,-0.008246894776686973,-0.011348056881142723
oscillations,0.75,43,2,-12.3,10.68,q3,"(50, 150)",2228,-0.0025375720331427816,0.5311298754505306,-0.0012412788879343556,0.5098147565998438,28057,11943,0.70,-0.04719411115019365,-0.21513518793920275,0.022663075456623195,-0.0005469140032631135,-0.002414767078445951,0.0010789338209232782
oscillations,0.75,43,2,-12.3,10.68,q4,"(50, 50)",741,0.004445350785873721,0.5570691830575105,-0.0012412788879343556,0.5098147565998438,28057,11943,0.70,-0.04719411115019365,0.34891368864560773,0.03477591506056159,0.0022711481434695827,-0.006132309886696533,0.0018936730856254722
oscillations,0.75,44,2,-12.3,10.68,q1,"(150, 150)",6703,-6.778090439153985e-05,0.5081522285335737,0.001783741323937453,0.5163658669043272,28058,11942,0.70,0.06718692364696828,-0.0010626760659386983,-0.07593681325407943,-0.0008256849223850082,-0.0035007494804001186,0.0012194254610584192
oscillations,0.75,44,2,-12.3,10.68,q2,"(150, 50)",2243,0.004695663820410943,0.5026980101148026,0.001783741323937453,0.5163658669043272,28058,11942,0.70,0.06718692364696828,0.4292168060070372,0.04194799933918608,0.007769486168432816,-0.006664582461222394,-0.0015801336635613747
oscillations,0.75,44,2,-12.3,10.68,q3,"(50, 150)",2262,0.00013038638030313457,0.5374226642368648,0.001783741323937453,0.5163658669043272,28058,11942,0.70,0.22446800686831644,-0.0010626760659386983,0.017986611094270546,0.00041187924442615714,-0.0016765835624450295,-0.004064130840629101
oscillations,0.75,44,2,-12.3,10.68,q4,"(50, 50)",734,0.014888918734564214,0.5634046240102447,0.001783741323937453,0.5163658669043272,28058,11942,0.70,0.22446800686831644,0.4292168060070372,-0.023448914921668083,0.003866935764039107,-0.010872284326658231,-0.0008416259051875946
oscillations,0.75,45,2,-12.3,10.68,q1,"(150, 150)",6796,0.00044564739376366216,0.4806045479589789,-0.000814481680815033,0.5027475885182349,28068,11932,0.70,0.012318237834907823,-0.2327595470800875,-0.0783531372939292,-0.00030843221775870905,-0.0037825552607844166,0.00045712163692751583
oscillations,0.75,45,2,-12.3,10.68,q2,"(150, 50)",2291,-0.0005154447895162258,0.49952393064478046,-0.000814481680815033,0.5027475885182349,28068,11932,0.70,0.012318237834907823,0.5039107329305633,0.01835149022383152,0.0012690006470938177,-0.012563918110266716,0.004343023803667549
oscillations,0.75,45,2,-12.3,10.68,q3,"(50, 150)",2119,-0.017905876238806507,0.5443896289468992,-0.000814481680815033,0.5027475885182349,28068,11932,0.70,-0.23132262181442273,-0.2327595470800875,0.04026986807188471,0.0004448853365216769,-0.003427463739935322,0.004258675348010103
oscillations,0.75,45,2,-12.3,10.68,q4,"(50, 50)",726,0.03633115793293367,0.580740835214796,-0.000814481680815033,0.5027475885182349,28068,11932,0.70,-0.23132262181442273,0.5039107329305633,-0.08067305093867486,0.002017555534484022,-0.01349694395876097,-0.0018538393148660208
oscillations,0.75,46,2,-12.3,10.68,q1,"(150, 150)",6668,0.0079829030870631,0.49152810361066557,0.0023008153546602212,0.5042687297847309,28051,11949,0.70,0.178041355332565,0.3279713980757994,-0.04545976314371879,-0.0015881202783011342,-0.0034330891931582336,-0.00011765326554464285
oscillations,0.75,46,2,-12.3,10.68,q2,"(150, 50)",2277,-0.011648570261155908,0.5149046969277423,0.0023008153546602212,0.5042687297847309,28051,11949,0.70,0.178041355332565,-0.43406534077069864,0.047104405868453686,0.0024904541111722455,-0.012868103925400113,-0.0010947146763112087
oscillations,0.75,46,2,-12.3,10.68,q3,"(50, 150)",2268,-0.0017787866283804374,0.5129373949875512,0.0023008153546602212,0.5042687297847309,28051,11949,0.70,0.015724787459004935,0.3279713980757994,0.014993252236674243,-0.00510357883821326,-0.008910694199077269,0.003423803074148038
oscillations,0.75,46,2,-12.3,10.68,q4,"(50, 50)",736,0.006549629682224284,0.5545782409655613,0.0023008153546602212,0.5042687297847309,28051,11949,0.70,0.015724787459004935,-0.43406534077069864,-0.030679637838013696,0.001537620583471302,-0.011400749277513418,0.0007102812708904727
oscillations,0.75,47,2,-12.3,10.68,q1,"(150, 150)",6667,-0.001420427684537638,0.5144393179845578,-0.0019329569816987078,0.5177363182689771,28065,11935,0.70,-0.10340895000730416,-0.11559995825894812,-0.05668495639766855,-0.00035788271954842915,-0.004080591664375174,9.477335045919927e-05
oscillations,0.75,47,2,-12.3,10.68,q2,"(150, 50)",2282,-0.0026473931324641473,0.498458159640535,-0.0019329569816987078,0.5177363182689771,28065,11935,0.70,-0.10340895000730416,-0.11459695675463731,0.04354027011088431,-0.00020297121383725002,-0.012829197027994269,-0.003368505311302496
oscillations,0.75,47,2,-12.3,10.68,q3,"(50, 150)",2253,-0.0034931213342342567,0.5481370506108645,-0.0019329569816987078,0.5177363182689771,28065,11935,0.70,-0.15116998150956928,-0.11559995825894812,-0.02909251802456735,-0.0021842332098967977,-0.006359575723188885,0.0016614796110379886
