pqif,DPR_mean,DPR_std
0.0,1.510800974673268,0.24936336498425885
0.25,1.69432504244647,0.10309539754344446
0.5,1.8377236569063018,0.10925536823163969
0.75,2.0227003273886437,0.10506868490901151
1.0,2.318816074260753,0.08714599183800074
