pqif,Pearson_mean,Pearson_std
0.0,0.407841385023311,0.1531028549197292
0.25,0.4782275975317084,0.07134086632520069
0.5,0.4746102315128252,0.030678701117056513
0.75,0.47353928037316717,0.03205875046520651
1.0,0.4952843620219511,0.03301369395519493
