ipqif,gsyn,seed,dpr,am2,cm2,astd2,cstd2
0.5,0.0,0,190.11153632107622,1.6311128494755892e-05,1.5455633324490038e-12,8.569978862048564e-07,8.201169062401342e-09
0.5,0.0,1,190.01138863071162,1.63782215190115e-05,4.362781352239508e-12,8.776915775076015e-07,8.191482279512604e-09
0.5,0.0,2,190.04904852677166,1.6384815824006452e-05,6.0343570462918306e-12,8.70454920845384e-07,8.21403400962597e-09
0.5,0.0,3,190.30034546599256,1.6528051068237812e-05,3.650876407125698e-12,8.445000203298816e-07,8.341404909099081e-09
0.5,0.0,4,190.41926493057952,1.6421065591589805e-05,1.6344885507551592e-12,8.476472966265629e-07,8.191981154220503e-09
0.5,0.0,5,189.85206016398863,1.640774665001941e-05,4.638527601410113e-12,8.592961086145624e-07,8.379186566122874e-09
0.5,0.0,6,189.93388735000687,1.6464671877381225e-05,5.286013198158191e-12,8.566614536111401e-07,8.398257478179056e-09
0.5,0.0,7,189.7000886897746,1.6383226717574926e-05,4.085735564842012e-12,8.772150603516986e-07,8.340280762554828e-09
0.5,0.0,8,189.84012850079046,1.6393969852868853e-05,5.05417732395242e-12,8.620061288741565e-07,8.359949246382254e-09
0.5,0.0,9,190.01314430784495,1.6425753825499255e-05,8.694323962318614e-12,8.669605450578737e-07,8.276785566604374e-09
0.5,0.0,10,190.26932971000724,1.6398670426379842e-05,5.4193330076159595e-12,8.522336480524352e-07,8.21637182441487e-09
0.5,0.0,11,189.949527762823,1.645461776654974e-05,4.6384987232478616e-12,8.553751660612642e-07,8.390440181921662e-09
0.5,0.0,12,189.9078751429323,1.6395848164878644e-05,4.945726129824606e-12,8.563601457934405e-07,8.358890608223458e-09
0.5,0.0,13,189.81090807468334,1.6350884618518148e-05,3.5315800953797454e-12,8.773245177603066e-07,8.264519946236533e-09
0.5,0.0,14,190.3644565666169,1.639360681515855e-05,6.743096482551614e-12,8.503546853489477e-07,8.177319973637562e-09
0.5,0.0,15,189.78257848680815,1.6500443213055213e-05,4.869138537075811e-12,8.552162821402505e-07,8.503188271605446e-09
0.5,0.0,16,189.41518803506767,1.641846927510716e-05,5.866052654528447e-12,8.684930780384005e-07,8.540615908902449e-09
0.5,0.0,17,190.13529618442877,1.6416703699060885e-05,8.66691378900151e-12,8.644773475860348e-07,8.226508502629578e-09
0.5,0.0,18,190.26619480154756,1.6442029064566346e-05,5.72714093918994e-12,8.577057770189405e-07,8.223064895929576e-09
0.5,0.0,19,190.2764860291682,1.649450474627825e-05,8.72138030703265e-13,8.788114181069161e-07,8.157275829629168e-09
0.5,0.0,20,190.02367921609417,1.6476045247903866e-05,3.78746006334378e-12,8.566916927216103e-07,8.367180494205677e-09
0.5,0.0,21,189.62002195984743,1.6399306813953126e-05,5.710635525408597e-12,8.711953914518459e-07,8.418092487116845e-09
0.5,0.0,22,190.3661387445699,1.6456146540687516e-05,2.496940801747655e-12,8.55413974777523e-07,8.202947350695778e-09
0.5,0.0,23,190.01549539873827,1.6471840552603193e-05,1.2501430938150614e-11,8.628831073698685e-07,8.327816360176085e-09
0.5,0.0,24,190.09611226306856,1.6386753040557762e-05,6.228522447258943e-12,8.811440493344024e-07,8.140174691512902e-09
0.5,0.0,25,190.1585013530979,1.6369665029769096e-05,9.856170418337288e-13,8.664949445636937e-07,8.17754095970925e-09
0.5,0.0,26,189.7250518979846,1.63831137921431e-05,6.000812670733291e-12,8.651238231607112e-07,8.387561898301709e-09
0.5,0.0,27,189.99961146298836,1.635888317316896e-05,9.44284888271227e-12,8.721064888283182e-07,8.20489300318001e-09
