ipqif,gsyn,seed,dpr,am2,cm2,astd2,cstd2
0,0.0,0,198.99106234576422,9.70570062747716e-06,7.821358480661844e-11,1.8884508445828915e-08,4.9780713480901065e-09
0,0.0,1,199.1731148986861,9.780964053949864e-06,9.187485173659088e-11,1.2223506289771954e-08,4.992599559885087e-09
0,0.0,2,199.29839972897813,9.769651270756042e-06,7.57614229562572e-11,1.391537694517526e-08,4.963301510823248e-09
0,0.0,3,198.7426760547165,9.887548715989044e-06,6.315946206324869e-11,1.4742308939023651e-08,5.172932761043291e-09
0,0.0,4,199.30773089827002,9.8994236471168e-06,7.374490900484832e-11,1.4241066866919861e-08,5.0292156529572865e-09
0,0.0,5,199.49109844501862,9.824293601239793e-06,7.675295178850323e-11,1.5389466582594766e-08,4.935600425875089e-09
0,0.0,6,198.9808099167833,9.832171799303126e-06,9.007653465947886e-11,1.4577859021932467e-08,5.057492089521376e-09
0,0.0,7,198.98526574742652,9.731377754866322e-06,8.623379080927568e-11,1.6711708038367344e-08,4.9960032743123634e-09
0,0.0,8,199.34134826486073,9.7862127129333e-06,8.567175437730164e-11,1.6453621589254952e-08,4.938638790146879e-09
0,0.0,9,199.08072618372412,9.798275239534128e-06,9.190479339865667e-11,1.4832481534504482e-08,5.011529981449477e-09
0,0.0,10,198.99840904411144,9.863608894845867e-06,7.829562571546964e-11,1.422639967122631e-08,5.0833553706950265e-09
0,0.0,11,199.18971860581289,9.843891927832983e-06,8.62298810462403e-11,1.6482576982845667e-08,5.0058339315691085e-09
0,0.0,12,199.294492749673,9.829172239834508e-06,8.700385826248027e-11,1.4413605856459227e-08,4.981625526763338e-09
0,0.0,13,199.2844280577519,9.772585027622233e-06,6.870211434663227e-11,1.562308031948383e-08,4.966794680773904e-09
0,0.0,14,199.0785383710117,9.827347682839736e-06,9.175868366369468e-11,1.260289904905328e-08,5.038784384142737e-09
0,0.1,0,198.65969541234998,9.722627754090305e-06,7.016046068859915e-11,1.5938685416460626e-08,5.091875360436331e-09
0,0.1,1,199.1692768212183,9.904003846279295e-06,7.346791479921271e-11,1.5231247308158565e-08,5.061648926742685e-09
0,0.1,2,198.56646636484294,9.699994216813837e-06,9.061201169681462e-11,1.468944838405417e-08,5.088490361410796e-09
0,0.1,3,198.73428747081596,9.887562341418968e-06,1.0136574410403185e-10,1.6872906121696752e-08,5.126040022221063e-09
0,0.1,4,198.80163099307077,9.815109402787375e-06,7.254129533942808e-11,1.4336788907337812e-08,5.111929124744977e-09
0,0.1,5,198.76867753703172,9.776701800549888e-06,1.5102239891748448e-10,1.2840317873775347e-08,5.028397229182782e-09
0,0.1,6,198.9804129812415,9.856444493180564e-06,1.2968458827037334e-10,1.2992427671816124e-08,5.038736991137023e-09
0,0.1,7,198.91797039784018,9.723400836160269e-06,7.338757705761699e-11,1.64443904940222e-08,5.022614867508636e-09
0,0.1,8,198.9275840071351,9.881676441390573e-06,8.751314827368922e-11,1.499621915281259e-08,5.097609713442847e-09
0,0.1,9,198.7080494337063,9.831341614445871e-06,7.365887029329428e-11,1.4855526411800837e-08,5.140315019264002e-09
0,0.1,10,198.695491896216,9.730412792617911e-06,9.077075745133239e-11,1.5034202230838897e-08,5.071076413751256e-09
0,0.1,11,199.23850572532845,9.781672019925083e-06,7.255019877374221e-11,1.4101510444371372e-08,4.986709065660153e-09
