ipqif,gsyn,seed,dpr,am2,cm2,astd2,cstd2
0,0.0,0,199.1757927374527,6.824539295054191e-06,5.14458482876101e-11,1.4060736616279467e-08,3.4679657627234505e-09
0,0.0,1,199.20330414268852,6.824148996643608e-06,4.565164229596096e-11,1.1618398863848927e-08,3.4810801084162312e-09
0,0.0,2,199.0999153925237,6.846641893588621e-06,5.051819052126869e-11,1.146481460891602e-08,3.506734445757063e-09
0,0.0,3,199.59656396678508,6.96516306355991e-06,3.273541827192211e-11,1.1875688037142773e-08,3.497557687707925e-09
0,0.0,4,199.13604319188667,6.912468175692865e-06,4.196892130899825e-11,1.1083519382579546e-08,3.5456460274610592e-09
0,0.0,5,199.2261174119066,6.867410835785176e-06,6.272622466003422e-11,1.0597795128130501e-08,3.4878434666727716e-09
0,0.0,6,199.202562359669,6.89610944889896e-06,5.315078323981785e-11,1.2654188178350102e-08,3.5062928965744362e-09
0,0.0,7,198.79287435355934,6.824612319959612e-06,5.86277514222952e-11,1.2081378596488111e-08,3.537109018937279e-09
0,0.0,8,199.2012918683141,6.807778217868928e-06,5.444248602077271e-11,1.2898759248086388e-08,3.4575800571601097e-09
0,0.0,9,199.12344021237857,6.891001703974785e-06,7.439042022940717e-11,1.0944465301109459e-08,3.5047225177388314e-09
0,0.0,10,199.4205845540164,6.937589027145603e-06,5.4710332058901155e-11,1.0989812188160672e-08,3.4965957856080086e-09
0,0.0,11,199.1017393943277,6.885454907841565e-06,5.562730054833988e-11,1.3922875749758577e-08,3.5094397087484108e-09
0,0.0,12,199.55387644293273,6.914757326938439e-06,4.801257404428507e-11,9.510966249262186e-09,3.4755819532906824e-09
0,0.0,13,198.95119115110217,6.864293638881137e-06,4.361566495451642e-11,1.185353606059565e-08,3.546939589709601e-09
0,0.0,14,199.74323393780497,6.896805881886228e-06,4.854076888649946e-11,1.083639222363486e-08,3.426178119820651e-09
0,0.0,15,198.46821492488274,6.8672818187891215e-06,6.673193617832617e-11,1.0046540139479198e-08,3.6188871381592876e-09
0,0.0,16,199.04970361640778,6.865598575973438e-06,5.871483746112118e-11,1.1530432433938456e-08,3.5169413081123225e-09
0,0.0,17,198.84288342959627,6.873113471884928e-06,5.815510248309786e-11,1.2186528559090993e-08,3.5542978976393996e-09
0,0.0,18,199.47837160909225,6.844063837765898e-06,5.3824412708952924e-11,1.2666368082371237e-08,3.430445399666311e-09
0,0.0,19,198.97976956016686,6.852356459268551e-06,4.1660712986207616e-11,1.3009103373058518e-08,3.531774515615238e-09
0,0.0,20,199.4624260262724,6.872600061864023e-06,4.199373093835017e-11,1.0791172026727356e-08,3.4692914423330012e-09
0,0.0,21,199.31061567048167,6.8950145284105546e-06,7.134382286007281e-11,8.960162442977295e-09,3.4871613208076516e-09
0,0.0,22,199.3725653736272,6.917479978636575e-06,5.0720505917736515e-11,1.1580238896996908e-08,3.4955779403876333e-09
0,0.0,23,199.42368922461472,6.8338196248167165e-06,5.690810506117818e-11,1.2165469687349931e-08,3.4340039728913243e-09
0,0.0,24,198.97921261523052,6.915055849531961e-06,4.198395341697938e-11,1.3626980934039595e-08,3.561740876742427e-09
0,0.0,25,199.0067456655647,6.868732704346053e-06,4.445105471178968e-11,1.2893212332806286e-08,3.5335493107612987e-09
0,0.0,26,199.06925200116493,6.811568287286047e-06,5.329889764957903e-11,1.2726292872766106e-08,3.4843903471309397e-09
0,0.0,27,199.5039538103791,6.848337413831824e-06,4.349270783812103e-11,1.0971148955185512e-08,3.4471099426564478e-09
0,0.0,28,198.99849776150896,6.8660650624305535e-06,3.200670613922911e-11,1.2144863530873178e-08,3.5498140585985257e-09
0,0.0,29,199.30545890278006,6.923686722542434e-06,4.291228271977623e-11,1.2177987090691622e-08,3.5153982059686436e-09
0,0.0,30,199.1297758281124,6.8850634036063645e-06,4.8948154203244464e-11,1.1406183707444537e-08,3.5236754965629775e-09
0,0.0,31,199.5472002563169,6.864721265174249e-06,5.198297821524137e-11,1.1673781763912988e-08,3.4360507917570805e-09
0,0.0,32,199.16407070145422,6.866261260698684e-06,4.219111720004704e-11,1.3462349349011671e-08,3.504241579010278e-09
0,0.0,33,199.0639939650817,6.907099573651939e-06,5.4398856700929315e-11,1.3796390178831552e-08,3.529348341834523e-09
0,0.0,34,199.3961242028379,6.83285835223778e-06,3.372476759490622e-11,1.0535200050087785e-08,3.4697067392535803e-09
0,0.0,35,199.1494389449381,6.861256167464175e-06,6.280840135070097e-11,1.327008269303952e-08,3.4844428329452903e-09
0,0.0,36,198.97731864323782,6.900749734261073e-06,7.145696764643765e-11,1.2872259951596734e-08,3.5287122655794673e-09
0,0.0,37,199.6790240360445,6.861590698355692e-06,4.836031897803811e-11,1.1532711742261556e-08,3.4159486311928183e-09
0,0.0,38,199.1016312444923,6.884124808704555e-06,4.2906611036696025e-11,1.157761440574169e-08,3.533292665624832e-09
0,0.0,39,198.9957626452549,6.854269610107135e-06,5.951565716506159e-11,1.4132026863679322e-08,3.5064612601292806e-09
0,0.0,40,199.24621148398703,6.875541682892077e-06,6.018864632628877e-11,1.0450197533878778e-08,3.4918964134853882e-09
0,0.0,41,199.16376995955628,6.819302698167381e-06,6.018169903877824e-11,1.1933465896564897e-08,3.4692138562169094e-09
0,0.0,42,199.32663432922016,6.895773923917174e-06,3.269624273509703e-11,1.1008930171241682e-08,3.513229496548345e-09
0,0.0,43,199.18397010934055,6.848236642233132e-06,5.042233149859018e-11,1.2139474361193713e-08,3.4896889442813897e-09
