ipqif,gsyn,seed,dpr,am2,cm2,astd2,cstd2
0,0.0,0,199.4843672232547,5.321587684494798e-06,3.49345628529346e-11,8.440821408101506e-09,2.6805369077956675e-09
0,0.0,1,199.35572140191488,5.2739292593423605e-06,3.3310584778159453e-11,9.446779338628854e-09,2.6695684295454843e-09
0,0.0,2,199.25208299087313,5.261614372865811e-06,3.3557936938665226e-11,1.025222733037209e-08,2.6726563768917412e-09
0,0.0,3,199.62976856929671,5.364258813441294e-06,2.5506266979726603e-11,8.907606679818995e-09,2.6900705772170746e-09
0,0.0,4,199.4345845019029,5.321996510119524e-06,2.9233996308346493e-11,8.705113792243963e-09,2.6918354492355576e-09
0,0.0,5,199.0501101028761,5.285287623669298e-06,3.162877967081653e-11,1.0305763485734897e-08,2.7137942210077125e-09
0,0.0,6,199.37313072517415,5.307143402315089e-06,3.61851583033442e-11,9.345357730191949e-09,2.682179005217637e-09
0,0.0,7,199.06564386270304,5.284468647212684e-06,4.110526067933549e-11,9.478862376332514e-09,2.705926963653211e-09
0,0.0,8,199.3649148942268,5.267209396843484e-06,3.795440387528058e-11,9.64443354380067e-09,2.6591887724211034e-09
0,0.0,9,199.39723149885197,5.315421266582338e-06,4.5256433660122444e-11,8.400550250749015e-09,2.678900930505875e-09
0,0.0,10,199.08304096734025,5.337288692681158e-06,3.634791206073493e-11,8.50732620823956e-09,2.7411560524239494e-09
0,0.0,11,199.17662225620768,5.286666975287476e-06,3.9384010517527636e-11,1.036907634784323e-08,2.689465323663808e-09
0,0.0,12,199.36964371446163,5.300963948520339e-06,3.544078211687145e-11,7.99631026641505e-09,2.6869489113528188e-09
0,0.0,13,199.07126470467273,5.311827788029459e-06,2.4557352644910903e-11,7.687321352126553e-09,2.7452344635485606e-09
0,0.0,14,199.5503499315617,5.2833636391402805e-06,2.8500934391779804e-11,1.0236854620762213e-08,2.6493533983963007e-09
0,0.0,15,198.94059159200347,5.344898883188283e-06,3.841181359978109e-11,9.566563358508568e-09,2.7571176061095516e-09
0,0.0,16,199.20236661674494,5.3379341022229115e-06,5.0939390733156534e-11,9.42745494013518e-09,2.7060943363068884e-09
0,0.0,17,199.21123281451622,5.3050276239769136e-06,3.606110324904657e-11,9.994863673029224e-09,2.6996827913906128e-09
0,0.0,18,199.10362885599994,5.290963214527661e-06,3.823098630546906e-11,9.192154208073675e-09,2.708585313911153e-09
0,0.0,19,199.39257365092698,5.265147732958277e-06,2.7145056367590676e-11,9.613236425733644e-09,2.665428886029892e-09
0,0.0,20,199.6438239981168,5.251196206357481e-06,3.666044192787588e-11,8.30639100319376e-09,2.621858956802162e-09
0,0.0,21,198.99020125449724,5.345353783341204e-06,4.720011626643801e-11,8.122840021013165e-09,2.7490627217595585e-09
0,0.0,22,199.50041072012243,5.37241360918324e-06,2.7735433056346512e-11,9.401955138939654e-09,2.7070939735623738e-09
0,0.0,23,199.4716569993673,5.301469522602327e-06,2.5639008067413767e-11,1.0824317386999532e-08,2.6691660684753786e-09
0,0.0,24,199.4124429183756,5.328236913705547e-06,2.9169375915067314e-11,9.555218700624234e-09,2.693855406823099e-09
0,0.0,25,199.4342814171288,5.267682830127106e-06,3.256522164862558e-11,8.838330474205482e-09,2.659648313030097e-09
0,0.0,26,199.4088161896066,5.311346416010101e-06,3.5019297972859494e-11,9.979249484430416e-09,2.6775607921278287e-09
0,0.0,27,199.4854635093689,5.297518174131216e-06,2.5507157232623598e-11,9.419930613241488e-09,2.67245467287732e-09
0,0.0,28,199.5785820925669,5.334610535534505e-06,2.395733710076226e-11,8.810028031519887e-09,2.6837494327483317e-09
