experiment_id,pair_id,pre_cell_id,post_cell_id,psp_amplitude
4397,117362,22672,22674,0.0006854208255324784
4397,117366,22673,22674,0.0002801237130461031
4397,117369,22674,22672,-0.00022892527056157688
4397,117372,22674,22676,-0.00041231244610680576
4397,117376,22675,22676,-0.00021104944777888
4399,117384,22678,22682,-8.443457227685002e-05
4399,117390,22682,22678,0.0006149051978259175
4409,117449,22706,22707,-0.00017914768479393174
4409,117450,22707,22706,0.00013312452224532127
4412,117470,22716,22717,0.0023536847036540087
4419,117525,22737,22738,0.00025920537589347144
4419,117531,22738,22737,-0.00016523323745913903
4422,117590,22752,22751,0.0005359366785830605
4434,117646,22775,22772,0.00016885266304490524
4434,117651,22775,22776,
4436,117670,22783,22784,0.00011823309644378612
4442,117731,22802,22799,
4442,117734,22802,22803,
4442,117738,22803,22802,0.00011707058775866375
4444,117759,22809,22812,-0.00028228591460588345
4445,117762,22814,22811,-0.0003693625654593599
4448,117781,22820,22821,-0.0001984039242011597
4448,117782,22820,22822,-8.303168894300736e-05
4448,117783,22821,22820,
4448,117784,22821,22822,
4448,117785,22822,22820,
4448,117786,22822,22821,
4451,117804,22828,22831,
4451,117808,22831,22828,
4452,117819,22834,22835,-0.0004647669714857375
4455,117843,22843,22844,-0.00013213621056817502
4455,117844,22844,22843,-0.0012446888758529035
4457,117847,22845,22848,
4457,117848,22846,22845,
4457,117855,22848,22846,
4463,117875,22859,22860,
4465,117880,22863,22865,-0.0004080532921293112
4465,117883,22865,22863,0.0006591052729815954
4466,117885,22866,22867,-0.0002039224661004005
4467,117887,22868,22869,0.0026505346701167476
4467,117890,22869,22868,-0.0005023120200336342
4469,117901,22874,22875,
4469,117902,22874,22876,
4469,117903,22875,22874,
4473,117937,22888,22889,0.0006644132383986949
4483,118013,22918,22919,0.003924389094357929
4484,118023,22922,22921,-0.00028894633778701927
4485,118030,22925,22924,
4487,118041,22930,22931,-0.00017904763006903633
4492,118061,22942,22943,
4492,118064,22943,22942,
4495,118088,22951,22952,
4497,118092,22954,22956,-0.00014701538583345407
4497,118095,22956,22954,
4501,118132,22967,22966,-0.0003802508934027354
4506,118158,22979,22978,0.0011731785757450436
4507,118159,22980,22981,
4513,118201,22999,22998,
4514,118213,23001,23002,9.557530753069682e-05
4514,118218,23001,23007,-0.00024468672375747803
4514,118220,23002,23003,0.00024098669944320027
4514,118226,23003,23002,0.0002054993396020645
4514,118230,23003,23007,0.00026636472535725153
4514,118248,23006,23007,0.00037945901988946937
4514,118254,23007,23006,0.000474489098925537
4531,118428,23060,23061,-0.0007119766179389822
4531,118430,23061,23060,-0.00015201466247667054
4542,118480,23089,23090,-0.0008260310419421241
4542,118482,23090,23089,0.0016389857024654533
4545,118488,23094,23093,-8.273597928013426e-05
4549,118528,23113,23116,0.000484601194996911
4552,118591,23122,23121,0.00011546587552408924
4553,118606,23126,23128,-0.00026365875621931097
4556,118665,23140,23139,-0.0006089879207875309
4558,118681,23147,23145,-0.00010860896759193106
4561,118697,23153,23151,-0.00041067582445849615
4565,118704,23160,23162,
4565,118707,23162,23160,
4566,118710,23164,23163,
4569,118720,23170,23173,0.00030269380579400843
4569,118723,23170,23174,
4569,118737,23174,23170,
4575,118838,23198,23199,-0.0036907545172637
4575,118840,23199,23198,0.0011666462216651265
4576,118851,23203,23201,0.0001319067702456443
4577,118853,23204,23205,-0.0009412489171661152
4577,118854,23205,23204,0.0003547949929258931
4578,118865,23209,23207,0.0006205939547263621
4579,118868,23211,23210,-0.00010087291203820094
4580,118874,23214,23216,
4587,118935,23234,23237,-7.317992009441075e-05
4587,118942,23237,23234,
4588,118946,23240,23241,4.3686715061491676e-05
4589,118947,23239,23238,-0.00019296043754976882
4588,118950,23241,23242,0.0009625269446712282
4588,118952,23242,23241,-0.00013365607590138805
4593,118994,23253,23255,-0.00022522179889659813
4593,118998,23255,23253,-0.00011093060611491962
4593,118999,23255,23256,-0.00012128793975779337
4596,119023,23264,23267,-0.00011962369928946999
4596,119032,23267,23266,
4600,119045,23276,23274,-0.00015494714734353115
4603,119060,23282,23284,1.4231239350315372e-05
4605,119091,23291,23292,0.0025638910488933585
4605,119092,23292,23291,-0.0001415230243335854
4615,119170,23324,23325,
4615,119172,23325,23324,
4620,119252,23346,23342,-0.0004665545539948605
4620,119256,23346,23345,-0.0004943184470626058
4635,119326,23382,23381,
4645,119386,23408,23407,
4648,119390,23413,23412,-0.0006808589962832602
4649,119404,23416,23418,
4649,119413,23418,23416,0.0005933739901126304
4650,119432,23422,23424,-9.246375798017424e-05
4650,119439,23424,23422,0.00010552080811866913
4657,119483,23440,23441,-0.0001492398032134337
4658,119487,23443,23442,0.0002520287564897524
4660,119511,23450,23451,
4660,119522,23452,23454,
4660,119528,23454,23451,-0.0001210241353287641
4660,119529,23454,23452,0.00026138663702019387
4664,119549,23464,23463,-0.0005803773412409194
4671,119597,23483,23484,-0.0009130618761823137
4674,119610,23490,23492,-5.725141740794122e-05
4674,119615,23492,23490,
4675,119618,23493,23495,
4675,119625,23495,23493,
4677,119635,23500,23501,
4677,119638,23501,23500,-0.0002786208614019857
4678,119643,23503,23504,
4678,119644,23503,23505,-0.00013255347691596212
4678,119646,23504,23503,0.0004275714373684846
4678,119650,23505,23504,3.212593408634356e-05
4681,119671,23514,23515,0.0002240237901880336
4682,119676,23516,23518,-8.232673329344075e-05
4682,119679,23518,23516,0.0006499862761698643
4685,119688,23522,23524,
4685,119689,23522,23525,-0.00048220828359311733
4685,119693,23524,23522,
4685,119695,23524,23525,-0.0007123806839757299
4691,119727,23542,23543,0.0002276508004228206
4690,119731,23539,23540,
4691,119734,23543,23542,-0.00010776504849793143
4695,119792,23558,23560,3.6928549390719295e-05
4695,119796,23558,23564,0.0007097782788253719
4695,119803,23560,23558,-0.00040176486267764653
4695,119808,23560,23564,-0.00047087842296000024
4695,119809,23561,23558,-0.00014915968883891034
4695,119811,23561,23560,-0.00014495606611008
4695,119812,23561,23562,-0.00022136479234555054
4695,119814,23561,23564,-0.00030874592442383417
4695,119821,23563,23558,-0.0001396042155738828
4695,119823,23563,23560,-6.590158773354661e-05
4695,119829,23564,23560,-0.0001540071833732896
4696,119835,23565,23568,0.00011339651274712824
4696,119842,23568,23565,
4698,119857,23573,23570,
4700,119879,23580,23579,0.00016043137285376812
4703,119916,23591,23590,
4709,119961,23609,23610,-0.0005944208108699684
4709,119963,23609,23612,-0.00014828014060229953
4709,119964,23610,23609,0.00019414463560210344
4709,119968,23611,23610,-0.00027834334124316026
4709,119969,23611,23612,-0.00048027661755865067
4709,119970,23612,23609,
4709,119972,23612,23611,0.0008786675143225374
4714,120011,23627,23628,
4716,120028,23633,23637,
4716,120037,23636,23633,-0.00017691376843163788
4716,120040,23636,23637,
4720,120104,23652,23654,-0.00023453791746659537
4725,120184,23674,23676,0.0010623615554034979
4725,120187,23676,23674,0.00044312793146208056
4727,120197,23680,23683,0.00012277022502972133
4729,120218,23688,23689,-0.0003437382248785291
4729,120222,23689,23688,0.00038723924861996673
4729,120223,23689,23690,0.00016272981679796772
4730,120232,23692,23694,
4730,120237,23694,23692,
4733,120248,23699,23702,
4733,120254,23701,23699,
4733,120257,23702,23698,0.0003321617612632566
4733,120258,23702,23699,8.76067308784369e-05
4737,120295,23716,23717,
4737,120299,23717,23718,
4737,120302,23718,23717,
4743,120349,23736,23734,-0.00025375995294883334
4744,120353,23737,23740,-0.00016242979988686222
4744,120357,23739,23737,
4746,120391,23748,23749,5.041205517107235e-05
4750,120444,23765,23766,0.0004428873401236626
4750,120449,23766,23765,-0.0008909236680216329
4752,120459,23769,23771,
4752,120462,23771,23769,
4754,120501,23780,23781,
4754,120505,23781,23780,
4755,120525,23787,23785,0.000250709454137555
4755,120526,23787,23786,0.00042343418060837004
4756,120530,23789,23790,
4759,120551,23798,23799,-0.0002287305428458657
4762,120572,23805,23806,-0.00017847395539040065
4762,120578,23806,23805,-8.85759409903506e-05
4773,120771,23849,23850,0.001047999726429934
4774,120780,23853,23852,
4780,120823,23869,23870,
4780,120825,23870,23869,
4780,120826,23870,23871,
4787,120889,23891,23895,
4786,120891,23889,23892,-0.00010581861843555844
4787,120893,23893,23891,
4787,120899,23893,23895,
4786,120901,23890,23892,-0.00026029887238668693
4786,120910,23892,23890,
4787,120914,23895,23893,
4790,120980,23909,23906,
4795,121003,23920,23921,
4795,121006,23921,23920,-0.00025015635689526136
4795,121007,23921,23922,
4795,121008,23921,23923,-0.0006996619292626476
4795,121009,23922,23920,-0.0013861817394145003
4795,121010,23922,23921,-0.0010994428922812367
4795,121011,23922,23923,-0.002210172721444161
4796,121012,23924,23925,-0.0006244116415162068
4795,121014,23923,23921,
4795,121016,23923,23922,
4796,121017,23925,23924,
4797,121024,23928,23929,-0.0001253830307210305
4797,121026,23929,23928,0.0006528072697442571
4800,121034,23934,23936,0.0
4800,121037,23935,23936,-8.849221679687756e-05
4800,121040,23936,23935,-0.00014633941936360411
4806,121062,23949,23951,0.0004887008730609279
4806,121064,23950,23951,0.00028416129926152415
4808,121079,23956,23957,0.0087120092958715
4810,121084,23960,23962,
4815,121103,23972,23973,
4816,121110,23976,23978,-0.0006761627865440399
4816,121112,23977,23976,0.00019531496422435396
4819,121174,23987,23989,
4819,121180,23989,23988,
4820,121192,23992,23995,
4820,121195,23993,23994,-0.0002810874526438268
4823,121217,24000,24001,
4823,121218,24001,24000,
4824,121223,24003,24004,
4828,121234,24010,24009,
4829,121235,24011,24012,-0.000137834247101733
4829,121236,24012,24011,0.0005856494576066381
4839,121274,24033,24039,
4839,121305,24039,24033,
4841,121314,24041,24042,0.0010736139614115207
4841,121316,24042,24041,
4842,121323,24044,24046,0.0006567654211155498
4842,121324,24044,24047,4.6230444891014785e-05
4842,121330,24046,24044,
4842,121332,24046,24047,
4846,121369,24058,24059,
4846,121371,24059,24058,
4846,121372,24059,24060,
4846,121373,24060,24058,0.0007808695306775389
4846,121374,24060,24059,
4851,121415,24076,24074,
4853,121424,24079,24080,
4853,121426,24080,24079,
4863,121538,24114,24118,4.2635359568022e-05
4863,121566,24119,24115,0.00010370776956471237
4865,121643,24132,24130,
4866,121651,24136,24134,-1.0599650459737963e-05
4866,121662,24137,24136,-0.0004376412320537442
4872,121730,24159,24158,0.0008356721764849478
4874,121752,24166,24165,
4876,121766,24171,24173,-0.00015681908272204595
4878,121773,24176,24179,
4882,121833,24189,24190,-0.00021204472059905004
4882,121847,24192,24191,
4887,121944,24211,24212,
4887,121946,24212,24211,
4895,122017,24230,24231,
4898,122060,24242,24244,
4899,122067,24245,24248,
4899,122070,24246,24248,-0.00024848780841391397
4899,122071,24247,24245,
4899,122073,24247,24248,-0.00033756168580756493
4902,122095,24256,24257,
4907,122141,24272,24273,-0.0006725747551389822
4907,122144,24273,24272,0.0002845006708061413
4910,122169,24282,24285,
4910,122184,24285,24284,
4912,122215,24292,24290,
4916,122231,24300,24301,-0.000868866580725252
4919,122260,24310,24309,
4919,122261,24310,24311,
4919,122263,24311,24309,
4919,122265,24311,24312,
4919,122267,24312,24310,0.00010304397571272639
4919,122268,24312,24311,
4928,122312,24330,24332,-0.0003309396590350129
4928,122315,24332,24330,
4933,122331,24339,24343,-9.052321524144317e-05
4933,122335,24343,24339,7.052074311321568e-05
4934,122340,24344,24348,
4934,122341,24345,24344,
4934,122344,24345,24348,
4934,122345,24346,24344,0.0007638109592805737
4934,122353,24348,24344,
4934,122354,24348,24345,
4935,122358,24349,24351,-0.00013583668273551262
4935,122359,24349,24352,-0.0003886507533769454
4935,122362,24350,24352,
4935,122367,24352,24350,
4942,122405,24367,24368,-0.0011662775338972752
4942,122406,24368,24367,-0.0007474950567110874
4947,122417,24376,24377,9.347766215539125e-05
4949,122485,24388,24389,0.00016131271548602092
4969,122604,24443,24445,
4969,122605,24444,24442,0.00019422830389535502
4969,122609,24445,24443,-0.0002340042766944909
4971,122620,24449,24450,
4977,122659,24465,24466,
4977,122661,24465,24468,-0.00026695935792775535
4977,122663,24466,24465,
4977,122671,24468,24465,
4980,122700,24478,24477,
4980,122701,24478,24479,
4980,122703,24479,24477,
4980,122704,24479,24478,
4980,122707,24480,24478,
4982,122713,24484,24483,
4983,122717,24486,24487,0.0002847471470461083
4985,122764,24498,24499,0.00021897581941883804
4985,122768,24499,24498,
4990,122793,24510,24507,
4992,122839,24520,24518,-0.000311633578473566
4996,122894,24536,24535,0.0013790285595473106
4998,122908,24539,24541,
4998,122913,24540,24541,
4998,122916,24541,24538,
4998,122917,24541,24539,-0.00023864762406016664
4998,122918,24541,24540,
5000,122945,24549,24548,
5000,122946,24549,24550,
5001,122951,24551,24552,
5001,122953,24552,24551,
5002,122958,24554,24556,
5003,122977,24559,24560,
5004,122985,24562,24563,
5004,122989,24563,24562,-0.0014965705419597345
5004,122999,24565,24564,-0.0011225272985657016
5004,123000,24565,24567,
5006,123002,24569,24570,
5004,123004,24567,24564,-0.0002210145598701863
5004,123005,24567,24565,
5006,123009,24569,24574,
5006,123015,24571,24569,
5006,123016,24571,24570,
5006,123024,24572,24574,
5006,123030,24574,24569,
5006,123031,24574,24570,-0.0001642706023552256
5010,123077,24585,24586,
5022,123159,24614,24615,
5022,123162,24615,24614,
5029,123222,24639,24638,
5030,123224,24640,24642,-0.00021283033772219071
5030,123227,24642,24640,-0.0011423111991930835
5030,123228,24642,24641,
5037,123268,24660,24659,0.0003652147479992062
5037,123274,24662,24659,
5059,123457,24724,24725,
5059,123459,24724,24727,-0.00012542352339319548
5059,123461,24725,24724,0.0013940467177343987
5059,123462,24725,24726,
5059,123467,24726,24727,
5059,123469,24727,24724,0.0006956123069585001
5059,123471,24727,24726,
5067,123517,24745,24748,
5067,123518,24745,24749,
5067,123531,24749,24745,
5067,123534,24749,24748,0.0007272031079242285
5099,123561,24758,24756,
5101,123573,24767,24769,-0.0005431194942357919
5101,123580,24769,24767,
5103,123591,24771,24770,0.0008615943477098371
5104,123595,24777,24776,
5105,123616,24778,24781,-0.00019842685014068314
5105,123618,24778,24784,0.00019142949074146741
5105,123626,24781,24784,8.749902196571352e-05
5105,123631,24784,24778,
5107,123636,24786,24788,
5107,123641,24788,24786,-0.0005765452415515335
5108,123647,24790,24791,
5108,123649,24791,24790,-0.0003141550532711234
5109,123655,24793,24796,
5109,123663,24795,24796,
5110,123674,24798,24800,
5112,123684,24802,24804,-0.00047539057796623305
5113,123692,24805,24807,0.00384301797557993
5113,123695,24807,24805,-0.00020666236778973523
5114,123697,24808,24809,
5114,123700,24809,24808,-0.00029736580556398136
5117,123712,24813,24814,0.0003794013489825202
5117,123714,24814,24813,
5227,123715,24815,24816,
5227,123716,24816,24815,
5263,123743,24825,24826,
5263,123748,24826,24825,
5264,123752,24829,24828,
5266,123758,24836,24837,
5265,123762,24831,24835,
5265,123766,24832,24835,
5265,123775,24835,24831,
5265,123776,24835,24832,
5268,123799,24843,24844,
5269,123803,24845,24848,
