experiment_id,pair_id,pre_cell_id,post_cell_id,psp_amplitude
3171,99720,18055,18057,-0.00041013676146616667
3171,99721,18055,18058,-0.00012010206060732859
3172,99743,18059,18060,-0.0002266730935442053
3172,99744,18059,18061,-0.0002790726657883637
3172,99745,18059,18062,-0.00016700569687044483
3172,99748,18059,18065,-0.0002414819534281215
3172,99750,18060,18059,-0.0008705144470386589
3172,99751,18060,18061,-0.0003663080780066841
3172,99752,18060,18062,
3172,99755,18060,18065,-7.800836690713541e-05
3172,99758,18061,18060,-0.00014281603593701647
3172,99762,18061,18065,-0.0001828930224222984
3172,99765,18062,18060,-0.0007353275753529277
3172,99766,18062,18061,-0.0012240850482395163
3172,99769,18062,18065,-0.0005304113873632744
3172,99772,18063,18060,-4.499083747061002e-05
3172,99773,18063,18061,-0.0009159014473857042
3172,99774,18063,18062,-0.00023212446923662742
3172,99776,18063,18065,
3172,99786,18065,18060,-0.00021215148650421468
3172,99787,18065,18061,-0.0002545382159439586
3173,99808,18068,18072,5.5621861799179553e-05
3176,99980,18094,18090,6.875655830418445e-05
3181,100110,18121,18122,-0.0008445402193151368
3181,100111,18121,18123,-0.0006184483818472521
3181,100116,18122,18121,-0.0015580841150659606
3181,100117,18122,18123,
3182,100169,18130,18131,
3182,100172,18130,18134,
3182,100177,18131,18132,
3182,100184,18132,18131,
3182,100185,18132,18133,
3182,100186,18132,18134,
3182,100200,18134,18133,
3185,100302,18150,18154,0.001784409222604098
3185,100327,18155,18153,0.0001999457128002853
3185,100328,18155,18154,0.0004171536921186454
3187,100379,18164,18166,
3187,100381,18164,18168,0.00030663791865352723
3187,100402,18168,18164,-0.0012844802064063562
3189,100443,18177,18178,
3189,100446,18178,18176,
3189,100447,18178,18177,
3189,100448,18178,18179,
3196,100500,18199,18208,
3196,100585,18208,18209,0.002300806332737609
3197,100626,18216,18213,
3198,100654,18221,18218,-0.0012809271423753032
3203,100726,18244,18237,-0.0006477091232153745
3203,100739,18247,18237,-0.0007291803850786559
3205,100763,18253,18256,
3205,100771,18255,18253,-0.0010769861320976638
3205,100774,18255,18256,-0.0006252533803349967
3205,100783,18256,18253,
3207,100800,18259,18260,-0.0007769417486600701
3209,100837,18267,18263,
3209,100841,18267,18269,-0.00044766758174639293
3209,100856,18267,18279,0.00014817483941928774
3209,100864,18267,18285,0.0005061823299534943
3209,100872,18269,18267,0.0003780739122957805
3209,100925,18276,18267,0.00045482689170253345
3210,100931,18284,18274,-0.0008177717428582219
3209,100932,18276,18279,0.002551465938015086
3209,100945,18279,18267,
3209,100954,18279,18276,0.0002977987105479522
3209,100976,18285,18263,0.00021032044586524293
3228,101438,18379,18381,0.0001054537094882297
3228,101440,18379,18383,0.000124333837310747
3228,101441,18379,18384,0.0001070646161480527
3228,101461,18381,18379,-0.0006665046029513447
3228,101482,18381,18384,
3228,101493,18383,18379,-0.002133284966692648
3228,101500,18383,18384,
3228,101508,18384,18379,-0.0007575143359173494
3228,101535,18388,18379,
3228,101540,18388,18386,-0.00024956526234330093
3228,101544,18390,18381,7.993740283723063e-05
3228,101545,18390,18383,2.3516063785437713e-05
3228,101548,18390,18388,0.0008435544535545231
3230,101556,18396,18395,0.00017851269551826776
3230,101559,18396,18399,
3230,101560,18396,18400,
3230,101571,18398,18396,
3230,101577,18399,18395,
3230,101578,18399,18396,
3242,101842,18457,18461,-0.000553473535885617
3242,101867,18461,18457,
3243,101883,18464,18462,-0.0003398051728530025
3248,102007,18493,18494,-0.0004465379640311582
3248,102025,18494,18493,-0.0003848337430604758
3249,102052,18498,18496,-0.0005098717123530977
3252,102160,18514,18516,0.00014409606578572864
3252,102169,18516,18514,-0.00020079787493149472
3257,102290,18540,18537,-0.0013818391257326415
3258,102308,18543,18542,-0.0005767329243184728
3258,102316,18544,18543,
3262,102414,18564,18566,0.0008756799044281338
3262,102415,18564,18567,0.0012952281490809618
3262,102416,18564,18568,6.815146474764104e-05
3262,102417,18564,18569,0.0010665172554614128
3262,102421,18565,18566,0.0017616569337095304
3262,102422,18565,18567,0.002294701547856437
3262,102427,18566,18564,-0.0012540192379679725
3262,102429,18566,18567,
3262,102435,18567,18565,
3262,102452,18569,18568,
3262,102463,18571,18565,
3263,102478,18574,18573,-0.0013872860356772213
3263,102479,18574,18575,-0.0005587823622644119
3263,102480,18574,18576,
3263,102482,18575,18573,-0.0002483610932923081
3263,102486,18576,18573,-0.00039719929223314024
3263,102488,18576,18575,
3265,102540,18589,18583,
3267,102584,18596,18598,
3267,102594,18598,18595,
3270,102619,18606,18607,0.0003931374225605206
3271,102624,18608,18612,0.00491184990674692
3274,102673,18622,18623,
3274,102675,18622,18625,0.00010444922768928175
3274,102709,18625,18622,-0.0008995229641703616
3275,102794,18636,18638,
3279,102903,18659,18658,-0.0005241844071630934
3279,102907,18659,18663,
3279,102908,18659,18664,-0.00015051796438870818
3279,102918,18661,18659,
3279,102968,18664,18663,
3287,103056,18694,18696,-0.0006112372333931457
3290,103146,18712,18714,-0.0006177171660417826
3294,103233,18734,18732,
3296,103287,18742,18740,
3296,103297,18743,18745,-0.0025193779133148384
3296,103307,18745,18742,
3310,103542,18805,18806,
3310,103565,18808,18804,
3313,103595,18819,18815,0.0005677382770984567
3321,103840,18864,18869,0.0010202172959414089
3321,103855,18866,18869,0.0013072546815675284
3321,103878,18869,18871,0.000628758585167973
3323,103906,18876,18878,
3323,103909,18878,18876,-0.00027642596846050944
3324,103920,18882,18879,7.470242243463391e-05
3325,103939,18886,18887,
3330,104044,18909,18910,
3337,104272,18952,18951,0.00015408624777150012
3339,104315,18963,18965,
3339,104320,18963,18967,
3338,104345,18961,18956,6.39375806069925e-05
3340,104436,18977,18972,0.0006888015163688758
3344,104518,18996,18992,
3345,104538,19000,18999,0.00021020710500068855
3351,104844,19047,19044,
3354,104858,19053,19057,0.00037362635043843863
3354,104859,19053,19058,
3354,104885,19058,19053,
3355,104904,19061,19064,-0.0003535421002771366
3357,104979,19074,19076,
3357,104980,19074,19077,
3358,104998,19078,19084,3.297953651692928e-05
3358,105004,19079,19084,4.9172831443862e-05
3358,105029,19084,19078,-0.0008241911557687269
3358,105030,19084,19079,
3358,105031,19084,19080,-0.0005621502433064344
3358,105032,19084,19081,-0.00099489857179426
3361,105113,19099,19098,
3361,105118,19099,19104,
3363,105157,19108,19111,-0.000691171846085525
3363,105169,19110,19108,-4.899007288116779e-05
3363,105176,19111,19108,-1.4420764514302059e-05
3364,105229,19119,19116,-0.0003559281337396316
3365,105232,19120,19117,-0.00014356131211023181
3368,105327,19139,19140,-0.000168576629405306
3368,105329,19139,19143,-0.00011822237537805901
3368,105331,19140,19141,0.00015812519451957634
3368,105332,19140,19143,-0.000662253628364716
3368,105335,19141,19140,-1.2664888265014127e-05
3368,105336,19141,19143,-0.0001711013056533214
3368,105337,19143,19139,
3368,105339,19143,19140,9.596832610193642e-05
3372,105476,19167,19166,
3373,105538,19176,19175,0.0008367207843930882
3377,105609,19194,19190,-9.049926412076504e-05
3382,105801,19224,19226,
3382,105803,19224,19227,0.00010360032217010801
3382,105804,19226,19224,
3382,105806,19226,19227,
3382,105807,19227,19224,
3382,105808,19227,19226,
3384,105809,19229,19230,
3384,105810,19229,19231,-0.0006259283002737384
3384,105816,19231,19229,0.0005877516944156674
3384,105823,19232,19230,
3386,105830,19237,19238,0.000631810782180283
3386,105832,19238,19237,-0.00031967007234547594
3397,105955,19275,19273,-0.0018922903306213203
3397,105975,19278,19275,-0.0002726703732301507
3405,106128,19305,19301,-0.00011915766412874348
3408,106216,19323,19321,
3408,106220,19323,19326,
3408,106233,19325,19321,-0.0001440590650813176
3408,106235,19325,19326,-0.0001770687227818376
3408,106236,19325,19328,-0.00010327981720501705
3408,106238,19325,19330,
3408,106242,19326,19325,3.059060930322377e-05
3413,106367,19352,19353,
3413,106368,19353,19352,
3417,106416,19363,19367,-0.0003521969671777573
3417,106428,19366,19363,
3417,106433,19367,19363,0.0037401534535109193
3417,106438,19368,19363,0.00026874395970388467
3421,106537,19386,19388,0.000580523671895709
3421,106543,19388,19385,-9.818141963142715e-05
3421,106544,19388,19386,
3421,106550,19389,19388,0.0019718999361146715
3436,106814,19449,19453,
3436,106817,19450,19452,
3438,106861,19460,19461,
3438,106863,19460,19463,0.000314158021633431
3438,106865,19461,19460,
3438,106867,19461,19463,
3441,106918,19472,19475,0.0007569219093921082
3443,106962,19482,19484,6.695080290078374e-05
3449,106982,19495,19494,0.003317260683527884
3485,107866,19681,19683,0.0009594442506632815
3485,107874,19681,19689,0.000745589020065297
3485,107875,19683,19681,0.0004086680068638554
3485,107878,19683,19687,0.0001131236826482988
3485,107904,19688,19689,
3485,107905,19689,19681,
3485,107910,19689,19688,
3487,107913,19690,19693,0.00037766589255134567
3494,108118,19732,19731,
3497,108182,19744,19745,0.00018209660612106528
3499,108190,19747,19751,
3502,108220,19758,19760,0.00011061978821355244
3504,108290,19771,19770,0.00012458004466461158
3514,108488,19816,19813,
3516,108522,19824,19826,
3518,108550,19834,19833,0.0005118767989049259
3519,108553,19835,19838,
3519,108557,19837,19835,
3519,108560,19838,19835,
3523,108644,19855,19857,1.4854375962563182e-05
3523,108648,19856,19857,-0.0003401175592101385
3524,108655,19858,19861,0.00042912234443129353
3524,108662,19861,19858,-0.0019044377691692337
3524,108663,19861,19859,
3525,108666,19862,19864,-0.00010858822780505071
3525,108667,19862,19865,-0.0005463926502710815
3525,108669,19863,19864,-0.00032614576885100144
3525,108672,19864,19863,3.758557497584284e-14
3525,108674,19865,19862,0.0006761171687339031
3525,108675,19865,19863,1.4906262088534238e-05
3526,108683,19868,19866,
3526,108686,19869,19866,
3527,108690,19870,19872,0.0003675529498202972
3527,108691,19870,19873,0.0030734959514617326
3528,108760,19881,19882,0.004187806720380902
3528,108764,19882,19881,
3529,108765,19883,19884,0.0015685593789324535
3529,108770,19885,19884,0.00010202542650963425
3531,108777,19889,19890,0.0011436571407970535
3531,108780,19890,19889,-0.0002282826179152293
3531,108782,19890,19892,-0.00014817668644474108
3536,108838,19908,19910,0.000293436164820214
3536,108840,19909,19908,-0.00017355637690849823
3536,108843,19910,19908,0.00016533185495448558
3537,108847,19911,19914,0.00045880307291961835
3537,108854,19914,19911,
3538,108860,19916,19915,-0.0005625789193629373
3539,108911,19925,19919,0.0012886274000819921
3542,109017,19946,19944,
3542,109027,19947,19945,0.0005812083708251364
3542,109029,19947,19946,0.0013479997811713226
3543,109043,19948,19950,-0.0007315367718252468
3543,109051,19950,19948,6.819099163521777e-05
3545,109122,19959,19963,
3545,109137,19962,19963,
3545,109138,19962,19964,-0.001190939058874056
3545,109139,19963,19959,
3545,109143,19963,19964,
3545,109147,19964,19962,0.0007004016320373536
3545,109148,19964,19963,
3546,109153,19966,19967,-0.0006800052663477316
3546,109156,19967,19966,-0.0021188057092054215
3547,109167,19971,19969,-0.00012733087958992508
3548,109178,19975,19974,-0.0002637965710154891
3549,109184,19978,19977,-0.0002570398592708368
3550,109185,19979,19980,6.194351657967601e-05
3550,109191,19980,19979,-0.00029299658714379995
3550,109199,19981,19982,4.260433484377722e-12
3552,109239,19994,19995,-0.00024857555198649147
3553,109261,19997,19998,0.002432002992318184
3553,109270,19998,19997,-0.0005916237139734009
3553,109272,19998,19999,-0.0006411398362341642
3551,109276,19990,19992,-0.0018005235652316827
3553,109286,19999,19998,0.0019706636441493767
3553,109293,20000,19998,0.001722645356888422
3554,109296,20001,20003,-0.00030457292636051263
3554,109299,20002,20003,-0.0001585639582377118
3554,109301,20003,20001,0.00019428312975796212
3554,109302,20003,20002,
3562,109351,20024,20025,0.0006596316610782502
3562,109372,20027,20028,
3562,109378,20028,20027,
3562,109390,20030,20024,-0.00029100069159696484
3563,109436,20037,20032,2.3559387093190248e-05
3567,109485,20049,20050,0.0008544201793841598
3568,109489,20052,20051,0.0011554907068912863
3568,109490,20052,20053,0.00022859827073752143
3569,109518,20057,20059,
3569,109519,20057,20060,0.00010837547199252095
3569,109538,20060,20057,0.00019968817679652482
3578,109611,20088,20095,0.0001788420863799369
3584,109670,20109,20110,0.00015490277660654408
3586,109694,20116,20120,5.632469156206826e-07
3587,109719,20123,20124,0.000551931866653676
3589,109747,20132,20130,0.0009013944463862864
3591,109752,20136,20135,-0.0002991535539695182
3592,109773,20142,20139,-0.0007526893027207959
3595,109810,20153,20154,-0.00017598592708745664
3596,109824,20158,20157,6.930977907514731e-05
3599,109856,20168,20170,-0.001722489850460641
3599,109861,20170,20168,-0.0012569034371162219
3611,110183,20229,20230,
3628,110427,20287,20288,0.00025518647835120193
3628,110431,20288,20287,-0.00025555925978894614
3628,110440,20289,20288,-7.091023599685377e-05
3630,110467,20297,20296,0.0001235996746630701
3634,110478,20304,20306,6.587493115268547e-05
3634,110487,20306,20307,0.00012789498003630458
3634,110489,20307,20304,-9.325440279711454e-05
3634,110492,20307,20306,-0.00016796334652629315
3635,110507,20311,20312,0.00019328978205294397
3635,110509,20312,20309,
3638,110535,20322,20323,0.00023064404396915434
3638,110547,20323,20324,-0.000685244433322728
3638,110551,20324,20322,-0.00023422442158357274
3640,110596,20330,20329,0.0022533337310312535
3644,110625,20340,20341,0.0001169463765491262
3644,110630,20341,20340,-9.99575717544917e-05
3655,110747,20374,20377,-0.0003871946960888814
3655,110750,20375,20377,-0.0006315614901437352
3655,110752,20376,20375,0.0002527915561029543
3655,110755,20377,20375,
3664,110829,20394,20395,0.000429311008746199
3664,110832,20395,20394,-0.0001960462875139141
3668,110958,20417,20416,
3668,110959,20417,20418,
3668,110960,20417,20419,
3668,110963,20418,20419,
3668,110966,20419,20418,
3671,110967,20420,20421,0.00033989138957952043
3671,110968,20420,20422,7.851993901552418e-05
3671,110970,20421,20420,-0.0003246869515580056
3671,110972,20421,20423,-0.001568257878431757
3671,110977,20423,20421,
3680,111009,20435,20437,0.00038311394178566847
3680,111017,20437,20435,-0.0001414986383111988
3683,111030,20445,20446,-0.0008465511567849312
3683,111032,20446,20445,0.00090638196604599
3687,111062,20457,20459,
3687,111069,20459,20457,-0.00045850204081620367
3687,111077,20461,20457,-9.134969862949546e-05
3717,111284,20539,20541,
3724,111426,20571,20570,0.0002486860760790084
3724,111434,20573,20568,-0.00012191283312384775
3736,111506,20604,20603,0.00018487088489683694
3736,111508,20604,20606,0.00010496082786907334
3736,111517,20606,20604,-4.705063693709132e-05
3738,111533,20611,20614,-0.0006434067403215172
3738,111542,20614,20613,0.00036941556231463073
3741,111576,20621,20625,
3745,111649,20642,20640,-2.6217668761201402e-05
3747,111671,20648,20649,-0.0006056672070211264
3747,111673,20649,20648,6.39949455720172e-05
3748,111683,20653,20651,-0.00022767093965166607
3748,111685,20653,20654,
3750,111700,20659,20658,-0.00022352880005626448
3759,111759,20685,20686,0.004677910838697278
3759,111768,20687,20686,0.0008005362782066646
3762,111789,20696,20694,
3766,111809,20705,20703,-0.0002479143474047869
3769,111817,20710,20711,
3769,111818,20710,20712,0.0003819324079660937
3769,111820,20711,20710,-0.0006401654713204061
3769,111822,20711,20713,-0.0007504713957212153
3769,111825,20712,20713,-0.000521471952491906
3769,111828,20713,20712,0.001385542443579827
3772,111842,20721,20720,
3775,111843,20722,20723,0.0002226903657574585
3780,111876,20735,20741,-0.0002978515188992693
3782,111912,20746,20743,
3784,111921,20750,20751,-0.00014632581157418453
3784,111922,20750,20752,-0.00018752325795774803
3786,111939,20757,20758,0.0020495722598292995
3786,111942,20758,20757,-0.00013631280400328542
3788,111957,20764,20765,-9.060440775952904e-05
3789,111970,20769,20768,
3791,111978,20773,20775,-0.00017611327493419616
3791,111981,20775,20773,0.0028307549244108643
3795,112002,20783,20785,-0.0002160029769648483
3795,112007,20785,20783,0.00021506520271490998
3803,112065,20808,20809,1.2681754241871924e-12
3803,112086,20812,20809,
3806,112099,20818,20821,-0.0001855288811599797
3808,112119,20825,20826,4.704102875611981e-05
3808,112121,20825,20828,
3808,112129,20828,20826,-7.906311972144986e-05
3811,112167,20840,20837,0.0001308466474532872
3812,112179,20844,20842,
3820,112257,20868,20869,0.00019740192155525866
3820,112260,20869,20868,-0.00011403310312290815
3820,112262,20869,20871,-0.00013980960136510568
3820,112267,20871,20869,5.772817350605902e-05
3822,112276,20875,20877,9.89878171690402e-05
3822,112281,20877,20875,
3822,112282,20877,20876,
3822,112284,20877,20879,
3822,112288,20879,20877,0.00014164124903604476
3828,112380,20902,20906,
3832,112435,20919,20920,-0.0004524886595771089
3832,112436,20919,20921,-0.00019276143302591824
3832,112437,20919,20922,-0.0006458111094648025
3832,112441,20921,20919,0.00045220390139269603
3832,112444,20922,20919,0.0020165664531542685
3847,112537,20960,20961,-0.0005271314155142572
3847,112538,20960,20962,-0.00010035352758604648
3847,112543,20962,20960,0.0008722326406121485
3847,112545,20962,20963,0.00041177565601083275
3847,112546,20963,20960,
3849,112601,20974,20972,0.0009092861583583963
3851,112618,20980,20981,0.00014040744177222628
3851,112620,20981,20980,-5.7951287365972314e-05
3855,112642,20990,20994,-0.0006109526360021965
3855,112651,20993,20990,0.0031000678197452094
3855,112654,20993,20994,0.00011656689506387356
3855,112655,20994,20990,0.001220842867464127
3855,112658,20994,20993,0.0001948589673081446
3857,112702,21004,21002,0.0008689485813845656
3872,112851,21053,21054,
3873,112855,21055,21056,-0.0004608555937935312
3873,112856,21056,21055,0.0008409782191921916
3874,112861,21057,21059,-5.790287579776217e-05
3874,112872,21061,21057,3.200211996107421e-05
3880,112920,21078,21077,5.837903014842335e-05
3886,112954,21092,21096,0.00012546593824167468
3886,112969,21095,21096,
3886,112971,21096,21092,
3889,112995,21104,21101,-0.00027726737646028286
3889,113005,21107,21104,
3892,113044,21118,21119,-0.0005233089877333741
3902,113136,21152,21149,0.0024506467862712334
3903,113156,21157,21154,0.0005553884938161333
3906,113185,21169,21170,-8.713545053625789e-05
3906,113191,21170,21169,
3913,113277,21193,21191,-7.6889741293908e-05
3913,113280,21194,21191,0.00015519790792107362
3913,113282,21194,21193,0.0009307562265234076
3920,113324,21213,21216,-0.00040510829335086665
3920,113328,21216,21213,0.0003508389213980863
3931,113396,21244,21245,-0.0004463979671326386
3931,113398,21245,21244,0.0014279529356597362
3938,113451,21266,21267,0.00026334747503646013
3940,113467,21272,21273,
3940,113469,21272,21275,
3940,113470,21273,21272,
3944,113483,21280,21281,
3944,113484,21281,21280,-0.00038338038021297775
3946,113499,21285,21284,-0.0003081785245569739
3946,113500,21285,21286,-0.001295295250158604
3946,113504,21286,21285,0.002106457110907491
3955,113565,21312,21313,7.94721694913984e-05
3955,113566,21312,21314,0.0006641472614942149
3955,113568,21313,21312,-0.00020571584733235302
3955,113569,21313,21314,
3955,113571,21314,21312,-0.00015820021032154826
3960,113634,21330,21331,
3962,113645,21338,21337,0.000579294479155046
3965,113658,21346,21345,0.0004923584674975501
3970,113688,21360,21358,-0.00011006279527209841
3972,113704,21366,21365,
3974,113722,21373,21372,0.0005662435073469504
3981,113767,21393,21392,
3984,113801,21405,21403,-0.0002882239953340246
3986,113803,21407,21408,
3990,113825,21417,21420,-0.0010418170762490817
3990,113835,21420,21417,0.0007762537107993733
3992,113848,21425,21427,
3992,113851,21427,21425,
3993,113859,21429,21428,-0.0004414899124134972
3997,113919,21445,21446,1.1234429704162293e-11
3997,113921,21446,21445,-0.00020668106546006349
3997,113923,21447,21445,-6.87728521872931e-05
4002,113975,21464,21465,0.00020921842522732173
4002,113976,21465,21464,-0.00010225770013104496
4003,113978,21466,21468,-0.0006200682537892018
4003,113982,21467,21468,7.004841296607292e-05
4003,113985,21468,21466,-0.00040881657542541933
4003,113995,21470,21468,0.0003636481754867777
4007,114039,21483,21486,-0.0002968734886793275
4007,114044,21486,21483,
4012,114111,21504,21507,
4018,114155,21522,21520,
4019,114160,21524,21525,
4019,114162,21525,21524,
4021,114175,21530,21531,-0.0004960759141872839
4024,114194,21540,21537,-0.00045720732108058443
4027,114205,21545,21548,-0.00026561900752784156
4027,114211,21547,21548,-0.00040377390885993963
4027,114212,21548,21545,0.004490471350123721
4027,114214,21548,21547,0.004100762332418822
4028,114218,21550,21551,
4033,114262,21565,21567,-0.00011589025771420854
4033,114264,21565,21569,-0.0001065150800370305
4033,114265,21566,21565,-0.00045069775881691567
4033,114266,21566,21567,-0.0006813638901296951
4033,114269,21567,21565,-0.0002464242769195324
4033,114270,21567,21566,
4033,114272,21567,21569,-0.00010078948070936636
4033,114277,21569,21565,0.0004313327472753949
4034,114289,21572,21573,
4037,114332,21584,21583,-2.0760046525877292e-05
4037,114333,21584,21585,-0.0003130342706177396
4037,114335,21585,21583,-0.00025101152491779585
4041,114396,21604,21605,
4044,114437,21609,21610,
4044,114439,21610,21609,-0.0001531340660926605
4045,114451,21614,21612,-0.00020203489674269217
4045,114453,21614,21615,-5.1666169715997023e-05
4049,114487,21627,21628,-0.00013278831946271518
4050,114499,21631,21632,
4052,114514,21638,21635,-0.0001378960405339361
4056,114524,21643,21645,0.00014450681566540848
4056,114529,21645,21643,-0.0001467075347024055
4058,114541,21650,21651,
4058,114542,21650,21652,
4058,114545,21651,21652,
4060,114555,21656,21657,
4061,114561,21659,21660,
4061,114564,21660,21659,-0.00030554596668358035
4062,114572,21663,21662,-0.0008455859918191362
4062,114575,21664,21662,
4068,114597,21677,21678,
4068,114599,21677,21680,
4071,114625,21686,21691,-0.00015996700997974902
4071,114627,21687,21686,-0.0010235530374166288
4071,114630,21687,21690,-3.343327232634071e-05
4071,114632,21687,21692,-3.252830377815474e-09
4071,114656,21691,21692,-0.0001796488200365775
4071,114662,21692,21691,-0.00029071210496624267
4075,114675,21699,21700,
4077,114683,21703,21704,
4077,114685,21704,21702,-0.00018069163788701412
4077,114686,21704,21703,-0.00031657880956475397
4079,114696,21709,21708,
4079,114698,21709,21711,
4081,114709,21715,21714,
4083,114740,21724,21723,
4085,114747,21728,21729,-0.00018361323418638437
4085,114748,21729,21728,3.0228395570175834e-05
4087,114749,21730,21732,
4097,114834,21760,21761,-0.0006280110726183375
4100,114852,21769,21768,-4.5088090424789224e-05
4104,114863,21776,21779,-0.0012845467054107048
4104,114870,21779,21776,0.00039008432025529116
4113,114911,21800,21803,0.0006298790441642739
4113,114913,21801,21802,0.0037281129963886547
4113,114916,21802,21801,-0.001910399211869058
4118,114948,21816,21818,-6.645921537368885e-05
4120,114953,21820,21821,
4120,114955,21821,21820,
4120,114956,21821,21822,-0.00032909691064461025
4129,115026,21849,21848,-0.0001613051957153602
4142,115150,21891,21890,-0.0003400643773644181
4143,115151,21892,21893,0.0023519255205472892
4143,115152,21892,21894,0.001941065431906419
4143,115153,21893,21892,-0.000505382635960879
4143,115155,21894,21892,-0.0006352905351780353
4148,115187,21907,21908,8.290491559493524e-05
4148,115191,21908,21907,-0.00014017439983024385
4153,115230,21924,21923,-0.00024151152253982264
4156,115244,21929,21931,
4156,115251,21931,21929,
4156,115253,21931,21932,
4156,115257,21932,21931,
4160,115275,21941,21939,3.0411320278409934e-06
4162,115321,21951,21952,0.00016102086428585979
4162,115324,21951,21953,0.0005387507366088799
4162,115338,21953,21951,-0.00017965237994808458
4162,115340,21953,21952,
4166,115373,21965,21966,
4169,115414,21977,21980,-0.00030122368687745117
4169,115424,21980,21977,7.203785044446011e-05
4169,115426,21980,21979,-0.00030528909454538263
4180,115515,22012,22013,-7.274426930850331e-05
4181,115523,22015,22016,
4182,115547,22021,22020,-0.0006965798131542921
4187,115617,22043,22041,
4198,115671,22070,22071,-0.0005846785980788609
4203,115690,22080,22082,
4205,115714,22088,22089,
4207,115724,22093,22092,-0.0004952708162515953
4212,115768,22109,22108,
4216,115797,22120,22121,
4216,115798,22120,22122,
4216,115800,22121,22122,-0.0004332614619816685
4216,115801,22122,22120,-0.00022811483715869173
4219,115811,22129,22127,
4221,115829,22136,22134,0.00017019109284668234
4226,115848,22148,22147,
4230,115861,22155,22156,-0.0010534026874805423
4230,115863,22156,22155,
4231,115871,22160,22158,0.0004137643540138976
4232,115874,22161,22164,
4239,115915,22180,22181,
4240,115928,22185,22184,-0.000927326650420726
4246,115962,22201,22203,
4246,115969,22202,22203,-3.165080986426973e-05
4246,115975,22203,22201,
4246,115980,22203,22207,2.2960127585288668e-05
4247,115992,22209,22210,-0.00020249037797615541
4246,116002,22206,22203,-5.9293833195126747e-05
4247,116003,22211,22209,
4249,116030,22215,22217,0.0003244588123763527
4249,116033,22217,22215,-0.0004212771559495567
4250,116035,22218,22219,-0.00033548911145627326
4251,116053,22223,22221,0.00018953108158088232
4255,116095,22236,22239,
4258,116129,22249,22246,-7.323106026312228e-05
4258,116132,22249,22250,-0.0002564919404598314
4258,116133,22250,22246,-0.00040086554820379457
4258,116135,22250,22248,-0.0006856388419401666
4263,116163,22263,22264,-0.00042246191851279323
4263,116164,22263,22265,-0.0007682631956738633
4263,116166,22264,22265,
4263,116167,22265,22263,7.024943758358906e-05
4265,116172,22268,22267,0.00105059781526085
4265,116173,22268,22269,0.00028675391103029563
4265,116174,22268,22270,0.00023277546635125043
4267,116192,22274,22273,0.0009390000754963445
4268,116204,22278,22277,
4269,116205,22279,22280,
4284,116252,22308,22307,
4288,116315,22320,22321,
4288,116320,22321,22323,
4293,116349,22335,22336,-0.00020435357160456912
4293,116353,22336,22335,7.153452250118188e-05
4300,116416,22357,22359,
4302,116430,22364,22365,-0.0010898044288807592
4302,116438,22366,22365,
4313,116516,22398,22396,
4315,116536,22404,22403,-0.00038637893228408017
4317,116570,22413,22412,
4319,116583,22419,22421,-0.0002446856241826313
4318,116595,22417,22418,-0.000650515811785339
4318,116601,22418,22416,0.0005866738746896717
4318,116606,22418,22425,-0.0006763742944596151
4318,116613,22422,22416,0.00038729081297936974
4318,116614,22422,22417,-0.00018870140970388865
4318,116617,22422,22423,-0.00018337325867490606
4318,116618,22422,22425,-2.7775835337948834e-06
4318,116627,22425,22418,-0.0002294578375566581
4318,116629,22425,22422,-0.00011871129580354959
4318,116630,22425,22423,-0.0006991712114235696
4320,116631,22426,22427,
4320,116632,22426,22428,
4320,116633,22426,22429,
4320,116636,22427,22429,
4320,116639,22428,22429,
4322,116684,22438,22435,-5.009624265780283e-05
4323,116724,22446,22447,
4337,116817,22484,22485,-0.00011784784233813888
4337,116818,22485,22484,0.00018163582870759642
4342,116840,22496,22498,-0.0003033112528081812
4342,116845,22498,22494,0.00046822247190530006
4342,116847,22498,22496,0.0002755498128139603
4344,116857,22502,22500,
4344,116861,22503,22500,
4345,116871,22506,22505,-0.00043905185479522157
4345,116872,22506,22507,-0.0006637477711482287
4345,116874,22507,22506,0.0008117986297363844
4347,116881,22511,22512,-0.00012072364117348035
4353,116910,22525,22526,-5.5861822719804866e-05
4358,116943,22539,22540,0.0005961016975430245
4358,116945,22540,22539,-0.00013087436574533274
4359,116955,22542,22549,-0.0004131144220560585
4359,116961,22543,22548,-0.00015776251600373376
4359,116982,22546,22548,-0.0002749154233517313
4359,116983,22546,22549,-6.234843963093901e-05
4362,117012,22554,22556,
4362,117020,22556,22555,
4362,117021,22556,22557,
4366,117081,22571,22572,0.00039117862821858853
4367,117084,22573,22575,-4.3988499338808325e-05
4367,117089,22575,22573,-0.0007837644389945189
4368,117095,22577,22578,-0.0002124444053088956
4369,117097,22579,22580,-0.00021743903236773278
4372,117143,22593,22594,-0.0007626480568191671
4372,117146,22594,22593,0.0009093274940845866
4373,117147,22595,22596,
4379,117189,22612,22614,
4379,117191,22612,22618,0.0008040076244389405
4379,117192,22614,22612,-0.00014524508614629692
4379,117195,22614,22618,
4379,117203,22618,22612,-0.00016286198229720856
4379,117205,22618,22614,-0.001053084200333477
4387,117304,22646,22645,
4390,117324,22655,22654,-0.00020954698711160352
4396,117356,22669,22671,-0.00033617315597840494
4396,117357,22670,22669,0.001158481571276234
4396,117358,22670,22671,-0.0003264106794041903
