experiment_id,pre_cell_id,post_cell_id,has_synapse,pre_cell_class,post_cell_class,fi_slope_pre,fi_slope_post,psp_amplitude
1693,10035,10039,0,ex,ex,6.250000000000007e-13,1.1443902255932152e-13,
1693,10035,10040,0,ex,ex,6.250000000000007e-13,1.8960817294462891e-13,
1693,10035,10041,0,ex,ex,6.250000000000007e-13,1.9043904277941182e-13,
1693,10035,10042,1,ex,in,6.250000000000007e-13,1.2149999347686673e-12,0.00025780757298465515
1693,10037,10035,0,in,ex,1.3649999107360804e-12,6.250000000000007e-13,
1693,10037,10039,0,in,ex,1.3649999107360804e-12,1.1443902255932152e-13,
1693,10037,10040,0,in,ex,1.3649999107360804e-12,1.8960817294462891e-13,
1693,10037,10041,0,in,ex,1.3649999107360804e-12,1.9043904277941182e-13,
1693,10037,10042,1,in,in,1.3649999107360804e-12,1.2149999347686673e-12,
1693,10039,10035,0,ex,ex,1.1443902255932152e-13,6.250000000000007e-13,
1693,10039,10037,0,ex,in,1.1443902255932152e-13,1.3649999107360804e-12,
1693,10039,10040,0,ex,ex,1.1443902255932152e-13,1.8960817294462891e-13,
1693,10039,10041,0,ex,ex,1.1443902255932152e-13,1.9043904277941182e-13,
1693,10039,10042,0,ex,in,1.1443902255932152e-13,1.2149999347686673e-12,
1693,10040,10035,0,ex,ex,1.8960817294462891e-13,6.250000000000007e-13,
1693,10040,10037,0,ex,in,1.8960817294462891e-13,1.3649999107360804e-12,
1693,10040,10039,0,ex,ex,1.8960817294462891e-13,1.1443902255932152e-13,
1693,10040,10041,0,ex,ex,1.8960817294462891e-13,1.9043904277941182e-13,
1693,10040,10042,0,ex,in,1.8960817294462891e-13,1.2149999347686673e-12,
1693,10041,10035,0,ex,ex,1.9043904277941182e-13,6.250000000000007e-13,
1693,10041,10037,0,ex,in,1.9043904277941182e-13,1.3649999107360804e-12,
1693,10041,10039,0,ex,ex,1.9043904277941182e-13,1.1443902255932152e-13,
1693,10041,10040,0,ex,ex,1.9043904277941182e-13,1.8960817294462891e-13,
1693,10041,10042,0,ex,in,1.9043904277941182e-13,1.2149999347686673e-12,
1693,10042,10035,1,in,ex,1.2149999347686673e-12,6.250000000000007e-13,
1693,10042,10037,0,in,in,1.2149999347686673e-12,1.3649999107360804e-12,
1693,10042,10039,0,in,ex,1.2149999347686673e-12,1.1443902255932152e-13,
1693,10042,10040,0,in,ex,1.2149999347686673e-12,1.8960817294462891e-13,
1693,10042,10041,0,in,ex,1.2149999347686673e-12,1.9043904277941182e-13,
1694,10044,10046,0,in,ex,1.6420581734696084e-12,2.1217391449980897e-13,
1694,10044,10050,0,in,ex,1.6420581734696084e-12,2.0608695824944942e-13,
1694,10046,10044,0,ex,in,2.1217391449980897e-13,1.6420581734696084e-12,
1694,10046,10050,0,ex,ex,2.1217391449980897e-13,2.0608695824944942e-13,
1694,10050,10044,0,ex,in,2.0608695824944942e-13,1.6420581734696084e-12,
1694,10050,10046,0,ex,ex,2.0608695824944942e-13,2.1217391449980897e-13,
1695,10051,10056,0,in,ex,1.8499994735718804e-12,-1.1714285202545356e-13,
1695,10051,10057,1,in,ex,1.8499994735718804e-12,1.1428570971845715e-13,
1695,10056,10051,0,ex,in,-1.1714285202545356e-13,1.8499994735718804e-12,
1695,10056,10057,0,ex,ex,-1.1714285202545356e-13,1.1428570971845715e-13,
1695,10057,10051,0,ex,in,1.1428570971845715e-13,1.8499994735718804e-12,
1695,10057,10056,0,ex,ex,1.1428570971845715e-13,-1.1714285202545356e-13,
1698,10059,10063,0,in,ex,4.2285712901004947e-13,-1.650444418285327e-30,
1698,10059,10064,0,in,ex,4.2285712901004947e-13,-9.14285669028351e-14,
1698,10059,10065,0,in,,4.2285712901004947e-13,-5.14285673388008e-14,
1698,10063,10059,0,ex,in,-1.650444418285327e-30,4.2285712901004947e-13,
1698,10063,10064,0,ex,ex,-1.650444418285327e-30,-9.14285669028351e-14,
1698,10063,10065,0,ex,,-1.650444418285327e-30,-5.14285673388008e-14,
1698,10064,10059,0,ex,in,-9.14285669028351e-14,4.2285712901004947e-13,
1698,10064,10063,0,ex,ex,-9.14285669028351e-14,-1.650444418285327e-30,
1698,10064,10065,0,ex,,-9.14285669028351e-14,-5.14285673388008e-14,
1698,10065,10059,0,,in,-5.14285673388008e-14,4.2285712901004947e-13,
1698,10065,10063,0,,ex,-5.14285673388008e-14,-1.650444418285327e-30,
1698,10065,10064,0,,ex,-5.14285673388008e-14,-9.14285669028351e-14,
1699,10069,10070,0,,in,5.933331983778025e-13,0.0,
1699,10069,10071,0,,,5.933331983778025e-13,2.2005927339538734e-30,
1699,10070,10069,1,in,,0.0,5.933331983778025e-13,
1699,10070,10071,1,in,,0.0,2.2005927339538734e-30,-0.00026686272309354054
1699,10071,10069,0,,,2.2005927339538734e-30,5.933331983778025e-13,
1699,10071,10070,0,,in,2.2005927339538734e-30,0.0,
1704,10100,10101,0,,,-6.25000000000001e-14,3.2857143298297953e-13,
1704,10100,10102,0,,in,-6.25000000000001e-14,9.178570428186393e-13,
1704,10100,10105,0,,in,-6.25000000000001e-14,7.309597759580864e-14,
1704,10101,10100,0,,,3.2857143298297953e-13,-6.25000000000001e-14,
1704,10101,10102,0,,in,3.2857143298297953e-13,9.178570428186393e-13,
1704,10101,10105,0,,in,3.2857143298297953e-13,7.309597759580864e-14,
1704,10102,10100,0,in,,9.178570428186393e-13,-6.25000000000001e-14,
1704,10102,10101,0,in,,9.178570428186393e-13,3.2857143298297953e-13,
1704,10102,10105,0,in,in,9.178570428186393e-13,7.309597759580864e-14,
1704,10105,10100,0,in,,7.309597759580864e-14,-6.25000000000001e-14,
1704,10105,10101,0,in,,7.309597759580864e-14,3.2857143298297953e-13,
1704,10105,10102,0,in,in,7.309597759580864e-14,9.178570428186393e-13,
1705,10109,10110,0,in,in,2.999999999999999e-12,2.0000000000000052e-12,
1705,10109,10112,0,in,ex,2.999999999999999e-12,-3.2500000000000023e-13,
1705,10110,10109,1,in,in,2.0000000000000052e-12,2.999999999999999e-12,-0.00021618596403383044
1705,10110,10112,0,in,ex,2.0000000000000052e-12,-3.2500000000000023e-13,
1705,10112,10109,0,ex,in,-3.2500000000000023e-13,2.999999999999999e-12,
1705,10112,10110,0,ex,in,-3.2500000000000023e-13,2.0000000000000052e-12,
1709,10135,10139,0,ex,ex,8.00000000000001e-13,6.114285467031027e-13,
1709,10139,10135,0,ex,ex,6.114285467031027e-13,8.00000000000001e-13,
1718,10194,10196,0,in,in,4.999999364217128e-14,4.999999809265044e-13,
1718,10194,10197,0,in,in,4.999999364217128e-14,1.1899999187469283e-12,
1718,10194,10198,0,in,in,4.999999364217128e-14,3.1999997940062967e-13,
1718,10194,10199,0,in,in,4.999999364217128e-14,1.3466526475996734e-29,
1718,10194,10200,0,in,in,4.999999364217128e-14,1.3466526623613758e-29,
1718,10196,10194,0,in,in,4.999999809265044e-13,4.999999364217128e-14,
1718,10196,10197,0,in,in,4.999999809265044e-13,1.1899999187469283e-12,
1718,10196,10198,0,in,in,4.999999809265044e-13,3.1999997940062967e-13,
1718,10196,10199,0,in,in,4.999999809265044e-13,1.3466526475996734e-29,
1718,10196,10200,0,in,in,4.999999809265044e-13,1.3466526623613758e-29,
1718,10197,10194,0,in,in,1.1899999187469283e-12,4.999999364217128e-14,
1718,10197,10196,0,in,in,1.1899999187469283e-12,4.999999809265044e-13,
1718,10197,10198,0,in,in,1.1899999187469283e-12,3.1999997940062967e-13,
1718,10197,10199,0,in,in,1.1899999187469283e-12,1.3466526475996734e-29,
1718,10197,10200,0,in,in,1.1899999187469283e-12,1.3466526623613758e-29,
1718,10198,10194,0,in,in,3.1999997940062967e-13,4.999999364217128e-14,
1718,10198,10196,0,in,in,3.1999997940062967e-13,4.999999809265044e-13,
1718,10198,10197,0,in,in,3.1999997940062967e-13,1.1899999187469283e-12,
1718,10198,10199,0,in,in,3.1999997940062967e-13,1.3466526475996734e-29,
1718,10198,10200,0,in,in,3.1999997940062967e-13,1.3466526623613758e-29,
1718,10199,10194,0,in,in,1.3466526475996734e-29,4.999999364217128e-14,
1718,10199,10196,0,in,in,1.3466526475996734e-29,4.999999809265044e-13,
1718,10199,10197,0,in,in,1.3466526475996734e-29,1.1899999187469283e-12,
1718,10199,10198,0,in,in,1.3466526475996734e-29,3.1999997940062967e-13,
1718,10199,10200,0,in,in,1.3466526475996734e-29,1.3466526623613758e-29,
1718,10200,10194,0,in,in,1.3466526623613758e-29,4.999999364217128e-14,
1718,10200,10197,0,in,in,1.3466526623613758e-29,1.1899999187469283e-12,
1718,10200,10198,0,in,in,1.3466526623613758e-29,3.1999997940062967e-13,
1718,10200,10199,0,in,in,1.3466526623613758e-29,1.3466526475996734e-29,
1721,10213,10215,0,,in,8.285712706896852e-14,6.028571219619415e-13,
1721,10213,10216,0,,in,8.285712706896852e-14,7.371429151262433e-13,
1721,10215,10213,0,in,,6.028571219619415e-13,8.285712706896852e-14,
1721,10215,10216,0,in,in,6.028571219619415e-13,7.371429151262433e-13,
1721,10216,10213,0,in,,7.371429151262433e-13,8.285712706896852e-14,
1721,10216,10215,0,in,in,7.371429151262433e-13,6.028571219619415e-13,
1722,10220,10222,0,in,in,2.857142857142857e-14,-2.857141913199833e-14,
1722,10220,10224,0,in,in,2.857142857142857e-14,-7.415540540540521e-13,
1722,10222,10220,0,in,in,-2.857141913199833e-14,2.857142857142857e-14,
1722,10222,10223,0,in,in,-2.857141913199833e-14,3.2499999999999993e-13,
1722,10222,10224,0,in,in,-2.857141913199833e-14,-7.415540540540521e-13,
1722,10223,10220,0,in,in,3.2499999999999993e-13,2.857142857142857e-14,
1722,10223,10222,0,in,in,3.2499999999999993e-13,-2.857141913199833e-14,
1722,10223,10224,0,in,in,3.2499999999999993e-13,-7.415540540540521e-13,
1722,10224,10220,0,in,in,-7.415540540540521e-13,2.857142857142857e-14,
1722,10224,10222,0,in,in,-7.415540540540521e-13,-2.857141913199833e-14,
1722,10224,10223,0,in,in,-7.415540540540521e-13,3.2499999999999993e-13,
1726,10243,10244,0,ex,ex,2.0312499654292967e-13,1.9500000805854537e-13,
1726,10244,10243,1,ex,ex,1.9500000805854537e-13,2.0312499654292967e-13,0.00030318634504005246
1728,10252,10254,0,ex,ex,8.13750124293572e-13,4.57499985945223e-13,
1728,10254,10252,0,ex,ex,4.57499985945223e-13,8.13750124293572e-13,
1730,10262,10263,0,ex,ex,5.199999825477581e-13,4.2874998677372776e-13,
1730,10263,10262,0,ex,ex,4.2874998677372776e-13,5.199999825477581e-13,
1735,10286,10289,0,in,in,6.857142568575254e-13,-1.3714285616712428e-13,
1735,10286,10290,0,in,in,6.857142568575254e-13,2.9999999164399486e-13,
1735,10286,10291,0,in,in,6.857142568575254e-13,4.171428422162303e-13,
1735,10289,10286,0,in,in,-1.3714285616712428e-13,6.857142568575254e-13,
1735,10289,10290,0,in,in,-1.3714285616712428e-13,2.9999999164399486e-13,
1735,10289,10291,0,in,in,-1.3714285616712428e-13,4.171428422162303e-13,
1735,10290,10286,0,in,in,2.9999999164399486e-13,6.857142568575254e-13,
1735,10290,10289,0,in,in,2.9999999164399486e-13,-1.3714285616712428e-13,
1735,10290,10291,0,in,in,2.9999999164399486e-13,4.171428422162303e-13,
1735,10291,10286,0,in,in,4.171428422162303e-13,6.857142568575254e-13,
1735,10291,10289,0,in,in,4.171428422162303e-13,-1.3714285616712428e-13,
1735,10291,10290,0,in,in,4.171428422162303e-13,2.9999999164399486e-13,
1737,10300,10302,1,in,,2.8485723473631655e-13,4.878640847846258e-13,-0.00013574564864064353
1737,10300,10305,1,in,,2.8485723473631655e-13,3.9947372878066644e-13,-0.00035661077927787014
1737,10302,10300,0,,in,4.878640847846258e-13,2.8485723473631655e-13,
1737,10302,10305,0,,,4.878640847846258e-13,3.9947372878066644e-13,
1737,10305,10300,0,,in,3.9947372878066644e-13,2.8485723473631655e-13,
1737,10305,10302,0,,,3.9947372878066644e-13,4.878640847846258e-13,
1739,10312,10319,0,in,in,3.140184665811618e-30,5.414285278735533e-13,
1739,10312,10321,0,in,in,3.140184665811618e-30,-1.9999998328799333e-14,
1739,10319,10312,0,in,in,5.414285278735533e-13,3.140184665811618e-30,
1739,10319,10321,0,in,in,5.414285278735533e-13,-1.9999998328799333e-14,
1739,10321,10312,0,in,in,-1.9999998328799333e-14,3.140184665811618e-30,
1739,10321,10319,0,in,in,-1.9999998328799333e-14,5.414285278735533e-13,
1744,10341,10344,0,in,in,6.114284397670355e-13,4.5142852830951967e-13,
1744,10341,10345,0,in,in,6.114284397670355e-13,8.771428095914848e-13,
1744,10341,10346,0,in,in,6.114284397670355e-13,3.628571311172144e-13,
1744,10343,10341,0,mixed,in,1.9000002365111918e-13,6.114284397670355e-13,
1744,10343,10344,0,mixed,in,1.9000002365111918e-13,4.5142852830951967e-13,
1744,10343,10345,0,mixed,in,1.9000002365111918e-13,8.771428095914848e-13,
1744,10343,10346,1,mixed,in,1.9000002365111918e-13,3.628571311172144e-13,6.902714550774211e-05
1744,10344,10341,0,in,in,4.5142852830951967e-13,6.114284397670355e-13,
1744,10344,10343,0,in,mixed,4.5142852830951967e-13,1.9000002365111918e-13,
1744,10344,10345,0,in,in,4.5142852830951967e-13,8.771428095914848e-13,
1744,10344,10346,0,in,in,4.5142852830951967e-13,3.628571311172144e-13,
1744,10345,10341,0,in,in,8.771428095914848e-13,6.114284397670355e-13,
1744,10345,10343,0,in,mixed,8.771428095914848e-13,1.9000002365111918e-13,
1744,10345,10344,0,in,in,8.771428095914848e-13,4.5142852830951967e-13,
1744,10345,10346,0,in,in,8.771428095914848e-13,3.628571311172144e-13,
1744,10346,10341,0,in,in,3.628571311172144e-13,6.114284397670355e-13,
1744,10346,10343,0,in,mixed,3.628571311172144e-13,1.9000002365111918e-13,
1744,10346,10344,0,in,in,3.628571311172144e-13,4.5142852830951967e-13,
1744,10346,10345,0,in,in,3.628571311172144e-13,8.771428095914848e-13,
1745,10350,10351,0,in,,5.08714478232781e-13,2.300425527564766e-13,
1745,10351,10350,0,,in,2.300425527564766e-13,5.08714478232781e-13,
1746,10354,10355,0,in,in,2.1142851001974274e-13,4.085714160218512e-13,
1746,10354,10356,0,in,in,2.1142851001974274e-13,5.771428397457589e-13,
1746,10354,10357,0,in,in,2.1142851001974274e-13,5.514285575295765e-13,
1746,10354,10360,0,in,in,2.1142851001974274e-13,4.269883156381004e-13,
1746,10355,10354,0,in,in,4.085714160218512e-13,2.1142851001974274e-13,
1746,10355,10356,0,in,in,4.085714160218512e-13,5.771428397457589e-13,
1746,10355,10357,0,in,in,4.085714160218512e-13,5.514285575295765e-13,
1746,10355,10360,0,in,in,4.085714160218512e-13,4.269883156381004e-13,
1746,10356,10354,0,in,in,5.771428397457589e-13,2.1142851001974274e-13,
1746,10356,10355,0,in,in,5.771428397457589e-13,4.085714160218512e-13,
1746,10356,10357,0,in,in,5.771428397457589e-13,5.514285575295765e-13,
1746,10356,10360,0,in,in,5.771428397457589e-13,4.269883156381004e-13,
1746,10357,10354,0,in,in,5.514285575295765e-13,2.1142851001974274e-13,
1746,10357,10355,0,in,in,5.514285575295765e-13,4.085714160218512e-13,
1746,10357,10356,0,in,in,5.514285575295765e-13,5.771428397457589e-13,
1746,10357,10360,0,in,in,5.514285575295765e-13,4.269883156381004e-13,
1746,10360,10354,0,in,in,4.269883156381004e-13,2.1142851001974274e-13,
1746,10360,10355,0,in,in,4.269883156381004e-13,4.085714160218512e-13,
1746,10360,10356,0,in,in,4.269883156381004e-13,5.771428397457589e-13,
1746,10360,10357,0,in,in,4.269883156381004e-13,5.514285575295765e-13,
1749,10367,10370,0,in,ex,3.3431494889664e-14,1.814159157210995e-13,
1749,10367,10372,0,in,in,3.3431494889664e-14,2.58012326075187e-13,
1749,10370,10367,0,ex,in,1.814159157210995e-13,3.3431494889664e-14,
1749,10370,10372,0,ex,in,1.814159157210995e-13,2.58012326075187e-13,
1749,10372,10367,0,in,in,2.58012326075187e-13,3.3431494889664e-14,
1749,10372,10370,0,in,ex,2.58012326075187e-13,1.814159157210995e-13,
1751,10380,10383,0,in,in,3.563720895533683e-14,2.6946847624091882e-14,
1751,10380,10384,0,in,in,3.563720895533683e-14,3.3304203942202355e-13,
1752,10385,10386,0,ex,in,-1.7500001725696365e-13,6.249999477749762e-13,
1752,10385,10387,0,ex,ex,-1.7500001725696365e-13,-2e-13,
1752,10386,10385,0,in,ex,6.249999477749762e-13,-1.7500001725696365e-13,
1752,10386,10387,0,in,ex,6.249999477749762e-13,-2e-13,
1751,10383,10380,0,in,in,2.6946847624091882e-14,3.563720895533683e-14,
1751,10383,10384,0,in,in,2.6946847624091882e-14,3.3304203942202355e-13,
1752,10387,10385,0,ex,ex,-2e-13,-1.7500001725696365e-13,
1751,10384,10380,0,in,in,3.3304203942202355e-13,3.563720895533683e-14,
1752,10387,10386,0,ex,in,-2e-13,6.249999477749762e-13,
1751,10384,10383,0,in,in,3.3304203942202355e-13,2.6946847624091882e-14,
1753,10390,10392,0,ex,in,-1.969696254222257e-14,1.0000000000000017e-13,
1753,10390,10393,0,ex,in,-1.969696254222257e-14,1.099999902343751e-12,
1753,10390,10395,1,ex,in,-1.969696254222257e-14,8.857143042600897e-13,0.00020003911326731087
1753,10392,10390,0,in,ex,1.0000000000000017e-13,-1.969696254222257e-14,
1753,10392,10393,0,in,in,1.0000000000000017e-13,1.099999902343751e-12,
1753,10392,10395,0,in,in,1.0000000000000017e-13,8.857143042600897e-13,
1753,10393,10390,0,in,ex,1.099999902343751e-12,-1.969696254222257e-14,
1753,10393,10392,0,in,in,1.099999902343751e-12,1.0000000000000017e-13,
1753,10393,10395,0,in,in,1.099999902343751e-12,8.857143042600897e-13,
1753,10395,10390,1,in,ex,8.857143042600897e-13,-1.969696254222257e-14,-8.157425626606943e-05
1753,10395,10392,1,in,in,8.857143042600897e-13,1.0000000000000017e-13,-0.0001506277634315741
1753,10395,10393,0,in,in,8.857143042600897e-13,1.099999902343751e-12,
1754,10401,10402,0,in,ex,1.6250000381469484e-12,3.892856547621638e-13,
1754,10402,10401,0,ex,in,3.892856547621638e-13,1.6250000381469484e-12,
1755,10406,10407,0,in,in,9.399999999999996e-13,1.1400000000000002e-12,
1755,10407,10406,0,in,in,1.1400000000000002e-12,9.399999999999996e-13,
1756,10410,10411,1,ex,in,4.63888884679769e-13,4.576298802577328e-13,0.0004946819466196815
1756,10410,10412,0,ex,ex,4.63888884679769e-13,3.7999999999999995e-13,
1756,10411,10410,1,in,ex,4.576298802577328e-13,4.63888884679769e-13,-0.0013037394034804048
1756,10411,10412,1,in,ex,4.576298802577328e-13,3.7999999999999995e-13,-0.00037153486043049744
1756,10412,10410,0,ex,ex,3.7999999999999995e-13,4.63888884679769e-13,
1756,10412,10411,1,ex,in,3.7999999999999995e-13,4.576298802577328e-13,0.000576486356518756
1758,10420,10421,0,ex,in,8.00000042093198e-13,2.0666662484628544e-12,
1758,10420,10424,0,ex,ex,8.00000042093198e-13,4.643678408428756e-13,
1758,10421,10420,0,in,ex,2.0666662484628544e-12,8.00000042093198e-13,
1758,10421,10424,0,in,ex,2.0666662484628544e-12,4.643678408428756e-13,
1758,10424,10420,0,ex,ex,4.643678408428756e-13,8.00000042093198e-13,
1758,10424,10421,0,ex,in,4.643678408428756e-13,2.0666662484628544e-12,
1759,10427,10428,1,in,mixed,6.228965671976665e-13,2.3333333333333285e-12,
1759,10427,10431,1,in,ex,6.228965671976665e-13,-5.74094406641197e-14,
1759,10427,10432,1,in,in,6.228965671976665e-13,1.944444444444446e-12,
1759,10427,10433,1,in,ex,6.228965671976665e-13,-6.225296442687738e-14,
1759,10428,10427,0,mixed,in,2.3333333333333285e-12,6.228965671976665e-13,
1759,10428,10431,0,mixed,ex,2.3333333333333285e-12,-5.74094406641197e-14,
1759,10428,10432,1,mixed,in,2.3333333333333285e-12,1.944444444444446e-12,0.00031542723825463977
1759,10428,10433,0,mixed,ex,2.3333333333333285e-12,-6.225296442687738e-14,
1759,10431,10427,0,ex,in,-5.74094406641197e-14,6.228965671976665e-13,
1759,10431,10428,0,ex,mixed,-5.74094406641197e-14,2.3333333333333285e-12,
1759,10431,10432,0,ex,in,-5.74094406641197e-14,1.944444444444446e-12,
1759,10431,10433,0,ex,ex,-5.74094406641197e-14,-6.225296442687738e-14,
1759,10432,10427,1,in,in,1.944444444444446e-12,6.228965671976665e-13,
1759,10432,10428,0,in,mixed,1.944444444444446e-12,2.3333333333333285e-12,
1759,10432,10431,1,in,ex,1.944444444444446e-12,-5.74094406641197e-14,
1759,10432,10433,1,in,ex,1.944444444444446e-12,-6.225296442687738e-14,
1759,10433,10427,1,ex,in,-6.225296442687738e-14,6.228965671976665e-13,0.00038902187169617106
1759,10433,10428,0,ex,mixed,-6.225296442687738e-14,2.3333333333333285e-12,
1759,10433,10431,0,ex,ex,-6.225296442687738e-14,-5.74094406641197e-14,
1759,10433,10432,0,ex,in,-6.225296442687738e-14,1.944444444444446e-12,
1761,10442,10443,0,in,in,1.6562500000000042e-12,-2.9157311672898194e-15,
1761,10442,10446,0,in,in,1.6562500000000042e-12,3.0353833936293623e-15,
1761,10443,10442,0,in,in,-2.9157311672898194e-15,1.6562500000000042e-12,
1761,10443,10446,0,in,in,-2.9157311672898194e-15,3.0353833936293623e-15,
1761,10446,10442,0,in,in,3.0353833936293623e-15,1.6562500000000042e-12,
1761,10446,10443,0,in,in,3.0353833936293623e-15,-2.9157311672898194e-15,
1762,10450,10451,0,in,in,8.228571144778675e-13,1.7900002273559432e-12,
1762,10451,10450,0,in,in,1.7900002273559432e-12,8.228571144778675e-13,
1763,10454,10455,0,in,ex,1.7222222222222223e-12,-1.299670686249947e-13,
1763,10454,10456,0,in,in,1.7222222222222223e-12,1.499999999999999e-12,
1763,10454,10457,0,in,ex,1.7222222222222223e-12,-2.3161360996124636e-14,
1763,10454,10459,0,in,in,1.7222222222222223e-12,1.014112903225807e-12,
1763,10454,10460,0,in,in,1.7222222222222223e-12,-1.8338272782948942e-30,
1763,10454,10461,0,in,ex,1.7222222222222223e-12,7.327112988565621e-14,
1763,10455,10454,0,ex,in,-1.299670686249947e-13,1.7222222222222223e-12,
1763,10455,10456,0,ex,in,-1.299670686249947e-13,1.499999999999999e-12,
1763,10455,10457,0,ex,ex,-1.299670686249947e-13,-2.3161360996124636e-14,
1763,10455,10459,0,ex,in,-1.299670686249947e-13,1.014112903225807e-12,
1763,10455,10460,0,ex,in,-1.299670686249947e-13,-1.8338272782948942e-30,
1763,10455,10461,0,ex,ex,-1.299670686249947e-13,7.327112988565621e-14,
1763,10456,10454,0,in,in,1.499999999999999e-12,1.7222222222222223e-12,
1763,10456,10455,0,in,ex,1.499999999999999e-12,-1.299670686249947e-13,
1763,10456,10457,0,in,ex,1.499999999999999e-12,-2.3161360996124636e-14,
1763,10456,10459,0,in,in,1.499999999999999e-12,1.014112903225807e-12,
1763,10456,10460,0,in,in,1.499999999999999e-12,-1.8338272782948942e-30,
1763,10456,10461,0,in,ex,1.499999999999999e-12,7.327112988565621e-14,
1763,10457,10454,0,ex,in,-2.3161360996124636e-14,1.7222222222222223e-12,
1763,10457,10455,0,ex,ex,-2.3161360996124636e-14,-1.299670686249947e-13,
1763,10457,10456,0,ex,in,-2.3161360996124636e-14,1.499999999999999e-12,
1763,10457,10459,0,ex,in,-2.3161360996124636e-14,1.014112903225807e-12,
1763,10457,10460,0,ex,in,-2.3161360996124636e-14,-1.8338272782948942e-30,
1763,10457,10461,0,ex,ex,-2.3161360996124636e-14,7.327112988565621e-14,
1763,10459,10454,0,in,in,1.014112903225807e-12,1.7222222222222223e-12,
1763,10459,10455,0,in,ex,1.014112903225807e-12,-1.299670686249947e-13,
1763,10459,10456,0,in,in,1.014112903225807e-12,1.499999999999999e-12,
1763,10459,10457,0,in,ex,1.014112903225807e-12,-2.3161360996124636e-14,
1763,10459,10460,1,in,in,1.014112903225807e-12,-1.8338272782948942e-30,
1763,10459,10461,0,in,ex,1.014112903225807e-12,7.327112988565621e-14,
1763,10460,10454,0,in,in,-1.8338272782948942e-30,1.7222222222222223e-12,
1763,10460,10455,0,in,ex,-1.8338272782948942e-30,-1.299670686249947e-13,
1763,10460,10456,0,in,in,-1.8338272782948942e-30,1.499999999999999e-12,
1763,10460,10457,0,in,ex,-1.8338272782948942e-30,-2.3161360996124636e-14,
1763,10460,10459,1,in,in,-1.8338272782948942e-30,1.014112903225807e-12,-0.0012896996541841258
1763,10460,10461,1,in,ex,-1.8338272782948942e-30,7.327112988565621e-14,-0.0003937498301140542
1763,10461,10454,0,ex,in,7.327112988565621e-14,1.7222222222222223e-12,
1763,10461,10455,0,ex,ex,7.327112988565621e-14,-1.299670686249947e-13,
1763,10461,10456,0,ex,in,7.327112988565621e-14,1.499999999999999e-12,
1763,10461,10457,0,ex,ex,7.327112988565621e-14,-2.3161360996124636e-14,
1763,10461,10459,0,ex,in,7.327112988565621e-14,1.014112903225807e-12,
1763,10461,10460,1,ex,in,7.327112988565621e-14,-1.8338272782948942e-30,0.0006804821554156275
1764,10467,10468,0,ex,ex,6.583332962018078e-13,1.859374941624695e-12,
1764,10468,10467,0,ex,ex,1.859374941624695e-12,6.583332962018078e-13,
1774,10532,10533,0,ex,in,3.3999999999999986e-13,1.653333199055941e-12,
1774,10532,10534,0,ex,ex,3.3999999999999986e-13,2.428571353315485e-13,
1774,10533,10532,0,in,ex,1.653333199055941e-12,3.3999999999999986e-13,
1774,10533,10534,0,in,ex,1.653333199055941e-12,2.428571353315485e-13,
1774,10534,10532,0,ex,ex,2.428571353315485e-13,3.3999999999999986e-13,
1774,10534,10533,0,ex,in,2.428571353315485e-13,1.653333199055941e-12,
1775,10536,10537,0,in,in,-1.4419259114782842e-15,5.5464534174829495e-14,
1775,10536,10538,0,in,in,-1.4419259114782842e-15,9.142857142857144e-13,
1775,10536,10539,0,in,in,-1.4419259114782842e-15,2.3001339541219287e-14,
1775,10537,10536,0,in,in,5.5464534174829495e-14,-1.4419259114782842e-15,
1775,10537,10538,0,in,in,5.5464534174829495e-14,9.142857142857144e-13,
1775,10537,10539,0,in,in,5.5464534174829495e-14,2.3001339541219287e-14,
1775,10538,10536,1,in,in,9.142857142857144e-13,-1.4419259114782842e-15,
1775,10538,10537,0,in,in,9.142857142857144e-13,5.5464534174829495e-14,
1775,10538,10539,0,in,in,9.142857142857144e-13,2.3001339541219287e-14,
1775,10539,10536,0,in,in,2.3001339541219287e-14,-1.4419259114782842e-15,
1775,10539,10537,0,in,in,2.3001339541219287e-14,5.5464534174829495e-14,
1775,10539,10538,0,in,in,2.3001339541219287e-14,9.142857142857144e-13,
1776,10541,10544,0,in,in,-3.7142855077211456e-14,2.15e-12,
1776,10541,10545,0,in,in,-3.7142855077211456e-14,1.9900000000000002e-12,
1776,10541,10546,0,in,in,-3.7142855077211456e-14,4.9999999999999856e-14,
1776,10541,10548,0,in,in,-3.7142855077211456e-14,-1.2571427894644154e-13,
1776,10544,10541,0,in,in,2.15e-12,-3.7142855077211456e-14,
1776,10544,10545,0,in,in,2.15e-12,1.9900000000000002e-12,
1776,10544,10546,0,in,in,2.15e-12,4.9999999999999856e-14,
1776,10544,10548,0,in,in,2.15e-12,-1.2571427894644154e-13,
1776,10545,10541,0,in,in,1.9900000000000002e-12,-3.7142855077211456e-14,
1776,10545,10544,0,in,in,1.9900000000000002e-12,2.15e-12,
1776,10545,10546,1,in,in,1.9900000000000002e-12,4.9999999999999856e-14,-0.00014272418787443205
1776,10545,10548,0,in,in,1.9900000000000002e-12,-1.2571427894644154e-13,
1776,10546,10541,0,in,in,4.9999999999999856e-14,-3.7142855077211456e-14,
1776,10546,10544,0,in,in,4.9999999999999856e-14,2.15e-12,
