experiment_id,pre_cell_id,post_cell_id,has_synapse,pre_cell_class,post_cell_class,fi_slope_pre,fi_slope_post,psp_amplitude
901,5738,5739,0,ex,ex,1.0656370656370646e-13,8.8030888030888e-14,
900,5732,5735,0,in,in,1.0081915588191188e-14,-1.357142831971038e-13,
901,5738,5740,1,ex,in,1.0656370656370646e-13,-8.648648648648622e-14,6.633515763975136e-05
901,5738,5742,0,ex,in,1.0656370656370646e-13,2.7027015881093677e-14,
901,5738,5745,0,ex,in,1.0656370656370646e-13,4.3243243243243227e-13,
901,5739,5736,0,ex,ex,8.8030888030888e-14,6.177606177606178e-14,
900,5734,5729,0,in,in,-5.571428479564402e-14,6.728571482132787e-13,
900,5734,5730,0,in,in,-5.571428479564402e-14,9.285713940055957e-13,
900,5734,5731,0,in,in,-5.571428479564402e-14,-7.14285649409909e-15,
901,5739,5738,0,ex,ex,8.8030888030888e-14,1.0656370656370646e-13,
900,5734,5732,0,in,in,-5.571428479564402e-14,1.0081915588191188e-14,
901,5739,5740,0,ex,in,8.8030888030888e-14,-8.648648648648622e-14,
900,5734,5735,0,in,in,-5.571428479564402e-14,-1.357142831971038e-13,
900,5735,5729,0,in,in,-1.357142831971038e-13,6.728571482132787e-13,
900,5735,5730,1,in,in,-1.357142831971038e-13,9.285713940055957e-13,-9.01436792670147e-05
900,5735,5731,0,in,in,-1.357142831971038e-13,-7.14285649409909e-15,
901,5739,5742,1,ex,in,8.8030888030888e-14,2.7027015881093677e-14,6.804861824509701e-05
900,5735,5732,0,in,in,-1.357142831971038e-13,1.0081915588191188e-14,
901,5739,5745,0,ex,in,8.8030888030888e-14,4.3243243243243227e-13,
900,5735,5734,0,in,in,-1.357142831971038e-13,-5.571428479564402e-14,
901,5740,5736,1,in,ex,-8.648648648648622e-14,6.177606177606178e-14,
901,5740,5738,1,in,ex,-8.648648648648622e-14,1.0656370656370646e-13,
901,5740,5739,0,in,ex,-8.648648648648622e-14,8.8030888030888e-14,
901,5740,5742,0,in,in,-8.648648648648622e-14,2.7027015881093677e-14,
901,5740,5745,0,in,in,-8.648648648648622e-14,4.3243243243243227e-13,
901,5742,5736,1,in,ex,2.7027015881093677e-14,6.177606177606178e-14,
901,5742,5738,1,in,ex,2.7027015881093677e-14,1.0656370656370646e-13,-0.00011418395430606924
901,5742,5739,0,in,ex,2.7027015881093677e-14,8.8030888030888e-14,
901,5742,5740,0,in,in,2.7027015881093677e-14,-8.648648648648622e-14,
901,5742,5745,0,in,in,2.7027015881093677e-14,4.3243243243243227e-13,
901,5745,5736,0,in,ex,4.3243243243243227e-13,6.177606177606178e-14,
901,5745,5738,0,in,ex,4.3243243243243227e-13,1.0656370656370646e-13,
901,5745,5739,0,in,ex,4.3243243243243227e-13,8.8030888030888e-14,
901,5745,5740,0,in,in,4.3243243243243227e-13,-8.648648648648622e-14,
901,5745,5742,0,in,in,4.3243243243243227e-13,2.7027015881093677e-14,
932,5901,5902,0,,ex,1.7149122528018583e-13,3.2550591006409245e-13,
